date,Oblast,POP_R,POP_V,POP_A,POP_P,POP_C,POP_E,POP_O,POP_S,XSUM,parent district
2024-02-01,P05.2,983,39,136,12,0,0,0,142,1312,P05
2024-02-01,P05.3,228,12,60,4,0,0,0,29,333,P05
2024-02-01,P05.4,788,33,182,15,0,0,0,124,1142,P05
2024-02-01,P05.5,309,9,20,1,0,0,0,80,419,P05
2024-02-01,P05.6,2143,55,130,11,0,0,0,369,2708,P05
2024-02-01,P06,21562,270,1767,169,0,1,1,7373,31143,
2024-02-01,P07,9519,109,796,126,0,0,0,2224,12774,
2024-02-01,P08,12044,182,935,151,0,0,5,4205,17522,
2024-02-01,P08.0,5618,19,141,35,0,0,5,2532,8350,P08
2024-02-01,P08.1,1129,31,403,44,0,0,0,120,1727,P08
2024-02-01,P08.2,1072,39,157,50,0,0,0,183,1501,P08
2024-02-01,P08.3,4225,93,234,22,0,0,0,1370,5944,P08
2024-02-01,P09,9805,162,609,109,0,0,202,2509,13396,
2024-02-01,P09.0,4171,24,157,39,0,0,202,1305,5898,P09
2024-02-01,P09.1,2088,52,267,41,0,0,0,251,2699,P09
2024-02-01,P09.2,3546,86,185,29,0,0,0,953,4799,P09
2024-02-01,P10,22053,545,1766,231,0,0,10,6297,30902,
2024-02-01,P10.0,14417,90,433,56,0,0,10,5106,20112,P10
2024-02-01,P10.1,3591,213,706,68,0,0,0,434,5012,P10
2024-02-01,P10.2,1003,56,135,29,0,0,0,189,1412,P10
2024-02-01,P10.3,1617,117,305,39,0,0,0,312,2390,P10
2024-02-01,P10.4,1425,69,187,39,0,0,0,256,1976,P10
2024-02-01,P18,3708,67,144,28,0,1,83,878,4909,
2024-02-01,P18.0,594,0,7,5,0,1,15,177,799,P18
2024-02-01,P18.1,2822,51,128,22,0,0,68,695,3786,P18
2024-02-01,P18.2,227,13,5,1,0,0,0,4,250,P18
2024-02-01,P18.3,65,3,4,0,0,0,0,2,74,P18
2024-02-01,P32,0,0,1,0,0,0,0,0,1,
2024-03-01,P01,5551,104,2889,1502,0,1,183,1883,12113,
2024-03-01,P02,10148,113,1627,282,0,0,74,2712,14956,
2024-03-01,P03,14822,177,1116,177,0,2,1,3921,20216,
2024-03-01,P04,18106,199,1352,266,0,1,0,5609,25533,
2024-03-01,P05,15141,257,1457,154,0,1,1,4129,21140,
2024-03-01,P05.0,9373,37,330,60,0,1,1,3235,13037,P05
2024-03-01,P05.1,1281,70,592,48,0,0,0,142,2133,P05
2024-03-01,P05.2,994,38,141,17,0,0,0,144,1334,P05
2024-03-01,P05.3,223,12,57,4,0,0,0,32,328,P05
2024-03-01,P05.4,791,35,187,14,0,0,0,124,1151,P05
2024-03-01,P05.5,311,9,20,0,0,0,0,82,422,P05
2024-03-01,P05.6,2168,56,130,11,0,0,0,370,2735,P05
2024-03-01,P06,21666,271,1764,177,0,1,1,7373,31253,
2024-03-01,P07,9553,111,801,126,0,0,0,2214,12805,
2024-03-01,P08,12051,181,935,176,0,0,5,4217,17565,
2024-03-01,P08.0,5654,21,144,33,0,0,5,2556,8413,P08
2024-03-01,P08.1,1117,31,391,50,0,0,0,120,1709,P08
2024-03-01,P08.2,1076,39,159,71,0,0,0,183,1528,P08
2024-03-01,P08.3,4204,90,241,22,0,0,0,1358,5915,P08
2024-03-01,P09,9711,157,596,105,0,0,218,2506,13293,
2024-03-01,P09.0,4086,20,147,35,0,0,218,1307,5813,P09
2024-03-01,P09.1,2075,52,263,41,0,0,0,243,2674,P09
2024-03-01,P09.2,3550,85,186,29,0,0,0,956,4806,P09
2024-03-01,P10,22144,543,1759,239,0,0,11,6317,31013,
2024-03-01,P10.0,14515,92,435,56,0,0,11,5116,20225,P10
2024-03-01,P10.1,3581,210,698,69,0,0,0,439,4997,P10
2024-03-01,P10.2,992,58,134,35,0,0,0,192,1411,P10
2024-03-01,P10.3,1618,115,300,39,0,0,0,314,2386,P10
2024-03-01,P10.4,1438,68,192,40,0,0,0,256,1994,P10
2024-03-01,P18,3796,68,145,28,0,1,83,883,5004,
2024-03-01,P18.0,609,0,6,5,0,1,15,180,816,P18
2024-03-01,P18.1,2884,51,131,22,0,0,68,697,3853,P18
2024-03-01,P18.2,239,14,5,1,0,0,0,4,263,P18
2024-03-01,P18.3,64,3,3,0,0,0,0,2,72,P18
2024-04-01,P01,5565,106,2884,1248,0,1,182,1884,11870,
2024-04-01,P02,10207,105,1642,239,0,0,77,2712,14982,
2024-04-01,P03,14874,183,1114,163,0,2,1,3941,20278,
2024-04-01,P04,18205,201,1348,266,0,1,0,5619,25640,
2024-04-01,P05,15227,264,1468,137,0,1,1,4142,21240,
2024-04-01,P05.0,9431,42,332,46,0,1,1,3244,13097,P05
2024-04-01,P05.1,1280,71,595,45,0,0,0,147,2138,P05
2024-04-01,P05.2,992,38,139,17,0,0,0,143,1329,P05
2024-04-01,P05.3,224,11,56,4,0,0,0,32,327,P05
2024-04-01,P05.4,815,37,190,13,0,0,0,121,1176,P05
2024-04-01,P05.5,300,9,20,0,0,0,0,81,410,P05
2024-04-01,P05.6,2185,56,136,12,0,0,0,374,2763,P05
2024-04-01,P06,21729,264,1778,176,0,1,1,7385,31334,
2024-04-01,P07,9574,112,812,104,0,0,0,2231,12833,
2024-04-01,P08,12161,189,928,165,0,0,5,4245,17693,
2024-04-01,P08.0,5735,21,141,28,0,0,5,2564,8494,P08
2024-04-01,P08.1,1119,33,388,46,0,0,0,121,1707,P08
2024-04-01,P08.2,1094,37,155,69,0,0,0,184,1539,P08
2024-04-01,P08.3,4213,98,244,22,0,0,0,1376,5953,P08
2024-04-01,P09,9528,168,593,104,0,0,214,2452,13059,
2024-04-01,P09.0,4067,23,145,30,0,0,214,1290,5769,P09
2024-04-01,P09.1,2069,57,271,45,0,0,0,248,2690,P09
2024-04-01,P09.2,3392,88,177,29,0,0,0,914,4600,P09
2024-04-01,P10,22278,540,1755,235,0,0,13,6359,31180,
2024-04-01,P10.0,14617,91,435,56,0,0,13,5155,20367,P10
2024-04-01,P10.1,3596,211,705,69,0,0,0,440,5021,P10
2024-04-01,P10.2,1008,56,134,35,0,0,0,196,1429,P10
2024-04-01,P10.3,1615,115,290,38,0,0,0,311,2369,P10
2024-04-01,P10.4,1442,67,191,37,0,0,0,257,1994,P10
2024-04-01,P18,3650,64,166,9,0,0,80,868,4837,
2024-04-01,P18.0,593,0,7,1,0,0,14,184,799,P18
2024-04-01,P18.1,2741,47,150,7,0,0,66,677,3688,P18
2024-04-01,P18.2,255,14,6,1,0,0,0,5,281,P18
2024-04-01,P18.3,61,3,3,0,0,0,0,2,69,P18
2024-05-01,P01,5563,104,2874,1284,0,1,183,1889,11898,
2024-05-01,P02,10215,112,1642,278,0,0,77,2716,15040,
2024-05-01,P03,14865,177,1109,158,0,0,1,3923,20233,
2024-05-01,P04,18312,205,1356,269,0,1,0,5645,25788,
2024-05-01,P05,15298,270,1485,151,0,1,1,4164,21370,
2024-05-01,P05.0,9496,43,331,53,0,1,1,3261,13186,P05
2024-05-01,P05.1,1281,74,596,53,0,0,0,149,2153,P05
2024-05-01,P05.2,994,39,141,16,0,0,0,139,1329,P05
2024-05-01,P05.3,226,11,60,4,0,0,0,32,333,P05
2024-05-01,P05.4,821,38,200,13,0,0,0,125,1197,P05
2024-05-01,P05.5,300,8,21,0,0,0,0,81,410,P05
2024-05-01,P05.6,2180,57,136,12,0,0,0,377,2762,P05
2024-05-01,P06,21863,261,1808,198,0,1,1,7395,31527,
2024-05-01,P07,9515,106,813,99,0,0,0,2214,12747,
2024-05-01,P08,12171,188,944,182,0,0,5,4260,17750,
2024-05-01,P08.0,5759,24,141,32,0,0,5,2590,8551,P08
2024-05-01,P08.1,1121,29,405,57,0,0,0,118,1730,P08
2024-05-01,P08.2,1081,36,161,70,0,0,0,185,1533,P08
2024-05-01,P08.3,4210,99,237,23,0,0,0,1367,5936,P08
2024-05-01,P09,9637,170,600,106,0,11,219,2477,13220,
2024-05-01,P09.0,4104,23,143,30,0,11,219,1301,5831,P09
2024-05-01,P09.1,2101,60,274,47,0,0,0,255,2737,P09
2024-05-01,P09.2,3432,87,183,29,0,0,0,921,4652,P09
2024-05-01,P10,22416,545,1751,233,0,0,15,6381,31341,
2024-05-01,P10.0,14735,90,431,55,0,0,15,5171,20497,P10
2024-05-01,P10.1,3595,213,707,68,0,0,0,443,5026,P10
2024-05-01,P10.2,1010,56,131,34,0,0,0,193,1424,P10
2024-05-01,P10.3,1622,119,291,39,0,0,0,317,2388,P10
2024-05-01,P10.4,1454,67,191,37,0,0,0,257,2006,P10
2024-05-01,P18,3701,65,177,9,0,0,80,868,4900,
2024-05-01,P18.0,597,0,8,1,0,0,14,185,805,P18
2024-05-01,P18.1,2784,48,156,7,0,0,66,676,3737,P18
2024-05-01,P18.2,258,14,10,1,0,0,0,5,288,P18
2024-05-01,P18.3,62,3,3,0,0,0,0,2,70,P18
2024-06-01,P01,5562,104,2855,1179,0,1,185,1876,11762,
2024-06-01,P02,10226,111,1639,245,0,0,75,2722,15018,
2024-06-01,P03,14880,178,1099,149,0,0,1,3933,20240,
2024-06-01,P04,18409,199,1340,262,0,1,0,5660,25871,
2024-06-01,P05,15417,268,1483,143,0,1,1,4174,21487,
2024-06-01,P05.0,9580,39,330,46,0,1,1,3268,13265,P05
2024-06-01,P05.1,1290,74,590,52,0,0,0,150,2156,P05
2024-06-01,P05.2,996,40,142,16,0,0,0,136,1330,P05
2024-06-01,P05.3,229,11,63,4,0,0,0,32,339,P05
2024-06-01,P05.4,816,37,198,13,0,0,0,126,1190,P05
2024-06-01,P05.5,306,8,22,0,0,0,0,81,417,P05
2024-06-01,P05.6,2200,59,138,12,0,0,0,381,2790,P05
2024-06-01,P06,21964,265,1799,169,0,1,1,7414,31613,
2024-06-01,P07,9486,107,821,98,0,0,0,2221,12733,
2024-06-01,P08,12213,189,956,167,0,0,5,4253,17783,
2024-06-01,P08.0,5789,25,127,27,0,0,5,2583,8556,P08
2024-06-01,P08.1,1116,28,421,47,0,0,0,114,1726,P08
2024-06-01,P08.2,1085,37,174,70,0,0,0,185,1551,P08
2024-06-01,P08.3,4223,99,234,23,0,0,0,1371,5950,P08
2024-06-01,P09,9684,172,599,106,0,0,220,2489,13270,
2024-06-01,P09.0,4146,23,142,30,0,0,220,1304,5865,P09
2024-06-01,P09.1,2083,61,273,45,0,0,0,261,2723,P09
2024-06-01,P09.2,3455,88,184,31,0,0,0,924,4682,P09
2024-06-01,P10,22534,551,1757,241,0,0,15,6393,31491,
2024-06-01,P10.0,14813,90,437,55,0,0,15,5183,20593,P10
2024-06-01,P10.1,3600,214,708,67,0,0,0,440,5029,P10
2024-06-01,P10.2,1014,57,126,34,0,0,0,193,1424,P10
2024-06-01,P10.3,1634,120,292,48,0,0,0,317,2411,P10
2024-06-01,P10.4,1473,70,194,37,0,0,0,260,2034,P10
2024-06-01,P18,3725,64,188,9,0,0,80,874,4940,
2024-06-01,P18.0,600,0,8,1,0,0,14,186,809,P18
2024-06-01,P18.1,2805,47,166,7,0,0,66,681,3772,P18
2024-06-01,P18.2,260,15,11,1,0,0,0,5,292,P18
2024-06-01,P18.3,60,2,3,0,0,0,0,2,67,P18
2024-07-01,P01,5574,108,2858,1304,0,1,185,1888,11918,
2024-07-01,P02,10259,112,1616,260,0,0,75,2745,15067,
2024-07-01,P03,14956,166,1111,157,0,0,1,3952,20343,
2024-07-01,P04,18511,201,1337,258,0,1,0,5682,25990,
2024-07-01,P05,15480,274,1482,143,0,1,1,4177,21558,
2024-07-01,P05.0,9625,42,333,44,0,1,1,3274,13320,P05
2024-07-01,P05.1,1295,77,587,52,0,0,0,147,2158,P05
2024-07-01,P05.2,999,40,146,18,0,0,0,133,1336,P05
2024-07-01,P05.3,235,11,62,4,0,0,0,31,343,P05
2024-07-01,P05.4,805,37,198,13,0,0,0,127,1180,P05
2024-07-01,P05.5,305,7,22,0,0,0,0,82,416,P05
2024-07-01,P05.6,2216,60,134,12,0,0,0,383,2805,P05
2024-07-01,P06,22041,261,1786,144,0,1,1,7428,31662,
2024-07-01,P07,9478,107,829,113,0,0,0,2230,12757,
2024-07-01,P08,12215,191,977,177,0,0,6,4255,17821,
2024-07-01,P08.0,5804,25,130,29,0,0,6,2585,8579,P08
2024-07-01,P08.1,1121,30,426,49,0,0,0,114,1740,P08
2024-07-01,P08.2,1082,36,176,70,0,0,0,185,1549,P08
2024-07-01,P08.3,4208,100,245,29,0,0,0,1371,5953,P08
2024-07-01,P09,9751,171,600,104,0,0,220,2489,13335,
2024-07-01,P09.0,4164,20,141,30,0,0,220,1307,5882,P09
2024-07-01,P09.1,2108,63,274,44,0,0,0,260,2749,P09
2024-07-01,P09.2,3479,88,185,30,0,0,0,922,4704,P09
2024-07-01,P10,22587,554,1733,248,0,0,16,6362,31500,
2024-07-01,P10.0,14850,91,431,55,0,0,16,5177,20620,P10
2024-07-01,P10.1,3621,219,710,66,0,0,0,438,5054,P10
2024-07-01,P10.2,1021,55,127,35,0,0,0,192,1430,P10
2024-07-01,P10.3,1656,119,286,61,0,0,0,316,2438,P10
2024-07-01,P10.4,1439,70,179,31,0,0,0,239,1958,P10
2024-07-01,P18,3743,63,188,11,0,0,80,872,4957,
2024-07-01,P18.0,602,1,8,3,0,0,14,189,817,P18
2024-07-01,P18.1,2811,45,167,7,0,0,66,676,3772,P18
2024-07-01,P18.2,266,15,11,1,0,0,0,5,298,P18
2024-07-01,P18.3,64,2,2,0,0,0,0,2,70,P18
2024-08-01,P01,5554,102,2871,1202,0,1,186,1885,11801,
2024-08-01,P02,10269,113,1615,244,0,0,73,2732,15046,
2024-08-01,P03,14919,157,1124,142,0,0,1,3954,20297,
2024-08-01,P04,18305,193,1341,233,0,1,0,5583,25656,
2024-08-01,P05,15521,274,1501,147,0,1,1,4189,21634,
2024-08-01,P05.0,9676,45,341,46,0,1,1,3277,13387,P05
2024-08-01,P05.1,1297,75,581,57,0,0,0,149,2159,P05
2024-08-01,P05.2,985,40,148,15,0,0,0,136,1324,P05
2024-08-01,P05.3,230,12,64,4,0,0,0,31,341,P05
2024-08-01,P05.4,808,37,198,13,0,0,0,128,1184,P05
2024-08-01,P05.5,309,7,28,1,0,0,0,82,427,P05
2024-08-01,P05.6,2216,58,141,11,0,0,0,386,2812,P05
2024-08-01,P06,22024,264,1798,146,0,1,1,7439,31673,
2024-08-01,P07,9468,107,841,101,0,0,0,2236,12753,
2024-08-01,P08,12206,191,982,179,0,0,7,4268,17833,
2024-08-01,P08.0,5802,25,132,30,0,0,7,2597,8593,P08
2024-08-01,P08.1,1115,29,424,54,0,0,0,114,1736,P08
2024-08-01,P08.2,1084,36,174,68,0,0,0,186,1548,P08
2024-08-01,P08.3,4205,101,252,27,0,0,0,1371,5956,P08
2024-08-01,P09,9817,180,588,103,0,0,223,2491,13402,
2024-08-01,P09.0,4184,22,138,30,0,0,223,1312,5909,P09
2024-08-01,P09.1,2134,67,270,45,0,0,0,261,2777,P09
2024-08-01,P09.2,3499,91,180,28,0,0,0,918,4716,P09
2024-08-01,P10,22337,540,1741,223,0,0,16,6311,31168,
2024-08-01,P10.0,14707,90,444,33,0,0,16,5136,20426,P10
2024-08-01,P10.1,3490,211,696,63,0,0,0,432,4892,P10
2024-08-01,P10.2,1036,54,129,36,0,0,0,188,1443,P10
2024-08-01,P10.3,1670,116,287,61,0,0,0,314,2448,P10
2024-08-01,P10.4,1434,69,185,30,0,0,0,241,1959,P10
2024-08-01,P18,3758,58,189,8,0,0,81,875,4969,
2024-08-01,P18.0,603,1,10,1,0,0,14,190,819,P18
2024-08-01,P18.1,2818,42,166,6,0,0,67,677,3776,P18
2024-08-01,P18.2,274,13,10,1,0,0,0,6,304,P18
2024-08-01,P18.3,63,2,3,0,0,0,0,2,70,P18
2024-09-01,P01,5503,103,2894,1086,0,1,186,1873,11646,
2024-09-01,P02,10255,115,1631,209,0,0,75,2725,15010,
2024-09-01,P03,14919,162,1120,122,0,0,1,3953,20277,
2024-09-01,P04,18351,193,1353,213,0,1,0,5598,25709,
2024-09-01,P05,15626,267,1492,131,0,1,1,4181,21699,
2024-09-01,P05.0,9735,43,337,39,0,1,1,3279,13435,P05
2024-09-01,P05.1,1304,70,583,51,0,0,0,145,2153,P05
2024-09-01,P05.2,989,40,145,14,0,0,0,134,1322,P05
2024-09-01,P05.3,232,11,61,4,0,0,0,31,339,P05
2024-09-01,P05.4,820,39,196,13,0,0,0,128,1196,P05
2024-09-01,P05.5,312,7,29,1,0,0,0,82,431,P05
2024-09-01,P05.6,2234,57,141,9,0,0,0,382,2823,P05
2024-09-01,P06,22077,268,1816,143,0,0,1,7456,31761,
2024-09-01,P07,9432,110,863,88,0,0,0,2239,12732,
2024-09-01,P08,12239,187,999,174,0,0,6,4268,17873,
2024-09-01,P08.0,5834,26,135,30,0,0,6,2600,8631,P08
2024-09-01,P08.1,1112,27,433,50,0,0,0,113,1735,P08
2024-09-01,P08.2,1091,36,183,67,0,0,0,187,1564,P08
2024-09-01,P08.3,4202,98,248,27,0,0,0,1368,5943,P08
2024-09-01,P09,9853,181,601,95,0,0,222,2489,13441,
2024-09-01,P09.0,4202,23,151,18,0,0,222,1312,5928,P09
2024-09-01,P09.1,2149,66,268,48,0,0,0,258,2789,P09
2024-09-01,P09.2,3502,92,182,29,0,0,0,919,4724,P09
2024-09-01,P10,22361,537,1752,218,0,0,16,6323,31207,
2024-09-01,P10.0,14767,89,441,29,0,0,16,5137,20479,P10
2024-09-01,P10.1,3447,209,711,59,0,0,0,437,4863,P10
2024-09-01,P10.2,1043,53,126,36,0,0,0,189,1447,P10
2024-09-01,P10.3,1667,117,285,63,0,0,0,317,2449,P10
2024-09-01,P10.4,1437,69,189,31,0,0,0,243,1969,P10
2024-09-01,P18,3794,60,192,8,0,0,82,879,5015,
2024-09-01,P18.0,632,1,10,0,0,0,14,192,849,P18
2024-09-01,P18.1,2828,44,168,7,0,0,68,679,3794,P18
2024-09-01,P18.2,268,13,11,1,0,0,0,6,299,P18
2024-09-01,P18.3,66,2,3,0,0,0,0,2,73,P18
2024-09-01,P32,0,1,0,0,0,0,0,0,1,
2024-10-01,P01,5525,105,2939,1177,0,1,186,1872,11805,
2024-10-01,P02,10308,114,1635,218,0,0,75,2725,15075,
2024-10-01,P03,14914,163,1118,101,0,0,1,3948,20245,
2024-10-01,P04,18453,184,1368,212,0,1,0,5624,25842,
2024-10-01,P05,15575,265,1488,114,0,1,1,4177,21621,
2024-10-01,P05.0,9743,41,344,29,0,1,1,3280,13439,P05
2024-10-01,P05.1,1283,67,579,42,0,0,0,142,2113,P05
2024-10-01,P05.2,982,39,142,14,0,0,0,130,1307,P05
2024-10-01,P05.3,226,11,61,6,0,0,0,30,334,P05
2024-10-01,P05.4,810,39,194,13,0,0,0,128,1184,P05
2024-10-01,P05.5,300,5,28,1,0,0,0,83,417,P05
2024-10-01,P05.6,2231,63,140,9,0,0,0,384,2827,P05
2024-10-01,P06,21970,277,1831,134,0,0,1,7375,31588,
2024-10-01,P07,9434,106,866,82,0,0,0,2251,12739,
2024-10-01,P08,12377,191,999,160,0,0,5,4288,18020,
2024-10-01,P08.0,5941,25,141,22,0,0,5,2628,8762,P08
2024-10-01,P08.1,1105,28,433,48,0,0,0,112,1726,P08
2024-10-01,P08.2,1086,39,181,69,0,0,0,185,1560,P08
2024-10-01,P08.3,4245,99,244,21,0,0,0,1363,5972,P08
2024-10-01,P09,9884,182,604,86,0,0,223,2493,13472,
2024-10-01,P09.0,4215,23,155,18,0,0,223,1315,5949,P09
2024-10-01,P09.1,2156,68,268,45,0,0,0,256,2793,P09
2024-10-01,P09.2,3513,91,181,23,0,0,0,922,4730,P09
2024-10-01,P10,22371,551,1746,210,0,0,15,6338,31231,
2024-10-01,P10.0,14814,90,443,30,0,0,15,5157,20549,P10
2024-10-01,P10.1,3456,217,708,54,0,0,0,440,4875,P10
2024-10-01,P10.2,1044,56,123,36,0,0,0,190,1449,P10
2024-10-01,P10.3,1632,121,276,62,0,0,0,308,2399,P10
2024-10-01,P10.4,1425,67,196,28,0,0,0,243,1959,P10
2024-10-01,P18,3802,61,194,6,0,0,81,881,5025,
2024-10-01,P18.0,650,3,10,0,0,0,13,193,869,P18
2024-10-01,P18.1,2815,43,170,5,0,0,68,679,3780,P18
2024-10-01,P18.2,272,13,11,1,0,0,0,6,303,P18
2024-10-01,P18.3,65,2,3,0,0,0,0,3,73,P18
2024-10-01,P32,0,1,0,0,0,0,0,0,1,
2024-11-01,P01,5519,111,2981,1011,0,1,184,1885,11692,
2024-11-01,P02,10358,119,1685,204,0,0,78,2726,15170,
2024-11-01,P03,14892,169,1138,89,0,0,0,3954,20242,
2024-11-01,P04,18461,192,1366,202,0,1,0,5640,25862,
2024-11-01,P05,15633,266,1482,100,0,1,1,4183,21666,
2024-11-01,P05.0,9788,42,350,23,0,1,1,3283,13488,P05
2024-11-01,P05.1,1285,67,570,42,0,0,0,143,2107,P05
2024-11-01,P05.2,988,41,142,14,0,0,0,130,1315,P05
2024-11-01,P05.3,231,11,60,4,0,0,0,30,336,P05
2024-11-01,P05.4,800,38,197,9,0,0,0,129,1173,P05
2024-11-01,P05.5,302,5,28,0,0,0,0,82,417,P05
2024-11-01,P05.6,2239,62,135,8,0,0,0,386,2830,P05
2024-11-01,P06,22013,267,1847,124,0,0,1,7387,31639,
2024-11-01,P07,9441,110,877,63,0,0,0,2259,12750,
2024-11-01,P08,12629,198,1071,143,0,0,5,4302,18348,
2024-11-01,P08.0,6137,31,166,10,0,0,5,2645,8994,P08
2024-11-01,P08.1,1086,25,435,48,0,0,0,112,1706,P08
2024-11-01,P08.2,1063,41,177,68,0,0,0,187,1536,P08
2024-11-01,P08.3,4343,101,293,17,0,0,0,1358,6112,P08
2024-11-01,P09,9959,172,611,79,0,0,233,2495,13549,
2024-11-01,P09.0,4259,23,157,17,0,0,233,1321,6010,P09
2024-11-01,P09.1,2153,64,265,42,0,0,0,253,2777,P09
2024-11-01,P09.2,3547,85,189,20,0,0,0,921,4762,P09
2024-11-01,P10,22363,556,1758,199,0,0,15,6340,31231,
2024-11-01,P10.0,14827,91,442,25,0,0,15,5169,20569,P10
2024-11-01,P10.1,3448,219,716,48,0,0,0,437,4868,P10
2024-11-01,P10.2,1022,56,127,38,0,0,0,188,1431,P10
2024-11-01,P10.3,1629,120,283,59,0,0,0,303,2394,P10
2024-11-01,P10.4,1437,70,190,29,0,0,0,243,1969,P10
2024-11-01,P18,3802,58,197,6,0,0,81,885,5029,
2024-11-01,P18.0,647,1,10,0,0,0,13,195,866,P18
2024-11-01,P18.1,2825,42,172,5,0,0,68,682,3794,P18
2024-11-01,P18.2,265,13,12,1,0,0,0,5,296,P18
2024-11-01,P18.3,65,2,3,0,0,0,0,3,73,P18
2024-11-01,P32,0,1,0,0,0,0,0,0,1,
2024-12-01,P01,5486,120,3078,527,0,1,182,1888,11282,
2024-12-01,P02,10367,122,1673,77,0,0,79,2735,15053,
2024-12-01,P03,14868,172,1113,16,0,0,0,3947,20116,
2024-12-01,P04,18445,195,1382,78,0,1,0,5647,25748,
2024-12-01,P05,15616,261,1477,36,0,1,1,4174,21566,
2024-12-01,P05.0,9794,42,354,13,0,1,1,3273,13478,P05
2024-12-01,P05.1,1278,65,566,10,0,0,0,142,2061,P05
2024-12-01,P05.2,980,41,140,4,0,0,0,131,1296,P05
2024-12-01,P05.3,227,11,59,1,0,0,0,29,327,P05
2024-12-01,P05.4,785,36,193,4,0,0,0,131,1149,P05
2024-12-01,P05.5,304,5,27,0,0,0,0,83,419,P05
2024-12-01,P05.6,2248,61,138,4,0,0,0,385,2836,P05
2024-12-01,P06,22037,266,1864,37,0,0,1,7371,31576,
2024-12-01,P07,9394,107,878,22,0,0,0,2256,12657,
2024-12-01,P08,12651,197,1122,34,0,0,4,4315,18323,
2024-12-01,P08.0,6187,28,173,6,0,0,4,2660,9058,P08
2024-12-01,P08.1,1072,27,433,21,0,0,0,112,1665,P08
2024-12-01,P08.2,1057,41,219,4,0,0,0,192,1513,P08
2024-12-01,P08.3,4335,101,297,3,0,0,0,1351,6087,P08
2024-12-01,P09,10014,168,605,37,0,0,238,2502,13564,
2024-12-01,P09.0,4282,23,151,3,0,0,238,1327,6024,P09
2024-12-01,P09.1,2166,61,264,19,0,0,0,251,2761,P09
2024-12-01,P09.2,3566,84,190,15,0,0,0,924,4779,P09
2024-12-01,P10,22345,549,1773,66,0,0,13,6348,31094,
2024-12-01,P10.0,14825,86,450,3,0,0,13,5174,20551,P10
2024-12-01,P10.1,3444,220,729,4,0,0,0,438,4835,P10
2024-12-01,P10.2,1012,51,126,8,0,0,0,189,1386,P10
2024-12-01,P10.3,1625,122,282,33,0,0,0,306,2368,P10
2024-12-01,P10.4,1439,70,186,18,0,0,0,241,1954,P10
2024-12-01,P18,3796,58,197,1,0,0,80,886,5018,
2024-12-01,P18.0,651,1,10,0,0,0,12,195,869,P18
2024-12-01,P18.1,2832,45,172,1,0,0,68,683,3801,P18
2024-12-01,P18.2,247,11,12,0,0,0,0,5,275,P18
2024-12-01,P18.3,66,1,3,0,0,0,0,3,73,P18
2025-01-01,P01,5510,130,3271,13,0,1,159,1891,10975,
2025-01-01,P02,10378,124,1741,4,0,0,78,2725,15050,
2025-01-01,P03,14938,174,1157,2,0,0,0,3963,20234,
2025-01-01,P04,18501,194,1453,14,0,1,0,5632,25795,
2025-01-01,P05,15657,263,1532,5,0,1,1,4186,21645,
2025-01-01,P05.0,9825,45,371,0,0,1,1,3291,13534,P05
2025-01-01,P05.1,1277,67,578,1,0,0,0,141,2064,P05
2025-01-01,P05.2,960,40,145,0,0,0,0,131,1276,P05
2025-01-01,P05.3,225,10,61,0,0,0,0,28,324,P05
2025-01-01,P05.4,786,34,203,0,0,0,0,131,1154,P05
2025-01-01,P05.5,307,5,29,0,0,0,0,82,423,P05
2025-01-01,P05.6,2277,62,145,4,0,0,0,382,2870,P05
2025-01-01,P06,22131,268,1927,4,0,0,1,7404,31735,
2025-01-01,P07,9381,112,918,0,0,0,0,2270,12681,
2025-01-01,P08,12806,198,1188,1,0,0,4,4333,18530,
2025-01-01,P08.0,6320,28,188,0,0,0,4,2685,9225,P08
2025-01-01,P08.1,1088,28,450,0,0,0,0,108,1674,P08
2025-01-01,P08.2,1070,42,234,1,0,0,0,189,1536,P08
2025-01-01,P08.3,4328,100,316,0,0,0,0,1351,6095,P08
2025-01-01,P09,10086,188,613,1,0,0,234,2514,13636,
2025-01-01,P09.0,4311,23,153,1,0,0,234,1336,6058,P09
2025-01-01,P09.1,2186,75,267,0,0,0,0,252,2780,P09
2025-01-01,P09.2,3589,90,193,0,0,0,0,926,4798,P09
2025-01-01,P10,22527,544,1839,0,0,0,13,6383,31306,
2025-01-01,P10.0,14952,89,457,0,0,0,13,5207,20718,P10
2025-01-01,P10.1,3488,221,752,0,0,0,0,436,4897,P10
2025-01-01,P10.2,1033,45,131,0,0,0,0,190,1399,P10
2025-01-01,P10.3,1614,116,286,0,0,0,0,307,2323,P10
2025-01-01,P10.4,1440,73,213,0,0,0,0,243,1969,P10
2025-01-01,P18,3804,62,204,0,0,0,80,881,5031,
2025-01-01,P18.0,661,1,10,0,0,0,12,196,880,P18
2025-01-01,P18.1,2831,48,177,0,0,0,68,677,3801,P18
2025-01-01,P18.2,250,12,13,0,0,0,0,5,280,P18
2025-01-01,P18.3,62,1,4,0,0,0,0,3,70,P18
2025-02-01,P01,5502,131,3287,0,0,1,161,1909,10991,
2025-02-01,P02,10350,125,1734,0,0,0,72,2700,14981,
2025-02-01,P03,14955,177,1171,0,0,0,0,3947,20250,
2025-02-01,P04,18575,195,1475,0,0,1,0,5648,25894,
2025-02-01,P05,15510,266,1532,0,0,1,1,4170,21480,
