date,kod_useku,POP_CELKEM,pop_rezidentska,pop_vlastnicka,pop_abonentska,pop_prenosna,pop_carsharing,pop_ekologicka,pop_ostatni,pop_socialni
2021-02-28,P6-0446,47,32,0,0,0,0,0,0,15
2021-02-28,P6-0447,7,7,0,0,0,0,0,0,0
2021-02-28,P6-0448,20,16,0,0,0,0,0,0,4
2021-02-28,P6-0449,105,70,0,7,0,0,0,0,28
2021-02-28,P6-0450,3,0,0,3,0,0,0,0,0
2021-02-28,P6-0451,42,29,0,2,0,0,1,0,10
2021-02-28,P6-0453,33,25,0,1,0,0,0,0,7
2021-02-28,P6-0454,20,14,0,1,0,0,0,0,5
2021-02-28,P6-0458,21,11,0,0,0,0,0,0,10
2021-02-28,P6-0459,27,21,1,0,0,0,0,0,5
2021-02-28,P6-0461,13,10,0,0,0,0,0,0,3
2021-02-28,P6-0462,26,23,1,0,0,0,0,0,2
2021-02-28,P6-0464,4,1,0,1,0,0,0,0,2
2021-02-28,P6-0469,10,8,0,2,0,0,0,0,0
2021-02-28,P6-0471,6,6,0,0,0,0,0,0,0
2021-02-28,P6-0473,2,1,0,0,0,0,0,0,1
2021-02-28,P6-0475,1,1,0,0,0,0,0,0,0
2021-02-28,P6-0476,6,6,0,0,0,0,0,0,0
2021-02-28,P6-0480,62,44,2,3,0,0,0,0,13
2021-02-28,P6-0481,6,5,0,0,0,0,0,0,1
2021-02-28,P6-0482,7,3,0,1,0,0,0,0,3
2021-02-28,P6-0487,52,36,1,7,0,0,0,0,8
2021-02-28,P6-0489,35,23,0,3,0,0,1,1,7
2021-02-28,P6-0497,9,7,0,0,0,0,0,0,2
2021-02-28,P6-0500,15,11,0,0,0,0,0,0,4
2021-02-28,P6-0503,2,0,0,2,0,0,0,0,0
2021-02-28,P6-0506,2,0,0,1,0,0,0,0,1
2021-02-28,P6-0513,14,10,0,2,0,0,0,0,2
2021-02-28,P6-0514,29,22,0,3,0,0,0,0,4
2021-02-28,P6-0515,118,87,0,5,0,0,0,0,26
2021-02-28,P6-0516,13,11,0,2,0,0,0,0,0
2021-02-28,P6-0517,13,11,0,0,0,0,0,0,2
2021-02-28,P6-0518,17,15,0,0,0,0,0,0,2
2021-02-28,P6-0520,21,14,2,0,0,0,0,0,5
2021-02-28,P6-0521,10,7,0,1,0,0,0,0,2
2021-02-28,P6-0522,26,17,0,1,0,0,0,0,8
2021-02-28,P6-0525,10,10,0,0,0,0,0,0,0
2021-02-28,P6-0527,19,16,0,1,0,0,0,0,2
2021-02-28,P6-0528,58,45,0,1,0,0,0,0,12
2021-02-28,P6-0529,74,55,0,2,0,0,0,0,17
2021-02-28,P6-0531,40,36,0,0,0,0,0,0,4
2021-02-28,P6-0532,43,31,1,0,0,0,2,0,9
2021-02-28,P6-0533,46,39,0,2,0,0,0,0,5
2021-02-28,P6-0534,36,26,0,4,0,0,0,0,6
2021-02-28,P6-0535,31,25,0,3,0,0,0,0,3
2021-02-28,P6-0543,31,21,0,4,0,0,0,0,6
2021-02-28,P6-0544,8,4,1,0,0,0,0,0,3
2021-02-28,P6-0558,72,57,2,3,0,0,0,0,10
2021-02-28,P6-0577,46,34,0,3,0,0,0,0,9
2021-02-28,P6-0578,40,31,0,1,0,0,0,0,8
2021-02-28,P6-0579,35,22,1,1,0,0,0,0,11
2021-02-28,P6-0581,64,48,1,2,0,0,0,0,13
2021-02-28,P6-0583,45,39,0,0,0,0,0,0,6
2021-02-28,P6-0584,11,8,0,0,0,0,0,0,3
2021-02-28,P6-0587,43,31,0,1,0,0,0,0,11
2021-02-28,P6-0590,21,16,0,1,0,0,0,0,4
2021-02-28,P6-0591,13,9,0,1,0,0,0,0,3
2021-02-28,P6-0592,7,6,0,0,0,0,0,0,1
2021-02-28,P6-0593,12,10,0,0,0,0,0,0,2
2021-02-28,P6-0594,19,13,0,2,0,0,0,0,4
2021-02-28,P6-0595,110,78,0,2,0,0,0,0,30
2021-02-28,P6-0597,138,96,1,2,0,0,0,1,38
2021-02-28,P6-0599,25,19,0,1,0,0,0,0,5
2021-02-28,P6-0601,152,76,2,2,0,0,2,24,46
2021-02-28,P6-0603,92,69,5,1,0,0,0,0,16
2021-02-28,P6-0604,8,7,0,1,0,0,0,0,0
2021-02-28,P6-0608,18,14,0,1,0,0,0,0,3
2021-02-28,P6-0609,17,15,0,0,0,0,0,0,2
2021-02-28,P6-0611,19,14,0,1,0,0,0,0,4
2021-02-28,P6-0612,8,6,0,1,0,0,0,0,1
2021-02-28,P6-0613,17,11,0,1,0,0,0,0,5
2021-02-28,P6-0614,26,19,0,1,0,0,1,0,5
2021-02-28,P6-0615,12,9,0,2,0,0,1,0,0
2021-02-28,P6-0616,30,17,1,1,0,0,0,0,11
2021-02-28,P6-0620,50,37,0,1,0,0,0,0,12
2021-02-28,P6-0621,189,145,1,6,0,0,1,0,36
2021-02-28,P6-0622,62,44,1,4,0,0,1,0,12
2021-02-28,P6-0623,48,34,0,3,0,0,0,0,11
2021-02-28,P6-0628,114,83,0,3,0,0,1,0,27
2021-02-28,P6-0629,6,2,0,2,0,0,1,0,1
2021-02-28,P6-0630,21,14,0,6,0,0,0,0,1
2021-02-28,P6-0631,6,4,0,2,0,0,0,0,0
2021-02-28,P6-0632,17,9,0,0,0,0,0,0,8
2021-02-28,P6-0633,57,44,1,2,0,0,0,0,10
2021-02-28,P6-0634,29,20,0,6,1,0,0,0,2
2021-02-28,P6-0635,133,105,1,10,0,0,0,0,17
2021-02-28,P6-0636,19,15,0,0,0,0,1,0,3
2021-02-28,P6-0638,27,25,1,0,0,0,0,0,1
2021-02-28,P6-0642,77,59,0,0,0,0,0,0,18
2021-02-28,P6-0643,52,34,1,4,0,0,1,0,12
2021-02-28,P6-0644,22,16,0,0,0,0,0,0,6
2021-02-28,P6-0659,35,23,1,1,0,0,0,0,10
2021-02-28,P6-0661,16,9,0,0,0,0,2,0,5
2021-02-28,P6-0663,58,45,1,1,0,0,0,0,11
2021-02-28,P6-0664,44,34,0,0,0,0,0,0,10
2021-02-28,P6-0665,25,16,0,2,0,0,0,0,7
2021-02-28,P6-0666,22,15,1,4,0,0,0,0,2
2021-02-28,P6-0668,39,27,0,1,0,0,0,0,11
2021-02-28,P6-0682,36,30,0,4,0,0,0,0,2
2021-02-28,P6-0683,12,10,0,1,0,0,0,0,1
2021-02-28,P6-0684,57,44,0,5,0,0,0,0,8
2021-02-28,P6-0685,21,19,0,1,0,0,0,0,1
2021-02-28,P6-0686,9,9,0,0,0,0,0,0,0
2021-02-28,P6-0687,36,26,0,5,0,0,0,0,5
2021-02-28,P6-0688,57,44,3,0,0,0,0,0,10
2021-02-28,P6-0689,56,40,0,7,0,0,0,0,9
2021-02-28,P6-0690,29,16,0,5,0,0,2,0,6
2021-02-28,P6-0728,29,13,0,9,1,0,0,0,6
2021-02-28,P6-0729,21,11,0,2,6,0,0,0,2
2021-02-28,P6-0730,9,6,0,0,0,0,0,0,3
2021-02-28,P6-0731,35,24,0,5,0,0,0,0,6
2021-02-28,P6-0732,43,30,0,2,0,0,1,0,10
2021-02-28,P6-0757,126,83,2,3,0,0,0,0,37
2021-02-28,P6-0759,1,0,0,1,0,0,0,0,0
2021-02-28,P6-0760,10,0,0,8,0,0,1,0,1
2021-02-28,P6-0801,3,1,0,0,0,0,0,0,2
2021-02-28,P6-0802,19,15,0,0,0,0,0,0,4
2021-02-28,P6-0803,3,2,0,0,0,0,0,0,1
2021-02-28,P6-0811,27,20,0,1,0,0,0,0,6
2021-02-28,P6-0812,25,19,0,2,0,0,0,0,4
2021-02-28,P6-0813,31,24,1,2,0,0,0,0,4
2021-02-28,P6-0814,7,6,0,0,0,0,0,0,1
2021-02-28,P6-0815,17,12,0,1,0,0,0,0,4
2021-02-28,P6-0816,18,16,1,0,0,0,1,0,0
2021-02-28,P6-0817,12,10,0,0,0,0,0,0,2
2021-02-28,P6-0818,22,16,0,0,0,0,0,0,6
2021-02-28,P6-0819,22,19,0,0,0,0,0,0,3
2021-02-28,P6-0820,10,8,0,0,0,0,0,0,2
2021-02-28,P6-0821,2,0,1,0,0,0,0,0,1
2021-02-28,P6-0822,28,17,0,1,0,0,0,0,10
2021-02-28,P6-0823,3,2,0,0,0,0,0,0,1
2021-02-28,P6-0824,34,30,0,0,0,0,0,0,4
2021-02-28,P6-0825,27,19,1,3,0,0,0,0,4
2021-02-28,P6-0826,15,9,0,0,0,0,0,0,6
2021-02-28,P6-0827,5,3,0,0,0,0,0,0,2
2021-02-28,P6-0828,5,4,0,0,0,0,0,0,1
2021-02-28,P6-0829,4,3,0,0,0,0,0,0,1
2021-02-28,P6-0830,4,3,0,0,0,0,0,0,1
2021-02-28,P6-0831,2,1,0,0,0,0,0,0,1
2021-02-28,P6-0832,20,13,0,4,0,0,0,0,3
2021-02-28,P6-0833,12,9,0,0,0,0,0,0,3
2021-02-28,P6-0834,16,10,0,0,0,0,0,0,6
2021-02-28,P6-0835,2,2,0,0,0,0,0,0,0
2021-02-28,P6-0836,3,1,0,0,0,0,0,0,2
2021-02-28,P6-0837,9,5,0,0,0,0,0,0,4
2021-02-28,P6-0838,9,6,2,0,0,0,0,0,1
2021-02-28,P6-0839,1,1,0,0,0,0,0,0,0
2021-02-28,P6-0840,1,0,0,0,0,0,0,0,1
2021-02-28,P6-0842,11,4,0,1,4,0,0,0,2
2021-02-28,P6-0843,8,8,0,0,0,0,0,0,0
2021-02-28,P6-0844,15,9,0,0,0,0,0,0,6
2021-02-28,P6-0845,25,22,0,1,0,0,0,0,2
2021-02-28,P6-0847,48,39,0,1,0,0,0,0,8
2021-02-28,P6-0848,25,20,0,0,0,0,0,0,5
2021-02-28,P6-0849,14,8,0,1,0,0,0,0,5
2021-02-28,P6-0850,12,8,0,1,0,0,0,0,3
2021-02-28,P6-0851,7,3,0,0,0,0,0,0,4
2021-02-28,P6-0853,1,1,0,0,0,0,0,0,0
2021-02-28,P6-0854,16,12,0,0,0,0,1,0,2
2021-02-28,P6-0855,12,5,0,0,0,0,0,0,7
2021-02-28,P6-0856,3,2,0,0,0,0,0,0,1
2021-02-28,P6-0858,5,5,0,0,0,0,0,0,0
2021-02-28,P6-0859,11,10,0,1,0,0,0,0,0
2021-02-28,P6-0860,3,3,0,0,0,0,0,0,0
2021-02-28,P6-0861,19,14,0,1,0,0,0,0,4
2021-02-28,P6-0862,12,8,0,0,0,0,0,0,4
2021-02-28,P6-0863,7,5,0,0,0,0,0,0,2
2021-02-28,P6-0864,6,5,1,0,0,0,0,0,0
2021-02-28,P6-0865,24,21,0,0,0,0,1,0,2
2021-02-28,P6-0866,27,19,3,0,0,0,0,0,5
2021-02-28,P6-0867,5,3,0,1,0,0,0,0,1
2021-02-28,P6-0868,15,11,0,0,0,0,0,0,4
2021-02-28,P6-0870,11,3,0,2,0,0,1,0,5
2021-02-28,P6-0871,7,5,0,0,0,0,0,0,2
2021-02-28,P6-0872,5,4,0,0,0,0,0,0,1
2021-02-28,P6-0873,14,8,0,3,0,0,0,0,3
2021-02-28,P6-0874,8,4,1,0,0,0,0,0,3
2021-02-28,P6-0875,5,2,0,0,0,0,0,0,3
2021-02-28,P6-0876,30,25,0,2,0,0,0,0,3
2021-02-28,P6-0877,5,2,0,0,0,0,0,0,3
2021-02-28,P6-0878,8,4,0,1,0,0,0,0,3
2021-02-28,P6-0879,20,16,0,0,0,0,0,0,4
2021-02-28,P6-0880,6,1,0,0,0,0,0,0,5
2021-02-28,P6-0881,21,14,0,1,0,0,0,0,6
2021-02-28,P6-0882,6,3,0,0,0,0,0,0,3
2021-02-28,P6-1101,60,39,1,14,0,0,1,0,5
2021-02-28,P6-1102,20,15,1,1,0,0,0,0,3
2021-02-28,P6-1103,65,53,1,3,0,0,0,0,8
2021-02-28,P6-1104,5,3,0,1,1,0,0,0,0
2021-02-28,P6-1105,50,37,0,4,0,0,0,0,9
2021-02-28,P6-1106,22,15,0,2,0,0,1,0,4
2021-02-28,P6-1107,9,7,0,2,0,0,0,0,0
2021-02-28,P6-1108,28,20,0,6,0,0,0,0,2
2021-02-28,P6-1109,86,70,0,8,0,0,0,0,8
2021-02-28,P6-1110,56,45,0,2,0,0,1,0,8
2021-02-28,P6-1111,11,9,0,2,0,0,0,0,0
2021-02-28,P6-1112,109,77,0,8,0,0,1,0,23
2021-02-28,P6-1113,93,77,0,2,0,0,2,0,12
2021-02-28,P6-1114,62,39,1,14,0,0,0,0,8
2021-02-28,P6-1115,37,28,0,2,0,0,0,0,7
2021-02-28,P6-1117,39,31,0,0,0,0,0,0,8
2021-02-28,P6-1118,15,9,0,3,0,0,0,0,3
2021-02-28,P6-1119,21,18,0,2,0,0,0,0,1
2021-02-28,P6-1121,65,47,0,5,0,0,0,0,13
2021-02-28,P6-1122,1,0,0,0,0,0,0,0,1
2021-02-28,P6-1125,12,8,0,1,1,0,0,0,2
2021-02-28,P6-1126,55,30,0,11,1,0,0,0,13
2021-02-28,P6-1127,34,27,0,1,0,0,0,0,6
2021-02-28,P6-1128,25,15,1,1,0,0,0,0,8
2021-02-28,P6-1129,3,1,0,2,0,0,0,0,0
2021-02-28,P6-1130,33,26,1,2,0,0,0,0,4
2021-02-28,P6-1131,24,17,0,0,0,0,0,0,7
2021-02-28,P6-1132,49,26,0,5,0,0,0,0,18
2021-02-28,P6-1133,2,0,0,0,0,0,0,0,2
2021-02-28,P6-1134,61,41,1,4,0,0,0,0,14
2021-02-28,P6-1135,25,18,0,2,0,0,0,0,5
2021-02-28,P6-1136,78,54,1,8,0,0,2,0,13
2021-02-28,P6-1137,41,30,0,2,0,0,0,0,9
2021-02-28,P6-1138,42,30,0,3,0,0,0,0,9
2021-02-28,P6-1139,37,29,0,4,0,0,0,0,4
2021-02-28,P6-1141,27,13,0,11,1,0,0,0,2
2021-02-28,P6-1143,14,12,0,0,0,0,0,0,2
2021-02-28,P6-1144,31,23,0,4,0,0,0,0,4
2021-02-28,P6-1145,52,30,0,6,0,0,1,0,15
2021-02-28,P6-1146,12,10,0,1,0,0,0,0,1
2021-02-28,P6-1147,78,54,3,7,0,0,1,0,13
2021-02-28,P6-1148,18,17,0,0,0,0,0,0,1
2021-02-28,P6-1149,85,60,2,4,0,0,0,0,19
2021-02-28,P6-1150,15,12,0,2,0,0,1,0,0
2021-02-28,P6-1151,96,65,0,7,0,0,0,0,24
2021-02-28,P6-1152,66,50,1,5,0,0,0,0,10
2021-02-28,P6-1155,18,11,0,2,0,0,0,0,5
2021-02-28,P6-1156,41,31,0,1,0,0,0,0,9
2021-02-28,P6-1157,20,15,0,3,0,0,0,0,2
2021-02-28,P6-1158,115,82,1,8,1,0,0,0,23
2021-02-28,P6-1159,55,38,1,2,0,0,0,0,14
2021-02-28,P6-1160,9,6,0,2,0,0,0,0,1
2021-02-28,P6-1161,40,31,0,2,0,0,0,0,7
2021-02-28,P6-1163,2,2,0,0,0,0,0,0,0
2021-02-28,P6-1165,22,16,0,4,0,0,0,0,2
2021-02-28,P6-1166,10,3,0,3,0,0,0,0,4
2021-02-28,P6-1167,38,27,1,4,0,0,0,0,6
2021-02-28,P6-1168,6,5,0,1,0,0,0,0,0
2021-02-28,P6-1169,34,29,0,0,0,0,0,0,5
2021-02-28,P6-1170,17,11,2,0,0,0,0,0,4
2021-02-28,P6-1171,39,19,0,5,0,0,0,0,15
2021-02-28,P6-1172,25,13,0,9,0,0,1,0,2
2021-02-28,P6-1173,43,32,0,1,0,0,0,0,10
2021-02-28,P6-1174,22,13,0,5,0,0,0,0,4
2021-02-28,P6-1175,22,15,1,3,0,0,0,0,3
2021-02-28,P6-1176,49,34,1,3,0,0,0,0,11
2021-02-28,P6-1181,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1182,2,1,0,0,0,0,0,0,1
2021-02-28,P6-1183,26,19,1,0,0,0,0,0,6
2021-02-28,P6-1184,20,13,0,0,0,0,0,0,7
2021-02-28,P6-1186,512,61,0,4,3,0,34,356,53
2021-02-28,P6-1187,3,3,0,0,0,0,0,0,0
2021-02-28,P6-1188,4,0,0,1,0,0,0,0,3
2021-02-28,P6-1189,7,7,0,0,0,0,0,0,0
2021-02-28,P6-1190,104,8,0,1,0,0,0,90,5
2021-02-28,P6-1191,17,11,0,2,0,0,0,0,4
2021-02-28,P6-1193,18,11,0,1,4,0,0,0,2
2021-02-28,P6-1194,55,38,0,4,6,0,1,0,6
2021-02-28,P6-1195,6,2,0,1,0,0,0,0,3
2021-02-28,P6-1196,3,2,0,0,0,0,0,0,1
2021-02-28,P6-1204,2,2,0,0,0,0,0,0,0
2021-02-28,P6-1206,4,1,0,1,0,0,0,0,2
2021-02-28,P6-1207,8,5,1,0,0,0,0,0,2
2021-02-28,P6-1208,27,20,1,1,0,0,0,0,5
2021-02-28,P6-1235,3,2,0,0,0,0,0,0,1
2021-02-28,P6-1236,4,4,0,0,0,0,0,0,0
2021-02-28,P6-1238,4,3,0,0,0,0,0,0,1
2021-02-28,P6-1240,15,9,0,2,0,0,0,0,4
2021-02-28,P6-1241,1,0,0,1,0,0,0,0,0
2021-02-28,P6-1244,25,20,0,0,0,0,0,0,5
2021-02-28,P6-1245,35,25,0,0,0,0,0,0,10
2021-02-28,P6-1247,6,3,0,0,0,0,0,0,3
2021-02-28,P6-1248,37,21,3,3,0,0,0,0,10
2021-02-28,P6-1249,21,8,0,0,1,0,0,0,12
2021-02-28,P6-1250,109,73,2,2,0,0,1,0,31
2021-02-28,P6-1251,22,13,1,1,0,0,0,0,7
2021-02-28,P6-1255,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1256,29,19,0,1,0,0,0,0,9
2021-02-28,P6-1257,66,39,2,5,0,0,1,0,19
2021-02-28,P6-1258,87,62,1,2,0,0,0,0,22
2021-02-28,P6-1260,111,82,2,2,0,0,1,0,24
2021-02-28,P6-1261,14,0,0,2,9,0,2,0,1
2021-02-28,P6-1264,1,0,0,1,0,0,0,0,0
2021-02-28,P6-1265,37,25,0,1,0,0,1,0,10
2021-02-28,P6-1266,78,50,0,3,0,0,1,0,24
2021-02-28,P6-1267,29,16,1,4,0,0,0,0,8
2021-02-28,P6-1268,2,2,0,0,0,0,0,0,0
2021-02-28,P6-1270,11,8,0,2,0,0,0,0,1
2021-02-28,P6-1273,7,5,0,0,0,0,0,0,2
2021-02-28,P6-1275,9,0,0,7,0,0,2,0,0
2021-02-28,P6-1276,5,4,0,0,0,0,0,0,1
2021-02-28,P6-1279,84,37,1,9,1,0,0,9,27
2021-02-28,P6-1281,12,8,0,0,0,0,0,0,4
2021-02-28,P6-1283,18,2,0,10,0,0,0,0,6
2021-02-28,P6-1284,37,30,0,0,0,0,0,0,7
2021-02-28,P6-1285,5,0,1,0,0,0,0,0,4
2021-02-28,P6-1286,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1295,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1296,4,0,0,1,0,0,2,0,1
2021-02-28,P6-1301,11,8,0,1,0,0,0,0,2
2021-02-28,P6-1302,60,43,1,1,0,0,2,0,13
2021-02-28,P6-1303,15,4,0,4,0,0,0,0,7
2021-02-28,P6-1305,1,0,0,1,0,0,0,0,0
2021-02-28,P6-1306,2,0,0,2,0,0,0,0,0
2021-02-28,P6-1307,48,30,1,4,0,0,1,0,12
2021-02-28,P6-1308,6,4,0,0,0,0,0,0,2
2021-02-28,P6-1309,66,47,0,2,0,0,0,0,17
2021-02-28,P6-1310,37,27,0,1,0,0,0,0,9
2021-02-28,P6-1312,9,0,0,8,1,0,0,0,0
2021-02-28,P6-1313,103,80,0,7,0,0,0,0,16
2021-02-28,P6-1315,58,41,0,5,1,0,0,0,11
2021-02-28,P6-1316,122,83,0,7,0,0,0,0,32
2021-02-28,P6-1317,88,72,0,5,0,0,1,0,10
2021-02-28,P6-1318,93,71,2,3,1,0,0,0,15
2021-02-28,P6-1320,19,12,0,1,0,0,0,0,6
2021-02-28,P6-1321,36,28,0,3,0,0,0,0,5
2021-02-28,P6-1322,78,54,0,5,0,0,0,0,19
2021-02-28,P6-1323,54,32,0,1,0,0,12,0,9
2021-02-28,P6-1324,70,49,1,3,1,0,1,0,15
2021-02-28,P6-1325,61,48,0,0,0,0,0,0,13
2021-02-28,P6-1326,26,15,0,0,0,0,0,0,11
2021-02-28,P6-1327,10,7,0,0,0,0,0,0,3
2021-02-28,P6-1328,92,61,1,7,2,0,1,0,20
2021-02-28,P6-1329,11,11,0,0,0,0,0,0,0
2021-02-28,P6-1330,104,74,0,4,0,0,1,0,25
2021-02-28,P6-1331,109,81,0,4,0,0,0,0,24
2021-02-28,P6-1332,60,43,0,2,0,0,0,0,15
2021-02-28,P6-1333,49,34,2,0,0,0,1,0,12
2021-02-28,P6-1334,2,1,0,0,0,0,0,0,1
2021-02-28,P6-1339,5,4,0,0,0,0,0,0,1
2021-02-28,P6-1342,3,1,0,1,0,0,1,0,0
2021-02-28,P6-1354,1,0,0,1,0,0,0,0,0
2021-02-28,P6-1355,14,11,0,1,0,0,0,0,2
2021-02-28,P6-1356,3,3,0,0,0,0,0,0,0
2021-02-28,P6-1357,12,8,0,2,0,0,0,0,2
2021-02-28,P6-1362,5,5,0,0,0,0,0,0,0
2021-02-28,P6-1365,6,6,0,0,0,0,0,0,0
2021-02-28,P6-1366,1,0,0,1,0,0,0,0,0
2021-02-28,P6-1368,8,5,0,0,0,0,0,0,3
2021-02-28,P6-1369,5,5,0,0,0,0,0,0,0
2021-02-28,P6-1373,2,2,0,0,0,0,0,0,0
2021-02-28,P6-1376,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1380,5,5,0,0,0,0,0,0,0
2021-02-28,P6-1384,8,0,1,7,0,0,0,0,0
2021-02-28,P6-1385,8,2,0,3,0,0,0,1,2
2021-02-28,P6-1386,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1390,3,2,0,0,0,0,0,0,1
2021-02-28,P6-1391,51,29,1,6,0,0,1,0,14
2021-02-28,P6-1392,73,59,2,1,0,0,0,0,11
2021-02-28,P6-1393,58,38,0,3,0,0,0,0,17
2021-02-28,P6-1394,50,32,0,11,0,0,1,0,6
2021-02-28,P6-1395,96,66,1,3,0,0,0,0,26
2021-02-28,P6-1396,88,62,1,7,0,0,0,0,18
2021-02-28,P6-1397,23,17,0,3,0,0,0,0,3
2021-02-28,P6-1398,50,36,0,1,0,0,0,0,13
2021-02-28,P6-1399,39,23,1,1,0,0,1,0,13
2021-02-28,P6-1400,34,25,1,2,0,0,0,0,6
2021-02-28,P6-1401,19,11,0,2,0,0,0,0,6
2021-02-28,P6-1402,44,33,0,4,0,0,0,0,7
2021-02-28,P6-1403,35,4,0,0,0,0,0,30,1
2021-02-28,P6-1405,60,47,1,0,0,0,2,0,10
2021-02-28,P6-1407,39,29,0,0,0,0,0,0,10
2021-02-28,P6-1408,33,24,0,0,0,0,0,0,9
2021-02-28,P6-1409,84,64,0,1,0,0,0,0,19
2021-02-28,P6-1410,14,10,0,1,0,0,0,0,3
2021-02-28,P6-1411,24,19,0,1,0,0,1,0,3
2021-02-28,P6-1412,72,55,1,6,0,0,1,0,9
2021-02-28,P6-1415,82,56,0,7,0,0,0,0,19
2021-02-28,P6-1416,57,39,0,4,0,0,0,0,14
2021-02-28,P6-1417,29,19,0,5,0,0,0,0,5
2021-02-28,P6-1419,54,42,0,0,0,0,0,0,12
2021-02-28,P6-1420,48,40,0,0,0,0,0,0,8
2021-02-28,P6-1421,26,21,0,3,0,0,0,0,2
2021-02-28,P6-1422,50,31,1,8,1,0,0,0,9
2021-02-28,P6-1425,44,33,0,6,0,0,1,0,4
2021-02-28,P6-1426,43,28,0,2,0,0,0,0,13
2021-02-28,P6-1427,187,144,1,4,0,0,1,0,37
2021-02-28,P6-1428,53,39,0,2,0,0,0,0,12
2021-02-28,P6-1429,40,32,0,1,0,0,0,0,7
2021-02-28,P6-1430,1,0,0,1,0,0,0,0,0
2021-02-28,P6-1431,17,12,0,1,0,0,0,0,4
2021-02-28,P6-1434,22,15,0,1,0,0,0,0,6
2021-02-28,P6-1436,78,58,1,6,0,0,0,0,13
2021-02-28,P6-1437,47,37,0,1,0,0,0,0,9
2021-02-28,P6-1439,78,59,0,2,0,0,0,0,17
2021-02-28,P6-1440,22,13,0,1,0,0,0,0,8
2021-02-28,P6-1441,49,22,0,1,0,0,0,0,26
2021-02-28,P6-1442,4,2,0,0,0,0,0,0,2
2021-02-28,P6-1445,27,14,1,0,0,0,0,0,12
2021-02-28,P6-1446,37,26,0,0,0,0,0,0,11
2021-02-28,P6-1447,24,18,0,0,0,0,0,0,6
2021-02-28,P6-1449,9,8,0,0,0,0,0,0,1
2021-02-28,P6-1450,27,19,0,1,0,0,0,0,7
2021-02-28,P6-1452,4,3,0,1,0,0,0,0,0
2021-02-28,P6-1453,46,28,2,1,0,0,2,0,13
2021-02-28,P6-1454,83,61,1,1,0,0,0,0,20
2021-02-28,P6-1455,21,13,0,2,0,0,0,0,6
2021-02-28,P6-1456,40,30,0,1,0,0,0,0,9
2021-02-28,P6-1457,34,25,0,0,0,0,0,0,9
2021-02-28,P6-1458,63,46,0,1,0,0,0,0,16
2021-02-28,P6-1459,12,8,1,0,0,0,0,0,3
2021-02-28,P6-1460,10,7,0,1,0,0,0,0,2
2021-02-28,P6-1462,135,104,1,4,0,0,0,0,26
2021-02-28,P6-1465,46,37,0,3,0,0,0,0,6
2021-02-28,P6-1469,26,22,0,1,0,0,1,0,2
2021-02-28,P6-1470,22,10,0,2,0,0,1,0,9
2021-02-28,P6-1471,17,10,0,1,0,0,0,0,6
2021-02-28,P6-1473,25,22,0,0,0,0,0,0,3
2021-02-28,P6-1474,1,0,0,1,0,0,0,0,0
2021-02-28,P6-1475,74,55,1,4,0,0,0,0,14
2021-02-28,P6-1476,38,30,0,0,0,0,0,0,8
2021-02-28,P6-1477,47,34,0,0,0,0,0,0,13
2021-02-28,P6-1482,58,39,0,0,0,0,0,0,19
2021-02-28,P6-1483,83,68,2,0,0,0,1,0,12
2021-02-28,P6-1486,34,25,0,0,0,0,0,0,9
2021-02-28,P6-1489,10,9,0,0,0,0,0,0,1
2021-02-28,P6-1491,2,0,0,1,0,0,0,0,1
2021-02-28,P6-1493,143,100,1,3,0,0,0,0,39
2021-02-28,P6-1496,8,5,0,0,0,0,0,0,3
2021-02-28,P6-1497,8,7,0,0,0,0,0,0,0
2021-02-28,P6-1498,5,2,0,1,0,0,0,0,2
2021-02-28,P6-1500,3,2,0,1,0,0,0,0,0
2021-02-28,P6-1501,4,3,0,0,0,0,0,0,1
2021-02-28,P6-1502,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1505,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1506,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1508,1,0,0,1,0,0,0,0,0
2021-02-28,P6-1509,17,15,0,1,0,0,0,0,1
2021-02-28,P6-1510,4,3,0,0,0,0,0,0,1
2021-02-28,P6-1511,5,3,0,1,0,0,1,0,0
2021-02-28,P6-1512,1,1,0,0,0,0,0,0,0
2021-02-28,P6-1513,6,4,0,0,0,0,0,0,2
2021-02-28,P6-1514,3,3,0,0,0,0,0,0,0
2021-02-28,P6-1516,2,2,0,0,0,0,0,0,0
2021-02-28,P6-1517,2,2,0,0,0,0,0,0,0
2021-02-28,P6-1519,55,40,0,2,0,0,0,0,13
2021-02-28,P6-1522,4,3,0,1,0,0,0,0,0
2021-02-28,P6-1530,39,26,0,2,0,0,0,0,11
2021-02-28,P6-1531,42,28,1,1,0,0,0,0,12
2021-02-28,P6-1532,4,1,0,3,0,0,0,0,0
2021-02-28,P6-1533,114,81,0,7,0,0,1,0,25
2021-02-28,P6-1535,16,14,0,0,0,0,0,0,2
2021-02-28,P6-1536,39,31,0,0,0,0,0,0,8
