date,kod_useku,POP_CELKEM,pop_rezidentska,pop_vlastnicka,pop_abonentska,pop_prenosna,pop_carsharing,pop_ekologicka,pop_ostatni,pop_socialni
2024-04-30,P7-0080,80,50,0,4,0,0,0,0,26
2024-04-30,P7-0082,39,28,0,1,0,0,0,0,10
2024-04-30,P7-0083,16,11,0,0,0,0,0,0,5
2024-04-30,P7-0084,145,96,0,4,0,0,0,0,45
2024-04-30,P7-0085,105,68,0,5,0,0,0,0,32
2024-04-30,P7-0086,43,36,0,1,0,0,0,0,6
2024-04-30,P7-0087,21,12,1,2,0,0,0,0,6
2024-04-30,P7-0088,76,56,0,5,0,0,0,0,15
2024-04-30,P7-0089,190,128,1,3,0,0,0,0,58
2024-04-30,P7-0090,160,120,0,0,0,0,0,0,40
2024-04-30,P7-0091,280,208,4,19,4,0,0,0,45
2024-04-30,P7-0092,66,47,1,3,0,0,0,0,15
2024-04-30,P7-0093,263,207,2,10,3,0,0,0,41
2024-04-30,P7-0094,83,53,0,1,0,0,0,0,29
2024-04-30,P7-0095,22,18,1,2,0,0,0,0,1
2024-04-30,P7-0096,7,3,0,4,0,0,0,0,0
2024-04-30,P7-0097,1,0,0,1,0,0,0,0,0
2024-04-30,P7-0099,13,6,1,3,0,0,0,0,3
2024-04-30,P7-0100,15,13,0,0,0,0,0,0,2
2024-04-30,P7-0101,11,8,0,1,0,0,0,0,2
2024-04-30,P7-0103,2,0,0,2,0,0,0,0,0
2024-04-30,P7-0104,4,0,0,4,0,0,0,0,0
2024-04-30,P7-0105,35,34,0,0,0,0,0,0,1
2024-04-30,P7-0106,1,0,0,1,0,0,0,0,0
2024-04-30,P7-0108,29,27,1,1,0,0,0,0,0
2024-04-30,P7-0109,92,72,0,1,0,0,0,0,19
2024-04-30,P7-0110,11,11,0,0,0,0,0,0,0
2024-04-30,P7-0111,69,49,0,3,0,0,0,0,17
2024-04-30,P7-0112,16,12,0,0,0,0,0,0,4
2024-04-30,P7-0113,36,32,0,3,0,0,0,0,1
2024-04-30,P7-0114,59,51,2,1,1,0,0,0,4
2024-04-30,P7-0115,13,5,0,7,0,0,0,0,1
2024-04-30,P7-0116,39,26,0,8,1,0,0,0,4
2024-04-30,P7-0117,214,162,0,8,11,0,0,0,33
2024-04-30,P7-0118,1,0,0,1,0,0,0,0,0
2024-04-30,P7-0119,71,54,3,2,0,0,0,0,12
2024-04-30,P7-0120,5,4,0,1,0,0,0,0,0
2024-04-30,P7-0121,6,1,0,5,0,0,0,0,0
2024-04-30,P7-0122,76,58,0,3,0,0,0,0,15
2024-04-30,P7-0124,106,81,0,5,0,0,0,0,20
2024-04-30,P7-0126,22,12,0,5,0,0,0,0,5
2024-04-30,P7-0127,121,98,0,7,0,0,0,0,16
2024-04-30,P7-0128,115,102,0,3,0,0,0,0,10
2024-04-30,P7-0129,70,63,0,1,0,0,0,0,6
2024-04-30,P7-0130,121,94,1,3,0,0,0,0,23
2024-04-30,P7-0131,58,41,2,3,0,0,0,0,12
2024-04-30,P7-0132,82,64,1,13,0,0,0,0,4
2024-04-30,P7-0133,238,174,1,23,3,0,1,0,36
2024-04-30,P7-0134,124,88,1,17,0,0,1,0,17
2024-04-30,P7-0135,124,76,1,30,5,0,0,0,12
2024-04-30,P7-0136,186,103,3,34,8,0,0,6,32
2024-04-30,P7-0137,250,194,2,9,1,0,0,0,44
2024-04-30,P7-0138,202,153,3,8,2,0,0,0,36
2024-04-30,P7-0139,116,81,0,7,1,0,0,0,27
2024-04-30,P7-0140,22,8,0,8,6,0,0,0,0
2024-04-30,P7-0141,67,44,0,11,1,0,1,1,9
2024-04-30,P7-0142,185,157,1,3,0,0,0,0,24
2024-04-30,P7-0143,140,84,1,8,0,0,1,33,13
2024-04-30,P7-0144,68,58,0,4,1,0,0,0,5
2024-04-30,P7-0145,25,22,1,2,0,0,0,0,0
2024-04-30,P7-0147,11,8,0,3,0,0,0,0,0
2024-04-30,P7-0148,1,0,0,1,0,0,0,0,0
2024-04-30,P7-0151,107,77,0,2,0,0,0,0,28
2024-04-30,P7-0152,180,148,1,1,0,0,0,0,30
2024-04-30,P7-0153,53,36,0,4,0,0,0,0,13
2024-04-30,P7-0154,73,59,1,1,1,0,0,0,11
2024-04-30,P7-0155,43,28,0,1,0,0,0,0,14
2024-04-30,P7-0156,38,29,1,2,0,0,0,0,6
2024-04-30,P7-0157,116,76,3,5,0,0,0,0,32
2024-04-30,P7-0158,12,10,1,1,0,0,0,0,0
2024-04-30,P7-0159,55,45,0,2,0,0,0,0,8
2024-04-30,P7-0160,209,149,2,2,0,0,1,0,55
2024-04-30,P7-0161,58,46,1,6,0,0,0,0,5
2024-04-30,P7-0162,63,30,1,2,0,0,0,0,30
2024-04-30,P7-0163,24,20,0,2,0,0,0,0,2
2024-04-30,P7-0164,189,138,0,17,2,0,1,0,31
2024-04-30,P7-0165,69,52,0,5,1,0,0,0,11
2024-04-30,P7-0166,46,39,1,0,0,0,0,0,6
2024-04-30,P7-0167,40,29,0,1,0,0,0,0,10
2024-04-30,P7-0169,126,101,2,7,1,0,0,0,15
2024-04-30,P7-0170,15,10,0,3,0,0,0,0,2
2024-04-30,P7-0172,48,34,0,5,0,0,0,0,9
2024-04-30,P7-0175,212,112,1,2,13,0,1,1,82
2024-04-30,P7-0177,37,26,1,6,0,0,0,0,4
2024-04-30,P7-0179,237,76,1,16,0,0,0,126,18
2024-04-30,P7-0181,44,31,0,11,0,0,1,0,1
2024-04-30,P7-0191,2,1,0,0,0,0,0,0,1
2024-04-30,P7-0193,23,22,0,1,0,0,0,0,0
2024-04-30,P7-9002,4,4,0,0,0,0,0,0,0
2024-04-30,P7-9003,11,8,0,0,0,0,0,0,3
2024-04-30,P7-9004,11,7,0,3,0,0,0,0,1
2024-04-30,P7-9005,4,2,0,0,0,0,0,0,2
2024-04-30,P7-9010,35,15,1,7,9,0,0,0,3
2024-04-30,P7-9011,20,14,0,0,0,0,0,0,6
2024-04-30,P7-9012,6,5,0,1,0,0,0,0,0
2024-04-30,P7-9015,98,84,0,2,0,0,0,0,12
2024-04-30,P7-9022,7,0,0,5,2,0,0,0,0
2024-04-30,P7-9024,36,20,0,2,0,0,0,0,14
2024-04-30,P7-9025,47,29,3,14,0,0,0,0,1
2024-04-30,P7-9026,4,2,0,1,0,0,0,0,1
2024-04-30,P7-9027,41,31,0,1,0,0,0,0,9
2024-04-30,P7-9028,41,34,0,0,0,0,0,0,7
2024-04-30,P7-9031,5,5,0,0,0,0,0,0,0
2024-04-30,P7-9033,3,2,0,0,0,0,0,0,1
2024-04-30,P7-9036,30,25,0,1,0,0,0,0,4
2024-04-30,P7-9038,89,66,0,2,0,0,0,0,21
2024-04-30,P7-9039,49,39,0,0,0,0,0,0,10
2024-04-30,P7-9040,50,40,0,1,0,0,0,0,9
2024-04-30,P7-9043,14,8,0,0,6,0,0,0,0
2024-04-30,P7-9045,29,14,0,1,11,0,0,0,3
2024-04-30,P7-9047,21,15,0,1,0,0,0,0,5
2024-04-30,P7-9049,16,13,0,1,0,0,0,0,2
2024-04-30,P7-9051,1,0,0,1,0,0,0,0,0
2024-04-30,P7-9052,11,6,0,0,0,0,0,0,5
2024-04-30,P7-9056,68,46,0,7,0,0,1,1,13
2024-04-30,P7-9058,86,65,1,6,0,0,0,0,14
2024-04-30,P7-9060,16,13,1,1,0,0,0,0,1
2024-04-30,P7-9061,61,49,1,7,0,0,0,0,4
2024-04-30,P7-9062,27,18,0,3,0,0,0,0,6
2024-04-30,P7-9064,2,0,0,2,0,0,0,0,0
2024-04-30,P7-9067,8,4,0,1,0,0,0,0,3
2024-04-30,P7-9073,31,20,0,6,0,0,0,0,5
2024-04-30,P7-9074,3,3,0,0,0,0,0,0,0
2024-04-30,P7-9076,4,2,0,0,0,0,0,0,2
2024-04-30,P7-9077,72,52,0,4,0,0,0,0,16
2024-04-30,P7-9080,3,2,0,0,0,0,0,0,1
2024-04-30,P8-0101,4,0,0,4,0,0,0,0,0
2024-04-30,P8-0102,54,25,0,7,12,0,0,0,10
2024-04-30,P8-0103,32,18,1,11,0,0,0,0,2
2024-04-30,P8-0104,40,32,0,6,0,0,0,0,2
2024-04-30,P8-0105,6,6,0,0,0,0,0,0,0
2024-04-30,P8-0106,52,34,0,10,0,0,0,0,8
2024-04-30,P8-0107,17,5,0,11,0,0,0,0,1
2024-04-30,P8-0109,27,15,0,11,0,0,0,0,1
2024-04-30,P8-0111,1,1,0,0,0,0,0,0,0
2024-04-30,P8-0112,10,6,0,4,0,0,0,0,0
2024-04-30,P8-0113,1,0,0,1,0,0,0,0,0
2024-04-30,P8-0114,1,0,0,1,0,0,0,0,0
2024-04-30,P8-0115,29,26,0,1,0,0,0,0,2
2024-04-30,P8-0116,7,0,0,7,0,0,0,0,0
2024-04-30,P8-0119,13,10,0,2,0,0,0,0,1
2024-04-30,P8-0120,27,21,1,5,0,0,0,0,0
2024-04-30,P8-0121,78,42,0,29,0,0,1,0,6
2024-04-30,P8-0123,13,9,0,0,2,0,0,0,2
2024-04-30,P8-0124,61,0,0,4,1,0,0,28,28
2024-04-30,P8-0125,14,10,0,1,0,0,0,0,3
2024-04-30,P8-0126,32,26,0,1,0,0,0,0,5
2024-04-30,P8-0127,7,3,0,3,0,0,0,0,1
2024-04-30,P8-0128,2,2,0,0,0,0,0,0,0
2024-04-30,P8-0129,6,6,0,0,0,0,0,0,0
2024-04-30,P8-0130,40,17,1,20,0,0,0,0,2
2024-04-30,P8-0131,4,4,0,0,0,0,0,0,0
2024-04-30,P8-0132,11,1,0,10,0,0,0,0,0
2024-04-30,P8-0136,16,1,0,0,0,0,0,0,15
2024-04-30,P8-0137,27,21,0,2,1,0,0,0,3
2024-04-30,P8-0138,27,16,1,2,0,0,0,0,8
2024-04-30,P8-0139,24,12,1,11,0,0,0,0,0
2024-04-30,P8-0140,45,32,2,5,0,0,0,0,6
2024-04-30,P8-0142,77,54,1,9,4,0,1,0,8
2024-04-30,P8-0143,22,13,0,8,1,0,0,0,0
2024-04-30,P8-0144,31,23,0,6,0,0,0,0,2
2024-04-30,P8-0147,22,10,2,7,0,0,0,0,3
2024-04-30,P8-0148,8,0,0,0,2,0,1,0,5
2024-04-30,P8-0149,48,37,3,5,0,0,0,0,3
2024-04-30,P8-0150,41,33,0,0,0,0,1,0,7
2024-04-30,P8-0151,13,10,0,2,0,0,0,0,1
2024-04-30,P8-0152,12,9,0,2,0,0,0,0,1
2024-04-30,P8-0153,18,10,0,8,0,0,0,0,0
2024-04-30,P8-0154,30,18,0,9,0,0,0,0,3
2024-04-30,P8-0155,36,20,1,13,0,0,0,0,2
2024-04-30,P8-0156,20,10,0,8,0,0,0,0,2
2024-04-30,P8-0157,40,29,0,4,0,0,0,0,7
2024-04-30,P8-0198,101,75,2,10,0,0,0,0,14
2024-04-30,P8-0201,86,61,1,8,2,0,0,0,14
2024-04-30,P8-0202,101,75,2,10,0,0,0,0,14
2024-04-30,P8-0203,61,30,0,12,1,0,0,15,3
2024-04-30,P8-0204,8,2,0,6,0,0,0,0,0
2024-04-30,P8-0205,2,1,0,1,0,0,0,0,0
2024-04-30,P8-0206,60,47,0,10,0,0,0,0,3
2024-04-30,P8-0208,11,9,0,2,0,0,0,0,0
2024-04-30,P8-0210,46,29,2,6,0,0,0,0,9
2024-04-30,P8-0211,69,49,1,8,1,0,0,0,10
2024-04-30,P8-0212,32,23,0,4,0,0,0,0,5
2024-04-30,P8-0213,42,34,0,1,1,0,0,0,6
2024-04-30,P8-0214,73,62,0,2,1,0,0,0,8
2024-04-30,P8-0215,34,26,0,6,0,0,0,0,2
2024-04-30,P8-0223,38,31,0,4,0,0,0,0,3
2024-04-30,P8-0224,34,27,0,4,0,0,0,0,3
2024-04-30,P8-0225,42,33,2,1,0,0,0,0,6
2024-04-30,P8-0226,28,25,0,0,0,0,0,0,3
2024-04-30,P8-0227,43,31,0,3,2,0,0,0,7
2024-04-30,P8-0229,26,23,1,0,0,0,0,0,2
2024-04-30,P8-0230,71,59,0,0,0,0,0,0,12
2024-04-30,P8-0232,47,35,1,1,0,0,0,0,10
2024-04-30,P8-0235,18,14,0,0,0,0,0,0,4
2024-04-30,P8-0237,3,0,0,3,0,0,0,0,0
2024-04-30,P8-0238,16,12,1,1,0,0,0,0,2
2024-04-30,P8-0239,16,14,0,0,0,0,0,0,2
2024-04-30,P8-0240,15,10,1,2,0,0,0,0,2
2024-04-30,P8-0241,25,20,0,4,0,0,0,0,1
2024-04-30,P8-0242,29,21,0,4,0,0,0,0,4
2024-04-30,P8-0244,8,4,0,2,0,0,0,0,2
2024-04-30,P8-0245,26,23,0,1,0,0,0,0,2
2024-04-30,P8-0246,64,49,1,8,0,0,0,0,6
2024-04-30,P8-0247,109,92,1,7,2,0,0,0,7
2024-04-30,P8-0249,38,30,0,1,0,0,0,0,7
2024-04-30,P8-0250,40,26,1,7,0,0,0,0,6
2024-04-30,P8-0251,72,56,2,6,0,0,0,0,8
2024-04-30,P8-0252,142,98,1,7,10,0,0,0,26
2024-04-30,P8-0255,24,0,0,22,1,0,1,0,0
2024-04-30,P8-0256,16,6,0,7,3,0,0,0,0
2024-04-30,P8-0257,6,4,0,2,0,0,0,0,0
2024-04-30,P8-0258,21,19,0,0,0,0,0,0,2
2024-04-30,P8-0259,79,58,1,10,0,0,0,0,10
2024-04-30,P8-0260,74,54,2,10,0,0,0,0,8
2024-04-30,P8-0302,43,37,3,2,0,0,0,0,1
2024-04-30,P8-0304,41,26,0,0,0,0,0,0,15
2024-04-30,P8-0305,42,32,1,0,0,0,0,0,9
2024-04-30,P8-0307,12,0,0,12,0,0,0,0,0
2024-04-30,P8-0308,99,68,0,2,0,0,0,1,28
2024-04-30,P8-0309,68,51,1,3,0,0,0,0,13
2024-04-30,P8-0312,35,30,1,1,0,0,0,0,3
2024-04-30,P8-0314,42,38,0,1,0,0,0,0,3
2024-04-30,P8-0315,10,6,0,3,0,0,0,0,1
2024-04-30,P8-0317,188,150,3,1,0,0,0,0,34
2024-04-30,P8-0318,1,0,1,0,0,0,0,0,0
2024-04-30,P8-0319,40,31,0,1,0,0,0,0,8
2024-04-30,P8-0321,89,66,0,2,0,0,0,0,21
2024-04-30,P8-0322,14,13,1,0,0,0,0,0,0
2024-04-30,P8-0323,7,2,0,5,0,0,0,0,0
2024-04-30,P8-0329,13,11,0,0,0,0,0,0,2
2024-04-30,P8-0330,21,12,1,3,5,0,0,0,0
2024-04-30,P8-0331,25,17,0,3,1,0,0,0,4
2024-04-30,P8-0334,17,12,0,3,0,0,0,0,2
2024-04-30,P8-0336,11,5,0,0,0,0,0,0,6
2024-04-30,P8-0337,104,83,3,0,0,0,0,0,18
2024-04-30,P8-0338,14,10,0,2,0,0,0,0,2
2024-04-30,P8-0339,20,18,0,0,0,0,0,0,2
2024-04-30,P8-0342,25,19,0,1,0,0,1,0,4
2024-04-30,P8-0344,27,22,0,1,0,0,0,0,4
2024-04-30,P8-0345,72,61,0,6,0,0,0,0,5
2024-04-30,P8-0346,22,13,0,1,0,0,0,0,8
2024-04-30,P8-0347,17,12,0,1,0,0,0,0,4
2024-04-30,P8-0348,54,39,1,2,0,0,0,0,12
2024-04-30,P8-0349,31,24,0,1,0,0,0,0,6
2024-04-30,P8-0350,82,61,1,8,0,0,0,0,12
2024-04-30,P8-0351,31,25,0,1,0,0,0,0,5
2024-04-30,P8-0352,57,41,0,7,2,0,0,0,7
2024-04-30,P8-0353,35,29,1,2,0,0,0,0,3
2024-04-30,P8-0355,63,48,1,6,0,0,0,0,8
2024-04-30,P8-0356,23,18,0,0,4,0,0,0,1
2024-04-30,P8-0357,37,31,0,2,0,0,0,0,4
2024-04-30,P8-0362,20,14,1,1,2,0,0,0,2
2024-04-30,P8-0365,48,39,0,0,0,0,0,0,9
2024-04-30,P8-0371,6,1,0,3,2,0,0,0,0
2024-04-30,P8-0385,7,0,0,5,0,0,2,0,0
2024-04-30,P8-0401,30,24,0,1,0,0,0,0,5
2024-04-30,P8-0403,17,3,0,14,0,0,0,0,0
2024-04-30,P8-0404,5,4,0,1,0,0,0,0,0
2024-04-30,P8-0411,37,31,0,1,0,0,0,0,5
2024-04-30,P8-0412,44,37,0,2,0,0,0,0,5
2024-04-30,P8-0415,9,6,0,2,0,0,0,0,1
2024-04-30,P8-0416,35,26,1,5,0,0,0,0,3
2024-04-30,P8-0417,8,8,0,0,0,0,0,0,0
2024-04-30,P8-0418,12,10,1,1,0,0,0,0,0
2024-04-30,P8-0419,14,10,0,1,0,0,0,0,3
2024-04-30,P8-0420,25,6,10,6,2,0,0,0,1
2024-04-30,P8-0421,24,12,10,1,0,0,0,0,1
2024-04-30,P8-0423,20,16,0,1,0,0,0,0,3
2024-04-30,P8-0424,13,7,0,4,0,0,0,0,2
2024-04-30,P8-0425,78,66,0,3,0,0,0,0,9
2024-04-30,P8-0426,11,8,0,2,0,0,0,0,1
2024-04-30,P8-0427,25,14,0,1,0,0,0,0,10
2024-04-30,P8-0428,48,39,1,0,0,0,0,0,8
2024-04-30,P8-0430,30,24,0,1,0,0,0,0,5
2024-04-30,P8-0431,41,33,1,0,0,0,0,0,7
2024-04-30,P8-0432,50,42,0,1,0,0,0,0,7
2024-04-30,P8-0433,126,116,0,3,0,0,0,0,7
2024-04-30,P8-0434,59,39,2,9,2,0,0,0,7
2024-04-30,P8-0435,66,59,1,1,0,0,0,0,5
2024-04-30,P8-0436,53,41,1,1,0,0,0,0,10
2024-04-30,P8-0437,5,3,0,0,0,0,0,0,2
2024-04-30,P8-0438,2,0,0,2,0,0,0,0,0
2024-04-30,P8-0439,52,16,1,1,5,0,1,1,27
2024-04-30,P8-0447,33,25,0,0,0,0,0,0,8
2024-04-30,P8-0448,11,7,0,4,0,0,0,0,0
2024-04-30,P8-0449,71,14,0,7,49,0,1,0,0
2024-04-30,P8-0458,5,0,0,5,0,0,0,0,0
2024-04-30,P8-0463,1,0,0,1,0,0,0,0,0
2024-04-30,P8-0502,26,20,1,1,0,0,0,0,4
2024-04-30,P8-0504,2,2,0,0,0,0,0,0,0
2024-04-30,P8-0505,34,26,2,2,0,0,0,0,4
2024-04-30,P8-0506,58,49,0,1,0,0,0,0,8
2024-04-30,P8-0507,13,9,0,1,0,0,0,0,3
2024-04-30,P8-0508,60,50,0,4,1,0,0,0,5
2024-04-30,P8-0509,43,33,0,1,0,0,0,0,9
2024-04-30,P8-0510,47,37,0,0,0,0,0,0,10
2024-04-30,P8-0511,13,7,0,0,0,0,0,0,6
2024-04-30,P8-0512,15,10,0,0,0,0,0,0,5
2024-04-30,P8-0517,17,12,0,1,2,0,0,0,2
2024-04-30,P8-0518,10,6,0,3,0,0,0,0,1
2024-04-30,P8-0519,2,0,0,0,0,0,0,0,2
2024-04-30,P8-0524,73,52,0,2,0,0,0,0,19
2024-04-30,P8-0525,45,20,0,1,1,0,0,0,23
2024-04-30,P8-0729,112,74,0,1,0,0,0,0,37
2024-04-30,P8-0807,29,19,0,4,0,0,0,0,6
2024-04-30,P8-0810,27,18,1,3,0,0,0,0,5
2024-04-30,P8-0811,24,15,0,0,0,0,0,0,9
2024-04-30,P8-0812,8,6,0,1,0,0,0,0,1
2024-04-30,P8-0814,2,2,0,0,0,0,0,0,0
2024-04-30,P8-0815,25,13,2,7,0,0,0,0,3
2024-04-30,P8-0818,33,21,0,10,0,0,0,0,2
2024-04-30,P8-0820,8,5,1,0,0,0,0,0,2
2024-04-30,P8-0821,9,6,0,0,0,0,0,0,3
2024-04-30,P8-0822,46,25,0,1,8,0,0,0,12
2024-04-30,P8-0823,17,11,0,0,0,0,0,0,6
2024-04-30,P8-0827,10,9,0,0,0,0,0,0,1
2024-04-30,P8-0828,14,11,0,0,0,0,0,0,3
2024-04-30,P8-0829,27,23,0,2,0,0,0,0,2
2024-04-30,P8-0830,4,3,0,1,0,0,0,0,0
2024-04-30,P8-0832,5,3,0,1,0,0,0,0,1
2024-04-30,P8-0833,6,3,0,1,1,0,0,0,1
2024-04-30,P8-0834,19,11,0,1,0,0,0,0,7
2024-04-30,P8-0836,9,6,0,1,0,0,0,0,2
2024-04-30,P8-0837,7,6,0,1,0,0,0,0,0
2024-04-30,P8-0839,26,19,0,0,0,0,0,0,7
2024-04-30,P8-0840,11,7,0,2,0,0,0,0,2
2024-04-30,P8-0841,25,15,0,0,0,0,0,0,10
2024-04-30,P8-0872,2,2,0,0,0,0,0,0,0
2024-04-30,P8-0873,62,39,0,3,1,0,0,0,19
2024-04-30,P8-0874,7,6,0,0,0,0,0,0,1
2024-04-30,P8-0875,3,3,0,0,0,0,0,0,0
2024-04-30,P8-0876,9,5,0,0,0,0,0,0,4
2024-04-30,P8-0877,10,8,0,1,0,0,0,0,1
2024-04-30,P8-0878,11,9,0,0,0,0,0,0,2
2024-04-30,P8-0879,1,1,0,0,0,0,0,0,0
2024-04-30,P8-0880,7,5,0,0,0,0,0,0,2
2024-04-30,P8-0881,13,7,0,3,0,0,0,0,3
2024-04-30,P8-0882,20,13,1,2,0,0,0,0,4
2024-04-30,P8-0906,97,64,1,3,0,0,0,0,29
2024-04-30,P8-0907,50,38,0,1,0,0,0,0,11
2024-04-30,P8-0908,40,33,0,1,0,0,0,0,6
2024-04-30,P8-0910,51,43,0,0,0,0,0,0,8
2024-04-30,P8-0911,10,7,0,0,0,0,0,0,3
2024-04-30,P8-0912,15,13,0,1,0,0,0,0,1
2024-04-30,P8-0916,10,9,0,0,0,0,0,0,1
2024-04-30,P8-0919,1,0,0,0,0,0,0,0,1
2024-04-30,P8-0921,4,3,0,0,0,0,0,0,1
2024-04-30,P8-0922,15,11,0,0,0,0,0,0,4
2024-04-30,P8-0923,50,33,0,1,0,0,0,0,16
2024-04-30,P8-0924,21,13,1,1,0,0,0,0,6
2024-04-30,P8-0925,17,9,1,0,0,0,0,0,7
2024-04-30,P8-0926,34,28,0,0,0,0,0,0,6
2024-04-30,P8-0927,25,17,0,0,0,0,0,0,8
2024-04-30,P8-0929,116,74,0,2,0,0,0,0,40
2024-04-30,P8-0931,16,8,0,0,0,0,0,0,8
2024-04-30,P8-0932,27,24,1,0,0,0,0,0,2
2024-04-30,P8-0933,5,1,0,1,0,0,0,0,3
2024-04-30,P8-0934,10,10,0,0,0,0,0,0,0
2024-04-30,P8-0935,11,10,0,0,0,0,0,0,1
2024-04-30,P8-0950,31,21,1,1,0,0,0,0,8
2024-04-30,P8-0952,32,23,0,1,0,0,0,0,8
2024-04-30,P8-0954,18,11,0,0,0,0,0,0,7
2024-04-30,P8-0955,3,1,0,0,0,0,0,0,2
2024-04-30,P8-0956,6,3,0,0,0,0,0,0,3
2024-04-30,P8-0957,5,3,0,1,0,0,0,0,1
2024-04-30,P8-0958,7,5,0,0,0,0,0,0,2
2024-04-30,P8-0959,4,4,0,0,0,0,0,0,0
2024-04-30,P8-0960,20,13,0,0,0,0,0,0,7
2024-04-30,P8-0963,14,10,0,0,0,0,0,0,4
2024-04-30,P8-0964,12,9,0,2,0,0,0,0,1
2024-04-30,P8-0965,11,9,0,0,0,0,0,0,2
2024-04-30,P8-0966,6,2,0,1,0,0,0,0,3
2024-04-30,P8-0967,7,5,1,0,0,0,0,0,1
2024-04-30,P8-0969,18,12,0,1,0,0,0,0,5
2024-04-30,P8-0972,4,3,0,0,0,0,0,0,1
2024-04-30,P8-1001,27,23,0,0,0,0,0,0,4
2024-04-30,P8-1003,25,16,0,3,0,0,0,0,6
2024-04-30,P8-1009,20,16,0,0,0,0,0,0,4
2024-04-30,P8-1011,23,16,0,1,0,0,0,0,6
2024-04-30,P8-1012,9,7,0,0,0,0,0,0,2
2024-04-30,P8-1013,8,5,0,0,0,0,0,0,3
2024-04-30,P8-1019,27,20,0,1,0,0,0,0,6
2024-04-30,P8-1020,44,33,0,0,0,0,0,0,11
2024-04-30,P8-1021,37,30,0,0,0,0,0,0,7
2024-04-30,P8-1024,10,4,0,0,0,0,0,0,6
2024-04-30,P8-1026,8,8,0,0,0,0,0,0,0
2024-04-30,P8-1030,39,24,0,4,0,0,0,0,11
2024-04-30,P8-1031,16,15,0,0,0,0,0,0,1
2024-04-30,P8-1033,7,3,0,0,0,0,0,0,4
2024-04-30,P8-1034,1,1,0,0,0,0,0,0,0
2024-04-30,P8-1035,17,11,0,1,0,0,0,0,5
2024-04-30,P8-1036,18,14,0,0,0,0,0,0,4
2024-04-30,P8-1037,4,4,0,0,0,0,0,0,0
2024-04-30,P8-1038,71,48,0,0,0,0,0,0,23
2024-04-30,P8-1039,28,10,1,12,0,0,0,0,5
2024-04-30,P8-1040,2,2,0,0,0,0,0,0,0
2024-04-30,P8-1041,45,31,0,0,0,0,0,0,14
2024-04-30,P8-1042,20,14,0,2,0,0,0,0,4
2024-04-30,P8-1043,9,2,0,0,0,0,0,0,7
2024-04-30,P8-1044,9,5,0,0,0,0,0,0,4
2024-04-30,P8-1045,12,8,0,0,0,0,0,0,4
2024-04-30,P8-1046,28,14,0,0,0,0,0,0,14
2024-04-30,P8-1050,21,16,0,0,0,0,0,0,5
2024-04-30,P8-1051,6,4,0,0,0,0,0,0,2
2024-04-30,P8-1052,7,7,0,0,0,0,0,0,0
2024-04-30,P8-1053,6,5,0,0,0,0,0,0,1
2024-04-30,P8-1054,11,5,2,1,0,0,0,0,3
2024-04-30,P8-1055,64,48,0,1,0,0,0,0,15
2024-04-30,P8-1056,40,29,0,0,0,0,0,0,11
2024-04-30,P8-1103,45,23,0,2,0,0,0,0,20
2024-04-30,P8-1105,36,19,7,0,0,0,0,0,10
2024-04-30,P8-1106,285,190,3,4,0,0,0,0,88
2024-04-30,P8-1107,133,76,2,2,1,0,0,0,52
2024-04-30,P8-1108,57,37,0,1,0,0,0,0,19
2024-04-30,P8-1110,70,44,4,2,0,0,0,0,20
2024-04-30,P8-1113,174,112,0,1,0,0,0,0,61
2024-04-30,P8-1119,17,9,0,3,0,0,0,0,5
2024-04-30,P8-1120,8,7,0,0,0,0,0,0,1
2024-04-30,P8-1121,12,9,1,0,0,0,0,0,2
2024-04-30,P8-1123,4,4,0,0,0,0,0,0,0
2024-04-30,P8-1124,17,13,0,2,0,0,0,0,2
2024-04-30,P8-1125,14,14,0,0,0,0,0,0,0
2024-04-30,P8-1126,7,7,0,0,0,0,0,0,0
2024-04-30,P8-1127,16,8,1,5,0,0,0,0,2
2024-04-30,P8-1128,13,8,0,3,0,0,0,0,2
2024-04-30,P8-1129,5,3,0,1,0,0,0,0,1
2024-04-30,P8-1130,7,4,0,1,0,0,0,0,2
2024-04-30,P8-1131,10,8,0,0,0,0,0,0,2
2024-04-30,P8-1132,16,10,1,2,0,0,0,0,3
2024-04-30,P8-1133,5,4,0,0,0,0,0,0,1
2024-04-30,P8-1134,14,10,0,0,0,0,0,0,4
2024-04-30,P8-1135,8,6,0,0,0,0,0,0,2
2024-04-30,P8-1137,4,2,0,0,0,0,0,0,2
2024-04-30,P8-1138,9,8,0,0,0,0,0,0,1
2024-04-30,P8-1139,80,56,0,2,0,0,0,0,22
2024-04-30,P8-1142,28,23,0,0,0,0,0,0,5
2024-04-30,P8-1143,6,4,0,2,0,0,0,0,0
2024-04-30,P8-1144,58,44,0,0,0,0,0,0,14
2024-04-30,P8-1146,7,5,0,1,0,0,0,0,1
2024-04-30,P8-1148,5,3,0,0,0,0,0,0,2
2024-04-30,P8-1149,4,2,0,2,0,0,0,0,0
2024-04-30,P8-1151,5,5,0,0,0,0,0,0,0
2024-04-30,P8-1152,3,3,0,0,0,0,0,0,0
2024-04-30,P8-1154,1,1,0,0,0,0,0,0,0
2024-04-30,P8-1157,30,25,0,0,0,0,0,0,5
2024-04-30,P8-1158,22,18,0,1,0,0,0,0,3
2024-04-30,P8-1159,18,15,0,0,0,0,0,0,3
