kod_zsj,nazev_zsj,obyvatel,parkovacich_mist_celkem,parkovacich_mist_v_zps,respektovanost_pct,obsazenost_pct,rezidenti_do_500m_pct,rezidenti_do_125m_pct,rezidenti_od_126m_do_500m_pct,rezidenti_od_501m_do_2000m_pct,rezidenti_nad_2000m_pct,navstevnici_platici_pct,navstevnici_neplatici_pct,volna_mista_pct,rezidentska_pct,vlastnicka_pct,abonentska_pct,prenosna_pct,carsharing_pct,ekologicka_pct,ostatni_pct,socialni_pct,část dne,mestska_cast,filename,date,frekvence,navstevnici_pct,soucet_vsech_typu_pct,navstevnici_neplatici,rezidentska,navstevnici_platici,abonentska,rezidenti_do_125m,rezidenti_nad_2000m,volna_mista,ekologicka,navstevnici,soucet_vsech_typu,carsharing,rezidenti_od_501m_do_2000m,respektovanost,prenosna,vlastnicka,socialni,ostatni,obsazenost,rezidenti_do_500m,rezidenti_od_126m_do_500m
127639,Pankrác-průmyslový obvod,41,28,28,0.84,0.76,0.49,0.34,0.03,0.13,0.05,0.07,0.12,0.24,0.37,0.0,0.14,0.0,0.0,0.06,0.0,0.05,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.19,1.05,3.36,10.36,1.9600000000000002,3.9200000000000004,9.520000000000001,1.4000000000000001,6.72,1.68,5.32,29.400000000000002,0.0,3.64,23.52,0.0,0.0,1.4000000000000001,0.0,21.28,13.719999999999999,0.84
127647,Michelská,5104,1589,1516,0.86,0.75,0.61,0.42,0.04,0.04,0.04,0.08,0.1,0.25,0.39,0.0,0.02,0.0,0.0,0.01,0.0,0.12,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.18,0.97,158.9,619.71,127.12,31.78,667.38,63.56,397.25,15.89,286.02,1541.33,0.0,63.56,1366.54,0.0,0.0,190.68,0.0,1191.75,969.29,63.56
127949,U soudu,575,288,278,0.87,0.56,0.73,0.31,0.11,0.03,0.01,0.03,0.08,0.44,0.35,0.01,0.02,0.0,0.0,0.0,0.0,0.07,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.11,1.0,23.04,100.8,8.64,5.76,89.28,2.88,126.72,0.0,31.68,288.0,0.0,8.64,250.56,0.0,2.88,20.160000000000004,0.0,161.28000000000003,210.24,31.68
128171,Fidlovačka,1968,676,647,0.8,0.67,0.51,0.27,0.07,0.07,0.03,0.07,0.13,0.33,0.37,0.0,0.03,0.01,0.0,0.0,0.0,0.04,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.21,0.99,87.88000000000001,250.12,47.32000000000001,20.279999999999998,182.52,20.279999999999998,223.08,0.0,141.96,669.24,0.0,47.32000000000001,540.8000000000001,6.76,0.0,27.04,0.0,452.92,344.76,47.32000000000001
128180,U Fidlovačky-východ,2,41,41,0.64,0.76,0.23,0.03,0.15,0.08,0.1,0.12,0.27,0.24,0.31,0.0,0.04,0.0,0.0,0.0,0.0,0.02,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.39,1.0,11.07,12.709999999999999,4.92,1.6400000000000001,1.23,4.1000000000000005,9.84,0.0,15.99,41.0,0.0,3.2800000000000002,26.240000000000002,0.0,0.0,0.8200000000000001,0.0,31.16,9.43,6.1499999999999995
128198,Nuselský obvod,5276,1343,1289,0.84,0.84,0.64,0.49,0.05,0.03,0.04,0.06,0.14,0.16,0.51,0.01,0.03,0.0,0.0,0.01,0.0,0.07,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.2,0.99,188.02,684.9300000000001,80.58,40.29,658.0699999999999,53.72,214.88,13.43,268.6,1329.57,0.0,40.29,1128.12,0.0,13.43,94.01,0.0,1128.12,859.52,67.15
127710,Pankrác I-západ,1622,361,335,0.89,0.7,0.73,0.48,0.03,0.07,0.01,0.02,0.07,0.3,0.42,0.01,0.02,0.0,0.0,0.0,0.0,0.13,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.09,0.97,25.270000000000003,151.62,7.22,7.22,173.28,3.61,108.3,0.0,32.49,350.17,0.0,25.270000000000003,321.29,0.0,3.61,46.93,0.0,252.7,263.53,10.83
127957,U Jezerky,4165,929,870,0.85,0.88,0.67,0.47,0.12,0.04,0.03,0.06,0.13,0.12,0.51,0.0,0.04,0.0,0.0,0.0,0.0,0.1,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.19,0.96,120.77000000000001,473.79,55.739999999999995,37.160000000000004,436.63,27.869999999999997,111.47999999999999,0.0,176.51,891.8399999999999,0.0,37.160000000000004,789.65,0.0,0.0,92.9,0.0,817.52,622.4300000000001,111.47999999999999
127965,Tyršův vrch,3791,781,747,0.8,0.75,0.61,0.41,0.05,0.06,0.03,0.04,0.15,0.25,0.44,0.0,0.04,0.0,0.0,0.01,0.0,0.06,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.19,0.99,117.14999999999999,343.64,31.240000000000002,31.240000000000002,320.21,23.43,195.25,7.8100000000000005,148.39000000000001,773.1899999999999,0.0,46.86,624.8000000000001,0.0,0.0,46.86,0.0,585.75,476.40999999999997,39.050000000000004
127884,Braník-Nad lomem,2470,853,839,0.81,0.51,0.6,0.28,0.02,0.04,0.02,0.03,0.1,0.49,0.27,0.0,0.03,0.0,0.0,0.01,0.0,0.06,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.13,0.99,85.30000000000001,230.31,25.59,25.59,238.84000000000003,17.06,417.96999999999997,8.53,110.89,844.47,0.0,34.12,690.9300000000001,0.0,0.0,51.18,0.0,435.03000000000003,511.79999999999995,17.06
127892,Dvorce,2749,737,713,0.8,0.6,0.58,0.33,0.02,0.06,0.03,0.03,0.12,0.4,0.35,0.0,0.02,0.0,0.0,0.01,0.0,0.07,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.15,1.0,88.44,257.95,22.11,14.74,243.21,22.11,294.8,7.37,110.55,737.0,0.0,44.22,589.6,0.0,0.0,51.59,0.0,442.2,427.46,14.74
127906,Děkanka,31,262,254,0.79,0.67,0.33,0.14,0.08,0.07,0.04,0.16,0.14,0.33,0.27,0.0,0.03,0.0,0.0,0.02,0.0,0.04,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.3,0.99,36.68000000000001,70.74000000000001,41.92,7.859999999999999,36.68000000000001,10.48,86.46000000000001,5.24,78.6,259.38,0.0,18.340000000000003,206.98000000000002,0.0,0.0,10.48,0.0,175.54000000000002,86.46000000000001,20.96
127698,Horní Jeremenkova,2216,583,564,0.87,0.45,0.64,0.28,0.01,0.04,0.02,0.02,0.06,0.55,0.27,0.01,0.03,0.0,0.0,0.01,0.0,0.05,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.08,1.0,34.98,157.41,11.66,17.49,163.24,11.66,320.65000000000003,5.83,46.64,583.0,0.0,23.32,507.21,0.0,5.83,29.150000000000002,0.0,262.35,373.12,5.83
127701,Pankrác I-východ,2033,794,764,0.88,0.76,0.68,0.47,0.05,0.08,0.02,0.03,0.1,0.24,0.48,0.0,0.01,0.0,0.0,0.02,0.0,0.13,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.13,1.01,79.4,381.12,23.82,7.94,373.18,15.88,190.56,15.88,103.22,801.94,0.0,63.52,698.72,0.0,0.0,103.22,0.0,603.44,539.9200000000001,39.7
128147,Veslařský ostrov-Plavecký stadion,23,356,347,0.78,0.44,0.1,0.04,0.01,0.03,0.05,0.19,0.1,0.56,0.09,0.0,0.0,0.0,0.0,0.01,0.0,0.02,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.29,0.97,35.6,32.04,67.64,0.0,14.24,17.8,199.36,3.56,103.24,345.32,0.0,10.68,277.68,0.0,0.0,7.12,0.0,156.64000000000001,35.6,3.56
128155,Staré Podolí,4595,1226,1167,0.85,0.82,0.64,0.46,0.06,0.05,0.04,0.06,0.12,0.18,0.48,0.0,0.02,0.01,0.0,0.01,0.0,0.1,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.19,0.99,147.12,588.48,73.56,24.52,563.96,49.04,220.67999999999998,12.26,232.94,1213.74,0.0,61.300000000000004,1042.1,12.26,0.0,122.60000000000001,0.0,1005.3199999999999,784.64,73.56
128163,Pankrácké předmostí,2210,593,507,0.82,0.89,0.65,0.54,0.04,0.04,0.03,0.07,0.16,0.11,0.49,0.0,0.03,0.01,0.0,0.01,0.0,0.12,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.24,1.01,94.88,290.57,41.510000000000005,17.79,320.22,17.79,65.23,5.93,142.32,598.93,0.0,23.72,486.26,5.93,0.0,71.16,0.0,527.77,385.45,23.72
127591,Horní Krč,2560,673,640,0.78,0.59,0.45,0.21,0.05,0.06,0.05,0.05,0.13,0.41,0.26,0.0,0.03,0.02,0.0,0.02,0.0,0.06,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.2,1.0,87.49000000000001,174.98000000000002,33.65,20.189999999999998,141.32999999999998,33.65,275.93,13.46,134.6,673.0,0.0,40.379999999999995,524.94,13.46,0.0,40.379999999999995,0.0,397.07,302.85,33.65
127604,Dolní Krč-Ryšánka,2752,610,589,0.78,0.61,0.59,0.34,0.02,0.04,0.03,0.03,0.13,0.39,0.29,0.0,0.03,0.0,0.0,0.01,0.0,0.1,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.16,0.98,79.3,176.89999999999998,18.3,18.3,207.4,18.3,237.9,6.1000000000000005,97.60000000000001,597.8,0.0,24.400000000000002,475.8,0.0,0.0,61.0,0.0,372.09999999999997,359.9,12.200000000000001
127612,Antala Staška,3784,1050,1006,0.84,0.7,0.62,0.4,0.04,0.05,0.02,0.05,0.11,0.3,0.39,0.0,0.02,0.0,0.0,0.01,0.0,0.1,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.16,0.98,115.5,409.5,52.5,21.0,420.0,21.0,315.0,10.5,168.0,1029.0,0.0,52.5,882.0,0.0,0.0,105.0,0.0,735.0,651.0,42.0
127914,Kavčí hory,0,16,15,0.87,0.92,0.67,0.61,0.0,0.09,0.01,0.08,0.12,0.08,0.44,0.0,0.0,0.0,0.0,0.02,0.0,0.28,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.2,1.02,1.92,7.04,1.28,0.0,9.76,0.16,1.28,0.32,3.2,16.32,0.0,1.44,13.92,0.0,0.0,4.48,0.0,14.72,10.72,0.0
127922,Na Kavčích horách,2288,861,840,0.83,0.49,0.66,0.29,0.03,0.03,0.02,0.02,0.08,0.51,0.26,0.0,0.02,0.01,0.0,0.01,0.0,0.09,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.11,1.01,68.88,223.86,17.22,17.22,249.68999999999997,17.22,439.11,8.61,94.71,869.61,0.0,25.83,714.63,8.61,0.0,77.49,0.0,421.89,568.26,25.83
127931,Na Pankráci,5180,1197,1124,0.82,0.8,0.58,0.4,0.06,0.05,0.03,0.09,0.14,0.2,0.4,0.0,0.03,0.01,0.0,0.01,0.0,0.1,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.24,0.99,167.58,478.8,107.72999999999999,35.91,478.8,35.91,239.4,11.97,287.28,1185.03,0.0,59.85,981.54,11.97,0.0,119.7,0.0,957.6,694.26,71.82
127973,Plynárna Michle,170,14,14,0.63,0.57,0.0,0.0,0.0,0.23,0.01,0.08,0.21,0.43,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.29,0.96,2.94,3.36,1.12,0.0,0.0,0.14,6.02,0.0,4.06,13.44,0.0,3.22,8.82,0.0,0.0,0.0,0.0,7.9799999999999995,0.0,0.0
127876,Braník-Na křížku,2919,725,716,0.83,0.52,0.68,0.33,0.02,0.02,0.03,0.01,0.09,0.48,0.32,0.0,0.01,0.0,0.0,0.01,0.0,0.06,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.1,0.98,65.25,232.0,7.25,7.25,239.25,21.75,348.0,7.25,72.5,710.5,0.0,14.5,601.75,0.0,0.0,43.5,0.0,377.0,493.00000000000006,14.5
315877,Budějovické náměstí-západ,200,123,118,0.3,0.89,0.03,0.01,0.02,0.1,0.05,0.19,0.62,0.11,0.13,0.0,0.01,0.01,0.0,0.0,0.0,0.03,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.82,1.11,76.26,15.99,23.37,1.23,1.23,6.15,13.53,0.0,100.86,136.53,0.0,12.3,36.9,1.23,0.0,3.69,0.0,109.47,3.69,2.46
315893,Kačerov-metro,0,48,45,0.67,0.53,0.27,0.14,0.0,0.0,0.07,0.08,0.18,0.47,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.26,0.94,8.64,10.08,3.84,0.0,6.720000000000001,3.3600000000000003,22.56,0.0,12.48,45.12,0.0,0.0,32.160000000000004,0.0,0.0,0.0,0.0,25.44,12.96,0.0
305821,U Děkanky,0,8,4,0.14,0.35,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.65,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,den,P4,P04-OR_202311D_NJ.json,2023-11-30,měsíční,0.35,1.05,2.4,0.0,0.4,0.0,0.0,0.0,5.2,0.4,2.8,8.4,0.0,0.0,1.12,0.0,0.0,0.0,0.0,2.8,0.0,0.0
129046,Pod zahradou Kinských,1237,468,417,0.76,0.78,0.48,0.32,0.06,0.05,0.06,0.09,0.19,0.22,0.34,0.0,0.05,0.0,0.0,0.02,0.0,0.08,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.28,0.99,88.92,159.12,42.12,23.400000000000002,149.76,28.08,102.96,9.36,131.04000000000002,463.32,0.0,23.400000000000002,355.68,0.0,0.0,37.44,0.0,365.04,224.64,28.08
129054,Arbesovo náměstí,3867,1324,1157,0.82,1.06,0.56,0.49,0.1,0.05,0.06,0.11,0.19,0.0,0.52,0.01,0.08,0.01,0.0,0.02,0.0,0.08,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.31,1.03,251.56,688.48,145.64000000000001,105.92,648.76,79.44,0.0,26.48,410.44,1363.72,0.0,66.2,1085.6799999999998,13.24,13.24,105.92,0.0,1403.44,741.44,132.4
129062,Na bělidle,2788,533,479,0.8,1.1,0.6,0.56,0.1,0.06,0.05,0.08,0.22,0.0,0.59,0.01,0.08,0.0,0.0,0.02,0.0,0.08,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.3,1.08,117.26,314.46999999999997,42.64,42.64,298.48,26.650000000000002,0.0,10.66,159.9,575.64,0.0,31.98,426.40000000000003,0.0,5.33,42.64,0.0,586.3000000000001,319.8,53.300000000000004
129071,Smíchovský pivovar,93,130,128,0.79,0.8,0.45,0.23,0.12,0.04,0.02,0.2,0.17,0.2,0.38,0.0,0.03,0.0,0.0,0.02,0.0,0.01,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.37,1.01,22.1,49.4,26.0,3.9,29.900000000000002,2.6,26.0,2.6,48.1,131.3,0.0,5.2,102.7,0.0,0.0,1.3,0.0,104.0,58.5,15.6
129089,U železničního mostu,1227,244,227,0.8,0.88,0.6,0.45,0.08,0.05,0.05,0.05,0.18,0.12,0.46,0.01,0.08,0.0,0.0,0.01,0.0,0.08,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.23,0.99,43.92,112.24000000000001,12.200000000000001,19.52,109.8,12.200000000000001,29.279999999999998,2.44,56.120000000000005,241.56,0.0,12.200000000000001,195.20000000000002,0.0,2.44,19.52,0.0,214.72,146.4,19.52
129101,Zlíchov,185,70,67,0.71,0.55,0.42,0.2,0.03,0.04,0.09,0.03,0.16,0.45,0.25,0.0,0.02,0.0,0.0,0.0,0.0,0.09,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.19,1.0,11.200000000000001,17.5,2.1,1.4000000000000001,14.0,6.3,31.5,0.0,13.3,70.0,0.0,2.8000000000000003,49.699999999999996,0.0,0.0,6.3,0.0,38.5,29.4,2.1
129119,Hlubočepy-nad nádražím,679,190,189,0.63,0.37,0.45,0.15,0.01,0.03,0.02,0.01,0.14,0.63,0.17,0.01,0.01,0.0,0.0,0.0,0.0,0.02,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.15,0.99,26.6,32.300000000000004,1.9000000000000001,1.9000000000000001,28.5,3.8000000000000003,119.7,0.0,28.5,188.1,0.0,5.7,119.7,0.0,1.9000000000000001,3.8000000000000003,0.0,70.3,85.5,1.9000000000000001
129127,Klukovice,71,32,32,0.45,0.06,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.94,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.05,1.0,0.96,0.32,0.64,0.0,0.0,0.32,30.08,0.0,1.6,32.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,1.92,0.0,0.0
129143,Pražská čtvrť-Na Žernovkách,386,130,130,0.95,0.19,0.76,0.09,0.06,0.02,0.01,0.0,0.01,0.81,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.01,0.99,1.3,20.8,0.0,0.0,11.7,1.3,105.30000000000001,0.0,1.3,128.7,0.0,2.6,123.5,0.0,0.0,1.3,0.0,24.7,98.8,7.8
129160,Barrandov-ateliéry,8,10,10,0.55,0.73,0.09,0.06,0.0,0.06,0.11,0.09,0.33,0.27,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.03,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.42,0.93,3.3000000000000003,2.1,0.8999999999999999,0.0,0.6,1.1,2.7,0.0,4.2,9.3,0.0,0.6,5.5,0.0,0.0,0.3,0.0,7.3,0.8999999999999999,0.0
128937,Motol-západ,77,123,120,0.67,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.03,1.0,1.23,0.0,2.46,0.0,0.0,0.0,119.31,0.0,3.69,123.0,0.0,0.0,82.41000000000001,0.0,0.0,0.0,0.0,3.69,0.0,0.0
128945,Motolská nemocnice,608,293,272,0.72,0.72,0.38,0.25,0.02,0.03,0.04,0.15,0.2,0.28,0.28,0.0,0.01,0.0,0.0,0.01,0.0,0.06,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.35,0.99,58.6,82.04,43.949999999999996,2.93,73.25,11.72,82.04,2.93,102.55,290.07,0.0,8.79,210.95999999999998,0.0,0.0,17.58,0.0,210.95999999999998,111.34,5.86
128953,Homolka,3046,843,822,0.87,0.54,0.72,0.37,0.02,0.01,0.02,0.04,0.07,0.46,0.3,0.01,0.01,0.0,0.0,0.01,0.0,0.1,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.11,1.0,59.010000000000005,252.89999999999998,33.72,8.43,311.90999999999997,16.86,387.78000000000003,8.43,92.73,843.0,0.0,8.43,733.41,0.0,8.43,84.30000000000001,0.0,455.22,606.9599999999999,16.86
128961,Pod Kotlářkou,2,36,36,0.49,0.34,0.16,0.04,0.02,0.02,0.05,0.04,0.17,0.66,0.11,0.0,0.0,0.0,0.0,0.01,0.0,0.01,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.21,1.0,6.12,3.96,1.44,0.0,1.44,1.8,23.76,0.36,7.56,36.0,0.0,0.72,17.64,0.0,0.0,0.36,0.0,12.24,5.76,0.72
128970,Kotlářka,877,41,41,0.78,0.21,0.47,0.1,0.0,0.04,0.02,0.0,0.04,0.79,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.04,0.99,1.6400000000000001,5.74,0.0,0.0,4.1000000000000005,0.8200000000000001,32.39,0.0,1.6400000000000001,40.589999999999996,0.0,1.6400000000000001,31.98,0.0,0.0,0.8200000000000001,0.0,8.61,19.27,0.0
128694,Smíchov-jižní Radlická,2252,474,455,0.8,0.79,0.67,0.46,0.06,0.03,0.02,0.04,0.16,0.21,0.44,0.0,0.03,0.01,0.0,0.01,0.0,0.1,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.21,1.01,75.84,208.56,18.96,14.219999999999999,218.04000000000002,9.48,99.53999999999999,4.74,99.53999999999999,478.74,0.0,14.219999999999999,379.20000000000005,4.74,0.0,47.400000000000006,0.0,374.46000000000004,317.58000000000004,28.439999999999998
128708,Kesnerka,1564,447,444,0.77,0.38,0.63,0.22,0.01,0.02,0.01,0.01,0.09,0.62,0.21,0.0,0.01,0.0,0.0,0.01,0.0,0.04,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.1,0.99,40.23,93.86999999999999,4.47,4.47,98.34,4.47,277.14,4.47,44.7,442.53,0.0,8.94,344.19,0.0,0.0,17.88,0.0,169.86,281.61,4.47
128716,Dívčí hrady,554,110,110,0.83,0.36,0.73,0.26,0.01,0.01,0.01,0.0,0.06,0.64,0.21,0.01,0.01,0.0,0.0,0.0,0.0,0.05,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.06,0.98,6.6,23.099999999999998,0.0,1.1,28.6,1.1,70.4,0.0,6.6,107.8,0.0,1.1,91.3,0.0,1.1,5.5,0.0,39.6,80.3,1.1
128988,Skalka,223,71,66,0.41,0.32,0.28,0.05,0.04,0.01,0.01,0.01,0.19,0.68,0.11,0.0,0.01,0.0,0.0,0.0,0.0,0.0,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.2,1.0,13.49,7.81,0.71,0.71,3.5500000000000003,0.71,48.28,0.0,14.200000000000001,71.0,0.0,0.71,29.11,0.0,0.0,0.0,0.0,22.72,19.880000000000003,2.84
128830,Staré Hlubočepy,1696,477,472,0.77,0.35,0.66,0.22,0.01,0.01,0.01,0.01,0.08,0.65,0.2,0.0,0.01,0.0,0.0,0.0,0.0,0.05,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.09,1.0,38.160000000000004,95.4,4.7700000000000005,4.7700000000000005,104.94,4.7700000000000005,310.05,0.0,42.93,477.0,0.0,4.7700000000000005,367.29,0.0,0.0,23.85,0.0,166.95,314.82,4.7700000000000005
128643,Staré Radlice,1296,522,519,0.8,0.43,0.64,0.26,0.01,0.03,0.01,0.02,0.09,0.57,0.23,0.0,0.01,0.0,0.0,0.01,0.0,0.07,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.11,1.0,46.98,120.06,10.44,5.22,135.72,5.22,297.53999999999996,5.22,57.42,522.0,0.0,15.66,417.6,0.0,0.0,36.540000000000006,0.0,224.46,334.08,5.22
128651,Jinonice-průmyslový obvod-východ,0,3,3,0.91,0.67,0.91,0.61,0.0,0.0,0.0,0.0,0.06,0.33,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.13,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.06,0.99,0.18,1.41,0.0,0.0,1.83,0.0,0.99,0.0,0.18,2.9699999999999998,0.0,0.0,2.73,0.0,0.0,0.39,0.0,2.0100000000000002,2.73,0.0
128848,Pod Dívčími hrady,74,30,30,0.96,0.04,0.19,0.0,0.01,0.0,0.01,0.02,0.0,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.02,0.99,0.0,0.3,0.6,0.0,0.0,0.3,28.799999999999997,0.0,0.6,29.7,0.0,0.0,28.799999999999997,0.0,0.0,0.0,0.0,1.2,5.7,0.3
128678,Na Černém vrchu,1863,540,532,0.8,0.62,0.66,0.38,0.03,0.03,0.01,0.02,0.12,0.38,0.34,0.0,0.02,0.0,0.0,0.01,0.0,0.09,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.14,0.98,64.8,183.60000000000002,10.8,10.8,205.2,5.4,205.2,5.4,75.60000000000001,529.2,0.0,16.2,432.0,0.0,0.0,48.6,0.0,334.8,356.40000000000003,16.2
128686,Malvazinka,2517,800,769,0.82,0.56,0.68,0.35,0.03,0.02,0.01,0.03,0.1,0.44,0.32,0.0,0.01,0.0,0.0,0.01,0.0,0.07,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.13,0.98,80.0,256.0,24.0,8.0,280.0,8.0,352.0,8.0,104.0,784.0,0.0,16.0,656.0,0.0,0.0,56.00000000000001,0.0,448.00000000000006,544.0,24.0
128805,Smíchov-průmyslový obvod,156,93,86,0.66,0.93,0.29,0.22,0.05,0.06,0.05,0.22,0.32,0.07,0.3,0.0,0.03,0.01,0.0,0.02,0.0,0.04,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.55,1.02,29.76,27.9,20.46,2.79,20.46,4.65,6.510000000000001,1.86,51.150000000000006,94.86,0.0,5.58,61.38,0.93,0.0,3.72,0.0,86.49000000000001,26.97,4.65
128813,Na Skalce,4212,945,889,0.82,0.79,0.61,0.43,0.05,0.05,0.03,0.07,0.15,0.21,0.45,0.0,0.04,0.0,0.0,0.01,0.0,0.06,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.22,0.99,141.75,425.25,66.15,37.800000000000004,406.34999999999997,28.349999999999998,198.45,9.450000000000001,207.9,935.55,0.0,47.25,774.9,0.0,0.0,56.699999999999996,0.0,746.5500000000001,576.4499999999999,47.25
128821,Smíchovské nádraží,271,179,173,0.77,0.69,0.29,0.13,0.07,0.06,0.05,0.16,0.16,0.31,0.25,0.0,0.01,0.0,0.0,0.01,0.0,0.04,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.32,0.94,28.64,44.75,28.64,1.79,23.27,8.950000000000001,55.49,1.79,57.28,168.26,0.0,10.74,137.83,0.0,0.0,7.16,0.0,123.50999999999999,51.91,12.530000000000001
128996,U Císařky,0,71,71,0.81,0.02,0.81,0.02,0.0,0.0,0.0,0.0,0.0,0.98,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.0,1.0,0.0,0.71,0.0,0.71,1.42,0.0,69.58,0.0,0.0,71.0,0.0,0.0,57.510000000000005,0.0,0.0,0.0,0.0,1.42,57.510000000000005,0.0
129003,Klamovka,4212,1181,1148,0.79,0.38,0.67,0.23,0.03,0.02,0.01,0.01,0.08,0.62,0.21,0.0,0.02,0.0,0.0,0.01,0.0,0.06,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.09,1.01,94.48,248.01,11.81,23.62,271.63,11.81,732.22,11.81,106.28999999999999,1192.81,0.0,23.62,932.99,0.0,0.0,70.86,0.0,448.78000000000003,791.2700000000001,35.43
129011,Na Hřebenkách,2059,579,559,0.75,0.38,0.61,0.19,0.04,0.02,0.0,0.01,0.09,0.62,0.2,0.0,0.02,0.0,0.0,0.0,0.0,0.03,den,P5,P05-OR_202311D_NJ.json,2023-11-30,měsíční,0.1,0.97,52.11,115.80000000000001,5.79,11.58,110.01,0.0,358.98,0.0,57.900000000000006,561.63,0.0,11.58,434.25,0.0,0.0,17.37,0.0,220.02,353.19,23.16
