house_code,usek_code
21950229,P4-1374
21950237,P4-1389
21950245,P4-1389
21950253,P4-1389
21950261,P4-1391
21950270,P4-0326
21950288,P4-1396
21950296,P4-1396
21950300,P4-0137
21950318,P4-0134
21950326,P4-0134
21950334,P4-0134
21950342,P4-1398
21950351,P4-0149
21950369,P4-0149
21950377,P4-0328
21950385,P4-0345
21950393,P4-1398
21950407,P4-0326
21950415,P4-0379
21950423,P4-0379
21950431,P4-0379
21950440,P4-0379
21950458,P4-0379
21950466,P4-1330
21950474,P4-0306
21950482,P4-0327
21950491,P4-0326
21950504,P4-0143
21950512,P4-0143
21950521,P4-1660
21950539,P4-0395
21950547,P4-0392
21950555,P4-0392
21950563,P4-0392
21950571,P4-0306
21950580,P4-0275
21950598,P4-0268
21950601,P4-0315
21950610,P4-0315
21950628,P4-0315
21950636,P4-0315
21950644,P4-0315
21950652,P4-1378
21950661,P4-0343
21950679,P4-0327
21950687,P4-0327
21950695,P4-1378
21950709,P4-1378
21950717,P4-1378
21950725,P4-1380
21950733,P4-1660
21950741,P4-1660
21950750,P4-1660
21950768,P4-0395
21950776,P4-1389
21950784,P4-1389
21950792,P4-0395
21950806,P4-0395
21950814,P4-0409
21950822,P4-1307
21950831,P4-1663
21950857,P4-1667
21950873,P4-0397
21950881,P4-0397
21950890,P4-0398
21950903,P4-0398
21950920,P4-0324
21950938,P4-1392
21950954,P4-1393
21950971,P4-0409
21950989,P4-0409
21950997,P4-0409
21951004,P4-0409
21951012,P4-0409
21951039,P4-0400
21951047,P4-0400
21951063,P4-1654
21951071,P4-1654
21951080,P4-1654
21951098,P4-1654
21951101,P4-1654
21951110,P4-1654
21951128,P4-1307
21951136,P4-0392
21951144,P4-1654
21951152,P4-1654
21951161,P4-0324
21951179,P4-1664
21951187,P4-1664
21951195,P4-0323
21951209,P4-1654
21951217,P4-0397
21951225,P4-0324
21951233,P4-0402
21951241,P4-0342
21951250,P4-0323
21951268,P4-1654
21951276,P4-0379
21951284,P4-0402
21951306,P4-1398
21951314,P4-0306
21951322,P4-1654
21951331,P4-0402
21951349,P4-0327
21951357,P4-1392
21951365,P4-1667
21951373,P4-0360
21951381,P4-1324
21951403,P4-1324
21951420,P4-1319
21951438,P4-1324
21951446,P4-1313
21951454,P4-1314
21951471,P4-1314
21951489,P4-0179
21951497,P4-0179
21951501,P4-0179
21951519,P4-0179
21951527,P4-0233
21951535,P4-0233
21951543,P4-0233
21951551,P4-0227
21951560,P4-0232
21951578,P4-0232
21951586,P4-0228
21951594,P4-0228
21951616,P4-0227
21951624,P4-0227
21951632,P4-0229
21951641,P4-0228
21951659,P4-0228
21951667,P4-0220
21951675,P4-0220
21951683,P4-0220
21951691,P4-0223
21951705,P4-0223
21951713,P4-0223
21951721,P4-0223
21951730,P4-0229
21951748,P4-0229
21951756,P4-0220
21951764,P4-0220
21951772,P4-0220
21951781,P4-0213
21951802,P4-0213
21951811,P4-0213
21951829,P4-0213
21951837,P4-0213
21951845,P4-0222
21951853,P4-0222
21951861,P4-0222
21951870,P4-0222
21951888,P4-0223
21951896,P4-0223
21951918,P4-0225
21951926,P4-0224
21951934,P4-0224
21951942,P4-0222
21951951,P4-0222
21951969,P4-0222
21951977,P4-0222
21951985,P4-0213
21951993,P4-0213
21952001,P4-0213
21952019,P4-0213
21952027,P4-0212
21952035,P4-0212
21952043,P4-0212
21952051,P4-0211
21952078,P4-0213
21952086,P4-0213
21952094,P4-0213
21952108,P4-0213
21952116,P4-0218
21952124,P4-0218
21952132,P4-0218
21952159,P4-0201
21952167,P4-0201
21952175,P4-0201
21952183,P4-0216
21952205,P4-0216
21952213,P4-0214
21952221,P4-0213
21952230,P4-0213
21952248,P4-0203
21952256,P4-0203
21952264,P4-0203
21952281,P4-0240
21952299,P4-0240
21952311,P4-0240
21952329,P4-0214
21952337,P4-0214
21952345,P4-0214
21952353,P4-0214
21952361,P4-0215
21952370,P4-0216
21952396,P4-0216
21952400,P4-0216
21952418,P4-0204
21952426,P4-0204
21952434,P4-0204
21952442,P4-0204
21952451,P4-0208
21952469,P4-0203
21952493,P4-0308
21952507,P4-0308
21952515,P4-0308
21952523,P4-0419
21952531,P4-0419
21952540,P4-0419
21952558,P4-0306
21952574,P4-0422
21952582,P4-0422
21952591,P4-0422
21952604,P4-0422
21952612,P4-0422
21952621,P4-0422
21952639,P4-0422
21952647,P4-0421
21952655,P4-0421
21952663,P4-0421
21952671,P4-0419
21952680,P4-0419
21952698,P4-0419
21952701,P4-0419
21952710,P4-0422
21952728,P4-2102
21952736,P4-2102
21952736,P4-0303
21952744,P4-0303
21952744,P4-2102
21952752,P4-0303
21952752,P4-2102
21952761,P4-2102
21952761,P4-0303
21952779,P4-0302
21952779,P4-2102
21952787,P4-0302
21952787,P4-2102
21952795,P4-0424
21952809,P4-0424
21952817,P4-0424
21952825,P4-0422
21952833,P4-0422
21952841,P4-0422
21952850,P4-0422
21952868,P4-2102
21952868,P4-0303
21952876,P4-2102
21952876,P4-0303
21952884,P4-0303
21952884,P4-2102
21952892,P4-2102
21952892,P4-0303
21952906,P4-0283
21952914,P4-0283
21952922,P4-0201
21952931,P4-0201
21952949,P4-0201
21952957,P4-0202
21952965,P4-0202
21952973,P4-0424
21952981,P4-0424
21952990,P4-0424
21953007,P4-0424
21953015,P4-0302
21953015,P4-2102
21953023,P4-0301
21953031,P4-0301
21953040,P4-0359
21953058,P4-0359
21953066,P4-0359
21953074,P4-0359
21953082,P4-0359
21953091,P4-0322
21953104,P4-1317
21953112,P4-1317
21953121,P4-0265
21953139,P4-0265
21953147,P4-0265
21953155,P4-0395
21953163,P4-0395
21953171,P4-1325
21953180,P4-1325
21953198,P4-1321
21953201,P4-1321
21953210,P4-0360
21953228,P4-0128
21953236,P4-0128
21953244,P4-0128
21953252,P4-0128
21953261,P4-0128
21953279,P4-0128
21953287,P4-0132
21953295,P4-0132
21953309,P4-0150
21953317,P4-1604
21953325,P4-1604
21953333,P4-1604
21953341,P4-1604
21953350,P4-1604
21953368,P4-1604
21953376,P4-1604
21953384,P4-1604
21953392,P4-1604
21953406,P4-1621
21953414,P4-1621
21953422,P4-1610
21953431,P4-1610
21953449,P4-1610
21953457,P4-1610
21953465,P4-1610
21953473,P4-1610
21953481,P4-1621
21953490,P4-1621
21953503,P4-1621
21953511,P4-1622
21953520,P4-1622
21953538,P4-1622
21953546,P4-1610
21953554,P4-1624
21953562,P4-1610
21953571,P4-1610
21953589,P4-1610
21953597,P4-1610
21953601,P4-1610
21953619,P4-1610
21953627,P4-1610
21953635,P4-1610
21953643,P4-1608
21953651,P4-1659
21953660,P4-1659
21953678,P4-1668
21953686,P4-1608
21953694,P4-1608
21953708,P4-1608
21953716,P4-1608
21953724,P4-1667
21953732,P4-1667
21953741,P4-1608
21953759,P4-1608
21953767,P4-1608
21953775,P4-1608
21953783,P4-1667
21953791,P4-1614
21953805,P4-1613
21953813,P4-1613
21953821,P4-1621
21953830,P4-1613
21953848,P4-1613
21953856,P4-1610
21953864,P4-1610
21953881,P4-1608
21953937,P4-1614
21953953,P4-1667
21953996,P4-1622
21954011,P4-0215
21954020,P4-0215
21954038,P4-1392
21954046,P4-1378
21954054,P4-0301
21954071,P4-0301
21954089,P4-0204
21954097,P4-0203
21954101,P4-0203
21954119,P4-0203
21954127,P4-0203
21954135,P4-1325
21954143,P4-1319
21954151,P4-1319
21954160,P4-1318
21954178,P4-1318
21954186,P4-1316
21954208,P4-0215
21954216,P4-1666
21954224,P4-2091
21954267,P4-1316
21954275,P4-1316
21954283,P4-0216
21954291,P4-0216
21954305,P4-0214
21954313,P4-0214
21954321,P4-0214
21954330,P4-0277
21954356,P4-0279
21954364,P4-0301
21954372,P4-1370
21954411,P4-0182
21954429,P4-0308
21954445,P4-1397
21954470,P4-0123
21954488,P4-1370
21954496,P4-1370
21954500,P4-1370
21954518,P4-1370
21954526,P4-1372
21954534,P4-1366
21954542,P4-1366
21954551,P4-1366
21954569,P4-1365
21954577,P4-1365
21954585,P4-1365
21954593,P4-1365
21954607,P4-0214
21954615,P4-0213
21959056,P4-1482
21959081,P4-1494
21959099,P4-1494
21959102,P4-1402
21959111,P4-1466
21959129,P4-1407
21959137,P4-1408
21959161,P4-1402
21959170,P4-1494
21959188,P4-1404
21959200,P4-1494
21959218,P4-1481
21959226,P4-1488
21959234,P4-1409
21959242,P4-1408
21959251,P4-1408
21959269,P4-1471
21959277,P4-1486
21959285,P4-1340
21959293,P4-1227
21959307,P4-1480
21959315,P4-1402
21959323,P4-1404
21959366,P4-1466
21959374,P4-1472
21959382,P4-1472
21959391,P4-1598
21959404,P4-1462
21959412,P4-1207
21959421,P4-1499
21959447,P4-1499
21959480,P4-1482
21959498,P4-1040
21959501,P4-1343
21959510,P4-1207
21959536,P4-1487
21959544,P4-1594
21959561,P4-1329
21959579,P4-1481
21959587,P4-1427
21959595,P4-1329
21959609,P4-1406
21959641,P4-1457
21959676,P4-1406
21959684,P4-1415
21959692,P4-1407
21959706,P4-1488
21959714,P4-1408
21959722,P4-1405
21959773,P4-1205
21959781,P4-1205
21959790,P4-1205
21959811,P4-1482
21959846,P4-1488
21959854,P4-1402
21959862,P4-1213
21959871,P4-1412
21959889,P4-1410
21959897,P4-1340
21959919,P4-1465
21959927,P4-1487
21959935,P4-1465
21959951,P4-1462
21959960,P4-1472
21959986,P4-1481
21959994,P4-1465
21960011,P4-1472
21960038,P4-1481
21960054,P4-1472
21960062,P4-1411
21960071,P4-1470
21960089,P4-1335
21960097,P4-1472
21960101,P4-1465
21960135,P4-1406
21960143,P4-1499
21960160,P4-1329
21960178,P4-1499
21960186,P4-1412
21960194,P4-1412
21960216,P4-1638
21960224,P4-1413
21960241,P4-1412
21960259,P4-1482
21960267,P4-1342
21960283,P4-1410
21960305,P4-1402
21960321,P4-1343
21960330,P4-1410
21960348,P4-1342
21960356,P4-1343
21960364,P4-1342
21960381,P4-1499
21960402,P4-1491
21960411,P4-1406
21960429,P4-1343
21960445,P4-1638
21960453,P4-1335
21960461,P4-1335
21960470,P4-1324
21960488,P4-1335
21960526,P4-1403
21960551,P4-1343
21960569,P4-1345
21960585,P4-1345
21960631,P4-1413
21960640,P4-1410
21960666,P4-1343
21960674,P4-1408
21960691,P4-1379
21960704,P4-1379
21960712,P4-1341
21960739,P4-1341
21960755,P4-1340
21960763,P4-1341
21960780,P4-1341
21960798,P4-1341
21960801,P4-1341
21960810,P4-1346
21960828,P4-1346
21960836,P4-1346
21960852,P4-1359
21960879,P4-1413
21960887,P4-1346
21960895,P4-1215
21960909,P4-1499
21960917,P4-1413
21960933,P4-1215
21960941,P4-1217
21960950,P4-1215
21960968,P4-1472
21960984,P4-1217
21960992,P4-1217
21961018,P4-1343
21961042,P4-1213
21961051,P4-1413
21961085,P4-1217
21961093,P4-1343
21961131,P4-1204
21961140,P4-1411
21961166,P4-1032
21961204,P4-1221
21961212,P4-1469
21961221,P4-1472
21961239,P4-1223
21961247,P4-1427
21961263,P4-1487
21961271,P4-1487
21961280,P4-1427
21961301,P4-1471
21961310,P4-1476
21961328,P4-1415
21961336,P4-1472
21961352,P4-1347
21961361,P4-1486
21961379,P4-1486
21961387,P4-1486
21961395,P4-1456
21961409,P4-1042
21961417,P4-1418
21961433,P4-1455
21961441,P4-1349
21961450,P4-1217
21961468,P4-1424
21961484,P4-1417
21961492,P4-1415
21961514,P4-1424
21961549,P4-1352
21961557,P4-1474
21961573,P4-1352
21961590,P4-1419
21961603,P4-1352
21961611,P4-1408
21961620,P4-1404
21961638,P4-1404
21961662,P4-1424
21961671,P4-1424
21961701,P4-1425
21961719,P4-1482
21961727,P4-1419
21961735,P4-1419
21961743,P4-1419
21961751,P4-1476
21961760,P4-1476
21961778,P4-1225
21961786,P4-1225
21961794,P4-1480
21961816,P4-1499
21961824,P4-1404
21961859,P4-1035
21961867,P4-1205
21961883,P4-1418
21961891,P4-1418
21961913,P4-1418
21961921,P4-1421
21961956,P4-1422
21961981,P4-1456
21962006,P4-1480
21962014,P4-1217
21962022,P4-1638
21962031,P4-1423
21962057,P4-1347
21962065,P4-1465
21962073,P4-1221
21962081,P4-1331
21962090,P4-1407
21962103,P4-1407
21962111,P4-1487
21962120,P4-1208
21962154,P4-1207
21962171,P4-1409
21962189,P4-1409
21962197,P4-1409
21962219,P4-1225
21962227,P4-1224
21962235,P4-1486
21962251,P4-1206
21962294,P4-1340
21962308,P4-1452
21962316,P4-1225
21962324,P4-1421
21962332,P4-1638
21962341,P4-1404
21962359,P4-1225
21962367,P4-1423
21962375,P4-1469
21962383,P4-1469
21962391,P4-1215
21962405,P4-1225
21962413,P4-1225
21962421,P4-1037
21962430,P4-1207
21962448,P4-1452
21962456,P4-1408
21962464,P4-1409
21962472,P4-1331
21962481,P4-1229
21962499,P4-1343
21962502,P4-1427
21962511,P4-1335
21962529,P4-1037
21962537,P4-1481
21962545,P4-1223
21962553,P4-1223
21962561,P4-1233
21962570,P4-1233
21962588,P4-1233
21962596,P4-1036
21962600,P4-1036
21962618,P4-1036
21962626,P4-1036
21962634,P4-1036
21962642,P4-1480
21962651,P4-1034
21962669,P4-1035
21962677,P4-1331
21962685,P4-1331
21962693,P4-1638
21962715,P4-1207
21962723,P4-1213
21962731,P4-1207
21962758,P4-1482
21962774,P4-1213
21962791,P4-1480
21962804,P4-1480
21962812,P4-1480
21962821,P4-1480
21962839,P2-0185
21962847,P4-1206
21962855,P4-1206
21962863,P4-1213
21962910,P4-1235
21962936,P4-1037
21962944,P4-1342
21962952,P4-1037
21962961,P4-1037
21962979,P4-1014
21962987,P4-1037
21963002,P4-1014
21963011,P4-1014
21963029,P4-1035
21963045,P4-1456
21963053,P4-1454
21963061,P4-1454
21963088,P4-1042
21963126,P4-1014
21963142,P4-1042
21963193,P4-1202
21963207,P4-1638
21963231,P4-1234
21963240,P4-1235
21963266,P4-1215
21963274,P4-1234
21963291,P4-1346
21963304,P4-1213
21963321,P4-1213
21963347,P4-1638
21963371,P4-1638
21963436,P4-1638
21963444,P4-1638
21963452,P4-1227
21963487,P4-1452
21963495,P4-1452
21963509,P4-1480
21963517,P4-1206
21963525,P4-1454
21963533,P4-1454
21963550,P4-1480
21963568,P4-1480
21963649,P4-1480
21963665,P4-1213
21963673,P4-1213
21963681,P4-1421
21963690,P4-1224
21963711,P4-1213
21963720,P4-1479
21963738,P4-1208
21963746,P4-1208
21963754,P4-1482
21963762,P4-1352
21963771,P4-1454
21963789,P4-1473
21963797,P4-1202
21963801,P4-1202
21963827,P4-1213
21963835,P4-1210
21963843,P4-1206
21963851,P4-1464
21963878,P4-1210
21963886,P4-1213
21963894,P4-1213
21963908,P4-1329
21963916,P4-1329
21963924,P4-1215
21963967,P4-1210
21963975,P4-1207
21963983,P4-1207
21964009,P4-1335
21964017,P4-1335
21964041,P4-1482
21964050,P4-1035
21964068,P4-1034
21964084,P4-1329
21964092,P4-1225
21964106,P4-1227
21964122,P4-1225
21964149,P4-1465
21964157,P4-1233
21964165,P4-1207
21964181,P4-1225
21964203,P4-1328
21964211,P4-1347
21964220,P4-1347
21964238,P4-2101
21964262,P4-1402
21964271,P4-1215
21964289,P4-1423
21964301,P4-1208
21964319,P4-1470
21964327,P4-1206
21964335,P4-1210
21964343,P4-1471
21964351,P4-1223
21964360,P4-1454
21964386,P4-1223
21964408,P4-1223
21964416,P4-1213
21964424,P4-1223
21964432,P4-1202
21964441,P4-1221
21964459,P4-1206
21964467,P4-1454
21964475,P4-1213
21964530,P4-1234
21964548,P4-1234
21964556,P4-1213
21964564,P4-1406
21964572,P4-1350
21964581,P4-1350
21964599,P4-1205
21964602,P4-1421
21964611,P4-1421
21964637,P4-1414
21964645,P4-1471
21964653,P4-1211
21964661,P4-1211
21964670,P4-1211
21964688,P4-1476
21964696,P4-1476
21964700,P4-1476
21964718,P4-1476
21964734,P4-1234
21964742,P4-1233
21964751,P4-1424
21964769,P4-1404
21964777,P4-1234
21964785,P4-1208
21964793,P4-1480
21964807,P4-1425
21964815,P4-1207
21964831,P4-1477
21964840,P4-1477
21964858,P4-1211
21964866,P4-1211
21964874,P4-1471
21964882,P4-1211
21964891,P4-1223
21964904,P4-1042
21964921,P4-1351
21964947,P4-1459
21964963,P4-1459
21964971,P4-1224
21964980,P4-1462
21965021,P4-1044
21965030,P4-1044
21965064,P4-1045
21965081,P4-1039
21965099,P4-1379
21965145,P4-1359
21965153,P4-1359
21965161,P4-1359
21965170,P4-1359
21965188,P4-1359
21965200,P4-1385
21965218,P4-1385
21965242,P4-1354
21965251,P4-1354
21965269,P4-1346
21965285,P4-1356
21965307,P4-1347
21965323,P4-1354
21965331,P4-1354
21965340,P4-1353
21965358,P4-1353
21965382,P4-1349
21965391,P4-1452
21965412,P4-1451
21965421,P4-2093
21965439,P4-2093
21965447,P4-1430
21965455,P4-1430
21965471,P4-1451
21965480,P4-1447
21965498,P4-1447
21965501,P4-1447
21965510,P4-1447
21965528,P4-1447
21965536,P4-1437
21965552,P4-1407
21965561,P4-1407
21965579,P4-1407
21965609,P4-1401
21965617,P4-1401
21965625,P4-1334
21965633,P4-1334
21965641,P4-1331
21965650,P4-1331
21965676,P4-1202
21965684,P4-1202
21965692,P4-1202
21965706,P4-1202
21965714,P4-1202
21965731,P4-1202
21965757,P4-1202
21965765,P4-1202
21965773,P4-1202
21965790,P4-1202
21965803,P4-1202
21965846,P4-1202
21965927,P4-1032
21965960,P4-1032
21965986,P4-1032
21966001,P4-1638
21966010,P4-1202
21966028,P4-1033
21966036,P4-1032
21966044,P4-1032
21966052,P4-1032
21966109,P4-1014
21966141,P4-1014
21966168,P4-1030
21966184,P4-1030
21966206,P4-1028
21966222,P4-1030
21966249,P4-1029
21966257,P4-1029
21966273,P4-1037
21966281,P4-1037
21966290,P4-1037
21966303,P4-1036
21966311,P4-1036
21966320,P4-1036
21966338,P4-1036
21966346,P4-1036
21966354,P4-1036
21966362,P4-1042
21966371,P4-1471
21966389,P4-1471
21966397,P4-1037
21966401,P4-1033
21966419,P4-1447
21966435,P4-1459
21966443,P4-1406
21966451,P4-1406
21966460,P4-1479
21966478,P4-1459
21966486,P4-1452
21966494,P4-1355
21966508,P4-1227
21966516,P4-1044
21966532,P4-1207
21966541,P4-1207
21966559,P4-1208
21966567,P4-1208
21966591,P4-1205
21966605,P4-1205
21966613,P4-1446
21966621,P4-1447
21966630,P4-1437
21966648,P4-1446
21966656,P4-1446
21966664,P4-1035
21966672,P4-1035
21966681,P4-1225
21966699,P4-1225
21966711,P4-1473
21966729,P4-1473
21966737,P4-1474
21966745,P4-1474
21966753,P4-1014
21966761,P4-1014
21966770,P4-1014
21966788,P4-1014
21966796,P4-1014
21966800,P4-1014
21966818,P4-1014
21966826,P4-1014
21966834,P4-1014
21966842,P4-1034
21966851,P4-1034
21966869,P4-1034
21966877,P4-1034
21966885,P4-1039
21966893,P4-1039
21966907,P4-1039
21966915,P4-1487
21966923,P4-1487
21966931,P4-1487
21966940,P4-1205
21966958,P4-1034
21966966,P4-1034
21966974,P4-1491
21966982,P4-1494
21967016,P4-1354
21967024,P4-1354
21967032,P4-1354
21967041,P4-1354
21967059,P4-1034
21967067,P4-1034
21967075,P4-1404
21967083,P4-1205
21967091,P4-1014
21967113,P4-1040
21967121,P4-1040
21967130,P4-1040
21967148,P4-1040
21967156,P4-1629
21967164,P4-1629
21967172,P4-1629
21967181,P4-1629
21967199,P4-1631
21967202,P4-1329
21967229,P4-1631
21967237,P4-1631
21967245,P4-1631
21967253,P4-1631
21967261,P4-1631
21967270,P4-1631
21967288,P4-1631
21967296,P4-1631
21967300,P4-1631
21967318,P4-1631
21967326,P4-1631
21967334,P4-1631
21967342,P4-1631
21967351,P4-1631
21967369,P4-1631
21967377,P4-1631
21967385,P4-1631
21967393,P4-1631
21967407,P4-1631
21967415,P4-1631
21967423,P4-1631
21967431,P4-1638
21967440,P4-1638
21967458,P4-1638
21967466,P4-1638
21967474,P4-1638
21967482,P4-1638
21967491,P4-1638
21967504,P4-1638
21967512,P4-1601
21967521,P4-1601
21967539,P4-1601
21967547,P4-1601
21967580,P4-1601
21967598,P4-1601
21967601,P4-1601
21967610,P4-1601
21967628,P4-1601
21967636,P4-1601
21967644,P4-1601
21967652,P4-1601
21967661,P4-1601
21967679,P4-1601
21967687,P4-1601
21967695,P4-1601
21967709,P4-1601
21967750,P4-1012
21967784,P4-1208
21967792,P4-1207
21967806,P4-1207
21967822,P4-1213
21967831,P4-1213
21967849,P4-1213
21967865,P4-1208
21967873,P4-1208
21967881,P4-1208
21967890,P4-1202
21967903,P4-1032
21967911,P4-1328
21967920,P4-1328
21967938,P4-1205
21967954,P4-1213
21967962,P4-1234
21967971,P4-1234
21967989,P4-1215
21967997,P4-1205
21968004,P4-1325
21968012,P4-1325
21968039,P4-1233
21968047,P4-1385
21968055,P4-1629
21968080,P4-1451
21968101,P4-1456
21968110,P4-1457
21968128,P4-1457
21968187,P4-1208
21968209,P4-1217
21968225,P4-1356
21968233,P4-1411
21968250,P4-1205
21968276,P4-1452
21968284,P4-1000
21968292,P4-1417
21968306,P4-1223
21968314,P4-1213
21968365,P4-1040
21968373,P4-1040
21968381,P4-1213
21968390,P4-1230
21968403,P4-1230
21968411,P4-1230
21968420,P4-1230
21968438,P4-1635
21968471,P4-1356
21968489,P4-1205
21968501,P4-1457
21968519,P4-1419
21968527,P4-1223
21968543,P4-1346
21968551,P4-1223
21968560,P4-1223
21968578,P4-1223
21968586,P4-1223
21968608,P4-1213
21968616,P4-1223
21968659,P4-1205
21968691,P4-1223
21968705,P4-1424
21968713,P4-1040
21968730,P4-1455
21968748,P4-1454
21968802,P4-1413
21968829,P4-1213
21968845,P4-1218
21968861,P4-1218
21968888,P4-1218
21968918,P4-1218
21968926,P4-1218
21968951,P4-1218
21968969,P4-1218
21969019,P4-1040
21969027,P4-1040
21969035,P4-1420
21969043,P4-1420
21969051,P4-1420
21969060,P4-1420
21969078,P4-1455
21969086,P4-1455
21969094,P4-1455
21969108,P4-1455
21969116,P4-1455
21969124,P4-1455
21969159,P4-1426
21969167,P4-1426
21969175,P4-1426
21969191,P4-1466
21969205,P4-1466
21969213,P4-1466
21969221,P4-1466
21969230,P4-1466
21969248,P4-1208
21969256,P4-1208
21969272,P4-1044
21969302,P4-1037
21969311,P4-1011
21969329,P4-1223
21969337,P4-1235
21969345,P4-1235
21969353,P4-1235
21969361,P4-1235
21969370,P4-1235
21969388,P4-1324
21969396,P4-1000
21969400,P4-1000
21969418,P4-1457
21969434,P4-1457
21969469,P4-1205
21969523,P4-1421
21969531,P4-1205
21969558,P4-1417
21969566,P4-1327
21969574,P4-1327
21969582,P4-1455
21969591,P4-1455
21969604,P4-1455
21969647,P4-1457
21969671,P4-1014
21969680,P4-1014
21969698,P4-1014
21969701,P4-1214
21969710,P4-1214
21969728,P4-1214
21969736,P4-1214
21969744,P4-1214
21969752,P4-1214
21969761,P4-1214
21969779,P4-1214
21972915,P10-1038
21973458,P10-1030
21981558,P4-0816
21981591,P4-0816
21981825,P4-0816
21981876,P4-0816
21981906,P4-0816
21982023,P4-0816
21982279,P4-0816
21982538,P4-0816
21982741,P4-0816
21982970,P4-0816
21983151,P4-0816
21983186,P4-0816
21983283,P4-0816
21983747,P4-0816
21983798,P4-0816
21983933,P4-0816
21984000,P4-0816
21984085,P4-0816
21984174,P4-0819
21984204,P4-0819
21984417,P4-0819
21984646,P10-1125
21984832,P4-0816
21984921,P10-1125
21984956,P10-1125
21985057,P10-1125
21985081,P10-1125
21985367,P4-0816
21985391,P10-1125
21985600,P10-1122
21985791,P10-1122
21985863,P10-1121
21986401,P10-1044
21986452,P10-1044
21986614,P10-1044
21986681,P10-1042
21987068,P10-1044
21987203,P10-1044
21987301,P10-1044
21987335,P10-1044
21987467,P10-1044
21987572,P10-1044
21987688,P10-1044
21987696,P10-1044
21987866,P10-1044
21987971,P10-1044
21987980,P10-1044
21988161,P10-1044
21988315,P10-1044
21988528,P10-1044
21988609,P10-1044
21988692,P10-1044
21988706,P10-1044
21988919,P4-0816
21989265,P4-0816
21989478,P4-0816
21989567,P4-0816
21989800,P4-0816
21989940,P4-0816
21989982,P4-0816
21990158,P4-0816
21990204,P4-0816
21990328,P4-0816
21990425,P4-0816
21990492,P4-0816
21990549,P4-0816
21990581,P4-0816
21990620,P4-0816
21990743,P4-0816
21990832,P4-0816
21991031,P4-0816
21991081,P4-0816
21991251,P10-1122
21991502,P10-1125
21991707,P10-1125
21991812,P10-1122
21991901,P10-1125
21992029,P10-1122
21992321,P10-1121
21992380,P10-1044
21992461,P10-1044
21992860,P4-0816
21992975,P10-1044
21993190,P10-1044
21993289,P10-1044
21993319,P10-1044
21993335,P10-1044
21993530,P10-1121
21993564,P10-1121
21993823,P4-0816
21993955,P4-0816
21994048,P10-1038
21994536,P4-0819
21994676,P10-1121
21994714,P10-1121
21994722,P10-1121
21994749,P10-1121
21994773,P10-1044
21994781,P10-1121
21994820,P10-1044
21994862,P10-1044
21994935,P10-1044
21994943,P10-1044
21994951,P10-1044
21994960,P10-1044
21994978,P10-1044
21995010,P10-1044
21995044,P10-1044
21995061,P10-1044
21995079,P10-1044
21995087,P10-1044
21995117,P10-1044
21995133,P10-1044
21995141,P10-1044
21995168,P10-1044
21995176,P10-1044
21995206,P10-1044
21995265,P10-1044
21995311,P10-1044
21995354,P10-1044
21995362,P10-1044
21995397,P10-1044
21995427,P10-1044
21995443,P10-1044
21995451,P10-1042
21995460,P10-1042
21995494,P10-1044
21995541,P4-0819
21995559,P4-0816
21995567,P4-0816
21995613,P4-0816
21995630,P4-0816
21995648,P4-0816
21995672,P4-0816
21995699,P4-0816
21995711,P10-1042
21995753,P10-1042
21995800,P10-1042
21995818,P10-1038
21995826,P10-1038
21995851,P10-1038
21995869,P10-1038
21995877,P10-1038
21995893,P10-1042
21995931,P10-1042
21995982,P10-1038
21996008,P10-1038
21996016,P10-1038
21996024,P10-1038
21996083,P10-1038
21996091,P10-1038
21996130,P10-1038
21996164,P10-1038
21996181,P10-1038
21996237,P10-1038
21996261,P10-1038
21996270,P4-0816
21996288,P4-0816
21996296,P4-0816
21996318,P4-0816
21996326,P4-0819
21996377,P4-0819
21996385,P4-0819
21996466,P10-1125
21996482,P10-1125
21996491,P10-1125
21996539,P10-1125
21996547,P10-1125
21996555,P10-1125
21996644,P10-1042
21996661,P10-1042
21996679,P10-1042
21996687,P10-1038
21996709,P10-1042
21996717,P10-1042
21996733,P10-1038
21996750,P10-1038
21996776,P10-1038
21996784,P10-1038
21996792,P10-1038
21996806,P10-1038
21996831,P10-1038
21996849,P10-1038
21996865,P10-1038
21996873,P10-1038
21996903,P10-1038
21996911,P10-1038
21996920,P10-1038
21996938,P10-1038
21996954,P10-1038
21996962,P10-1038
21997055,P10-1044
21997071,P10-1044
21997110,P10-1044
21997128,P10-1044
21997144,P10-1044
21997152,P10-1044
21997217,P10-1038
21997225,P10-1038
21997241,P10-1038
21997276,P10-1038
21997284,P10-1038
21997292,P10-1038
21997306,P10-1038
21997314,P10-1038
21997331,P10-1038
21997365,P10-1038
21997390,P10-1038
21997420,P10-1044
21997519,P4-0816
21997543,P10-1125
21997560,P10-1125
21997578,P10-1125
21997586,P10-1125
21997616,P10-1038
21997624,P10-1038
21997641,P10-1038
21997659,P10-1038
21997667,P10-1038
21997675,P10-1038
21997705,P10-1038
21997799,P10-1038
21997811,P10-1038
21997829,P10-1038
21997837,P10-1038
21997845,P4-0819
21997853,P4-0819
21997861,P4-0819
21997870,P4-0819
21997888,P10-1042
21997896,P10-1042
21997900,P10-1042
21998094,P5-4013
21998141,P5-4013
21998167,P5-4012
21998175,P5-4013
21998205,P5-4013
21998281,P5-4013
21998345,P5-4013
21998370,P5-4013
21998388,P5-4013
21998426,P5-4013
