MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202001	8644	8029	6505	2108	0	31	6058	1953	0	18	188	90	0
P02	202001	12025	11352	7737	4288	0	0	7370	3982	0	0	118	123	0
P03	202001	14919	14322	10450	4469	0	0	10022	4300	0	0	172	123	0
P04	202001	22663	21829	13385	9073	205	0	12909	8728	192	0	228	184	0
P05	202001	12727	12145	7367	5134	226	0	7144	4792	209	0	198	117	0
P06	202001	25938	24874	17069	8864	5	0	16537	8332	5	0	266	200	0
P07	202001	9698	9270	6918	2218	562	0	6574	2162	534	0	95	94	0
P08	202001	15010	14447	9854	5047	109	0	9557	4796	94	0	175	99	0
P09	202001	3815	3668	0	3815	0	0	0	3668	0	0	47	65	0
P13	202001	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202001	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	202001	126	120	0	0	126	0	0	0	120	0	4	3	0
