MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202311	9160	7848	6837	2021	50	252	6061	1737	50	0	218	87	4
P02	202311	12244	11293	8460	3734	2	48	7869	3422	2	0	130	113	1
P03	202311	15088	14406	11728	3360	0	0	11192	3214	0	0	187	103	11
P04	202311	22908	21856	13755	8934	209	10	13201	8476	179	0	256	170	15
P05	202311	20289	19387	10282	9817	169	21	9955	9314	118	0	243	104	37
P06	202311	28771	27226	19548	9173	5	45	18660	8561	5	0	299	199	13
P07	202311	9707	9268	6952	2148	602	5	6667	2052	549	0	105	65	25
P08	202311	15792	15004	10268	5367	73	84	9882	5051	71	0	201	85	17
P09	202311	10922	10498	0	10922	0	0	0	10498	0	0	100	53	60
P10	202311	25574	24717	18147	7228	135	64	17679	6934	104	0	161	91	21
P13	202311	60	55	0	0	60	0	0	0	55	0	5	2	0
P16	202311	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202311	3924	3766	0	3924	0	0	0	3766	0	0	46	6	18
P22	202311	131	120	0	0	131	0	0	0	120	0	5	3	0
