MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202504	9175	7788	6890	1981	50	254	6059	1679	50	0	219	91	3
P02	202504	12116	11252	8435	3628	2	51	7931	3319	2	0	131	110	1
P03	202504	15064	14371	11724	3340	0	0	11188	3183	0	0	192	103	11
P04	202504	22874	21832	13768	8897	199	10	13223	8440	169	0	260	170	15
P05	202504	20257	19388	10324	9743	169	21	10004	9266	118	0	241	105	37
P06	202504	28932	27411	19499	9385	5	43	18630	8776	5	0	301	199	22
P07	202504	9661	9137	6993	2076	579	13	6642	1979	516	0	105	63	22
P08	202504	18618	17757	12664	5819	51	84	12258	5467	32	0	214	88	23
P09	202504	11011	10572	0	11011	0	0	0	10572	0	0	107	52	57
P10	202504	25595	24796	18155	7284	94	62	17715	7011	70	0	161	90	21
P13	202504	60	55	0	0	60	0	0	0	55	0	5	2	0
P16	202504	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202504	3946	3759	0	3946	0	0	0	3759	0	0	48	6	18
P22	202504	131	120	0	0	131	0	0	0	120	0	5	3	0
