MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201902	8667	8013	6543	2093	0	31	6068	1927	0	18	196	90	0
P02	201902	12109	11492	7645	4464	0	0	7292	4200	0	0	119	125	0
P03	201902	14948	14354	10444	4504	0	0	10019	4335	0	0	176	123	0
P04	201902	16588	15810	8637	7722	229	0	8225	7373	212	0	283	142	0
P05	201902	10153	9577	4865	5062	226	0	4662	4708	207	0	187	111	0
P06	201902	21886	20922	13554	8327	5	0	13091	7826	5	0	250	189	0
P07	201902	9632	9221	6918	2136	578	0	6565	2104	552	0	87	94	0
P08	201902	15190	14606	9813	5268	109	0	9507	5005	94	0	177	99	0
P13	201902	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201902	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201902	126	120	0	0	126	0	0	0	120	0	4	3	0
