MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201912	8641	8020	6497	2113	0	31	6044	1958	0	18	188	90	0
P02	201912	12025	11353	7737	4288	0	0	7371	3982	0	0	118	125	0
P03	201912	14919	14322	10450	4469	0	0	10022	4300	0	0	172	122	0
P04	201912	22657	21825	13385	9067	205	0	12911	8722	192	0	228	183	0
P05	201912	12729	12148	7367	5136	226	0	7146	4793	209	0	198	117	0
P06	201912	25979	24920	17108	8866	5	0	16574	8341	5	0	266	200	0
P07	201912	9693	9267	6913	2218	562	0	6566	2165	536	0	94	94	0
P08	201912	15013	14444	9854	5050	109	0	9558	4792	94	0	175	99	0
P13	201912	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201912	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201912	126	120	0	0	126	0	0	0	120	0	4	3	0
