MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201911	8641	8019	6499	2111	0	31	6045	1956	0	18	189	90	0
P02	201911	12025	11352	7687	4338	0	0	7327	4025	0	0	118	125	0
P03	201911	14927	14330	10458	4469	0	0	10030	4300	0	0	171	122	0
P04	201911	16316	15625	8599	7488	229	0	8228	7183	214	0	194	141	0
P05	201911	12742	12149	7380	5136	226	0	7159	4784	206	0	198	117	0
P06	201911	25979	24920	17108	8866	5	0	16574	8341	5	0	266	200	0
P07	201911	9715	9289	6917	2218	580	0	6570	2165	554	0	94	95	0
P08	201911	14979	14406	9820	5050	109	0	9521	4791	94	0	175	99	0
P13	201911	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201911	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201911	126	120	0	0	126	0	0	0	120	0	4	3	0
