MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202203	8547	7896	6567	1980	0	0	6093	1803	0	0	189	87	0
P02	202203	11956	11329	8279	3677	0	0	7902	3427	0	0	119	113	0
P03	202203	15012	14413	11663	3349	0	0	11196	3217	0	0	175	103	11
P04	202203	22598	21773	13417	8978	203	0	12954	8631	188	0	230	184	0
P05	202203	20177	19404	10526	9506	145	0	10214	9074	116	0	226	104	35
P06	202203	28401	27296	19436	8955	5	5	18867	8424	5	0	275	197	11
P07	202203	9683	9240	6931	2195	552	5	6587	2123	530	0	99	68	25
P08	202203	15349	14766	9913	5326	110	0	9622	5053	91	0	181	85	17
P09	202203	10652	10268	0	10652	0	0	0	10268	0	0	93	53	60
P10	202203	25450	24714	18191	7133	126	0	17718	6892	104	0	140	91	21
P13	202203	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202203	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202203	3611	3506	0	3611	0	0	0	3506	0	0	31	6	15
P22	202203	126	120	0	0	126	0	0	0	120	0	4	3	0
