MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201906	8646	7998	6520	2095	0	31	6050	1930	0	18	189	90	0
P02	201906	12086	11407	7654	4432	0	0	7291	4116	0	0	119	125	0
P03	201906	14993	14393	10481	4512	0	0	10050	4343	0	0	176	122	0
P04	201906	16318	15535	8594	7495	229	0	8183	7140	212	0	282	141	0
P05	201906	10140	9569	4894	5020	226	0	4695	4668	206	0	191	112	0
P06	201906	21909	20943	13541	8363	5	0	13076	7862	5	0	249	188	0
P07	201906	9715	9288	6918	2219	578	0	6570	2166	552	0	87	95	0
P08	201906	15188	14610	9811	5268	109	0	9509	5007	94	0	177	99	0
P13	201906	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201906	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201906	126	120	0	0	126	0	0	0	120	0	4	3	0
