MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201811	8698	8042	6571	2096	0	31	6094	1930	0	18	197	90	0
P02	201811	12096	11490	7624	4472	0	0	7278	4212	0	0	119	125	0
P03	201811	14989	14395	10457	4532	0	0	10037	4358	0	0	175	122	0
P04	201811	16573	15793	8624	7720	229	0	8211	7370	212	0	282	142	0
P05	201811	9358	8804	4105	5012	241	0	3922	4666	216	0	177	110	0
P06	201811	18548	17657	11123	7420	5	0	10707	6945	5	0	217	165	0
P07	201811	9560	9149	6888	2130	542	0	6530	2099	520	0	88	90	0
P08	201811	13937	13413	8791	5037	109	0	8533	4786	94	0	168	96	0
P13	201811	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201811	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201811	126	120	0	0	126	0	0	0	120	0	4	3	0
