MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202404	9128	7783	6847	1977	50	254	6049	1684	50	0	220	90	3
P02	202404	12223	11275	8457	3716	2	48	7866	3407	2	0	132	113	1
P03	202404	15085	14406	11720	3365	0	0	11191	3215	0	0	189	99	11
P04	202404	22893	21855	13745	8939	199	10	13203	8483	169	0	258	170	15
P05	202404	20272	19378	10268	9814	169	21	9944	9316	118	0	243	105	37
P06	202404	28793	27246	19509	9236	5	43	18618	8623	5	0	300	198	13
P07	202404	9689	9251	6953	2125	601	10	6668	2035	548	0	105	67	25
P08	202404	15840	15020	10293	5390	73	84	9904	5045	71	0	202	85	17
P09	202404	10856	10436	0	10856	0	0	0	10436	0	0	101	53	57
P10	202404	25560	24720	18134	7268	94	64	17677	6973	70	0	161	91	21
P13	202404	60	55	0	0	60	0	0	0	55	0	5	2	0
P16	202404	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202404	3920	3758	0	3920	0	0	0	3758	0	0	45	6	18
P22	202404	131	120	0	0	131	0	0	0	120	0	5	3	0
