MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202002	8640	8028	6503	2106	0	31	6059	1951	0	18	187	90	0
P02	202002	12025	11353	7733	4292	0	0	7367	3986	0	0	118	123	0
P03	202002	14918	14325	10449	4469	0	0	10022	4303	0	0	173	123	0
P04	202002	22679	21839	13401	9073	205	0	12923	8724	192	0	226	184	0
P05	202002	12725	12146	7366	5133	226	0	7145	4792	209	0	198	117	0
P06	202002	25930	24873	17062	8863	5	0	16536	8332	5	0	266	200	0
P07	202002	9739	9311	6937	2240	562	0	6593	2184	534	0	96	94	0
P08	202002	15011	14445	9855	5047	109	0	9555	4796	94	0	175	98	0
P09	202002	3812	3661	0	3812	0	0	0	3661	0	0	47	65	0
P13	202002	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202002	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	202002	126	120	0	0	126	0	0	0	120	0	4	3	0
