MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202109	8576	7947	6554	2022	0	0	6094	1853	0	0	188	87	0
P02	202109	11986	11347	8308	3678	0	0	7914	3433	0	0	121	113	0
P03	202109	15116	14518	11681	3435	0	0	11214	3304	0	0	177	102	10
P04	202109	22614	21781	13435	8976	203	0	12966	8627	188	0	231	183	0
P05	202109	14404	13785	9590	4712	102	0	9284	4414	87	0	208	105	3
P06	202109	27720	26636	18827	8888	5	0	18271	8360	5	0	273	195	10
P07	202109	9688	9266	6935	2193	558	2	6595	2133	538	0	99	68	25
P08	202109	15339	14760	9913	5317	109	0	9618	5048	94	0	181	83	17
P09	202109	10622	10242	0	10622	0	0	0	10242	0	0	95	53	61
P10	202109	25468	24717	18185	7157	126	0	17693	6920	104	0	138	91	21
P13	202109	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202109	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202109	3611	3506	0	3611	0	0	0	3506	0	0	31	6	15
P22	202109	126	120	0	0	126	0	0	0	120	0	4	3	0
