MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202006	8622	8024	6525	2097	0	0	6080	1944	0	0	187	89	0
P02	202006	12020	11393	8264	3756	0	0	7876	3517	0	0	118	113	0
P03	202006	14958	14366	10498	4460	0	0	10071	4295	0	0	176	123	0
P04	202006	22633	21791	13334	9097	202	0	12856	8743	192	0	228	185	0
P05	202006	12750	12163	7391	5257	102	0	7165	4910	88	0	198	117	0
P06	202006	25923	24874	17030	8888	5	0	16521	8348	5	0	267	201	0
P07	202006	9763	9347	6939	2253	569	2	6601	2196	550	0	97	94	0
P08	202006	15008	14446	9854	5045	109	0	9555	4797	94	0	175	97	0
P09	202006	3809	3661	0	3809	0	0	0	3661	0	0	47	65	0
P13	202006	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202006	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	202006	126	120	0	0	126	0	0	0	120	0	4	3	0
