MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201904	8667	8014	6541	2095	0	31	6068	1928	0	18	195	90	0
P02	201904	12116	11491	7668	4448	0	0	7307	4184	0	0	119	125	0
P03	201904	14960	14364	10448	4512	0	0	10021	4343	0	0	176	122	0
P04	201904	16548	15760	8642	7677	229	0	8230	7318	212	0	280	142	0
P05	201904	10140	9573	4856	5058	226	0	4658	4709	206	0	191	111	0
P06	201904	21941	20968	13570	8366	5	0	13103	7860	5	0	248	189	0
P07	201904	9632	9225	6918	2136	578	0	6569	2104	552	0	87	94	0
P08	201904	15190	14610	9813	5268	109	0	9509	5007	94	0	177	99	0
P13	201904	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201904	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201904	126	120	0	0	126	0	0	0	120	0	4	3	0
