MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201903	8669	8016	6545	2093	0	31	6072	1926	0	18	196	90	0
P02	201903	12107	11488	7659	4448	0	0	7304	4184	0	0	119	125	0
P03	201903	14961	14365	10450	4511	0	0	10024	4341	0	0	176	122	0
P04	201903	16588	15810	8637	7722	229	0	8225	7373	212	0	283	142	0
P05	201903	10035	9472	4856	4953	226	0	4657	4609	206	0	185	111	0
P06	201903	21936	20975	13567	8364	5	0	13106	7864	5	0	250	189	0
P07	201903	9632	9222	6918	2136	578	0	6566	2104	552	0	87	94	0
P08	201903	15189	14606	9812	5268	109	0	9506	5006	94	0	177	99	0
P13	201903	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201903	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201903	126	120	0	0	126	0	0	0	120	0	4	3	0
