MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202204	8534	7887	6553	1981	0	0	6083	1804	0	0	191	87	0
P02	202204	11964	11337	8287	3677	0	0	7910	3427	0	0	119	113	0
P03	202204	15012	14414	11663	3349	0	0	11197	3217	0	0	174	103	11
P04	202204	22550	21727	13414	8933	203	0	12952	8587	188	0	230	185	0
P05	202204	20405	19629	10533	9727	145	0	10220	9293	116	0	226	103	35
P06	202204	28402	27291	19412	8980	5	5	18838	8448	5	0	274	197	11
P07	202204	9681	9239	6929	2195	552	5	6586	2123	530	0	99	67	25
P08	202204	15349	14769	9913	5326	110	0	9623	5055	91	0	181	85	17
P09	202204	10639	10261	0	10639	0	0	0	10261	0	0	93	53	60
P10	202204	25475	24737	18190	7159	126	0	17716	6917	104	0	141	91	21
P13	202204	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202204	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202204	3606	3501	0	3606	0	0	0	3501	0	0	31	6	15
P22	202204	126	120	0	0	126	0	0	0	120	0	4	3	0
