MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202112	8578	7934	6553	2025	0	0	6086	1848	0	0	188	87	0
P02	202112	11960	11328	8282	3678	0	0	7898	3430	0	0	119	113	0
P03	202112	15069	14473	11660	3409	0	0	11195	3278	0	0	176	103	11
P04	202112	22600	21769	13418	8979	203	0	12953	8628	188	0	231	183	0
P05	202112	14404	13789	9590	4712	102	0	9284	4418	87	0	208	105	3
P06	202112	28412	27312	19456	8946	5	5	18890	8417	5	0	276	197	11
P07	202112	9685	9261	6932	2193	558	2	6592	2131	538	0	99	68	25
P08	202112	15340	14754	9913	5317	110	0	9619	5044	91	0	181	85	17
P09	202112	10642	10265	0	10642	0	0	0	10265	0	0	93	53	61
P10	202112	25475	24724	18192	7157	126	0	17699	6921	104	0	138	91	21
P13	202112	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202112	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202112	3611	3507	0	3611	0	0	0	3507	0	0	31	6	15
P22	202112	126	120	0	0	126	0	0	0	120	0	4	3	0
