MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202102	8576	7976	6551	2025	0	0	6113	1863	0	0	184	87	0
P02	202102	11994	11362	8287	3707	0	0	7895	3467	0	0	118	113	0
P03	202102	15077	14485	11658	3419	0	0	11196	3289	0	0	174	105	10
P04	202102	22766	21928	13452	9112	202	0	12976	8760	192	0	232	185	0
P05	202102	14389	13776	9582	4705	102	0	9281	4408	87	0	208	105	16
P06	202102	27773	26687	18844	8924	5	0	18292	8390	5	0	273	195	10
P07	202102	9702	9282	6938	2193	569	2	6597	2135	550	0	101	69	25
P08	202102	15119	14542	9921	5089	109	0	9620	4828	94	0	179	83	16
P09	202102	3808	3655	0	3808	0	0	0	3655	0	0	47	66	0
P10	202102	19740	19085	13628	6050	62	0	13217	5808	60	0	105	91	0
P13	202102	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202102	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	202102	126	120	0	0	126	0	0	0	120	0	4	3	0
