MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201809	8682	8047	6573	2078	0	31	6096	1933	0	18	198	90	0
P02	201809	12060	11448	7631	4429	0	0	7286	4162	0	0	119	125	0
P03	201809	14850	14231	10347	4503	0	0	9925	4306	0	0	177	122	0
P04	201809	16557	15774	8644	7684	229	0	8229	7333	212	0	280	139	0
P05	201809	9373	8817	4130	5000	243	0	3947	4654	216	0	177	110	0
P06	201809	18263	17369	10903	7355	5	0	10490	6874	5	0	221	164	0
P07	201809	9554	9134	6862	2130	562	0	6500	2099	535	0	89	90	0
P08	201809	13208	12700	8156	4941	111	0	7913	4693	94	0	167	94	0
P13	201809	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201809	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201809	126	120	0	0	126	0	0	0	120	0	4	3	0
