MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	201905	8647	7999	6521	2095	0	31	6051	1930	0	18	189	90	0
P02	201905	12064	11439	7632	4432	0	0	7271	4168	0	0	119	125	0
P03	201905	14961	14362	10449	4512	0	0	10019	4343	0	0	178	122	0
P04	201905	16337	15555	8616	7492	229	0	8206	7137	212	0	280	141	0
P05	201905	10140	9573	4894	5020	226	0	4695	4672	206	0	191	111	0
P06	201905	21932	20968	13561	8366	5	0	13098	7865	5	0	248	189	0
P07	201905	9632	9224	6918	2136	578	0	6568	2104	552	0	87	94	0
P08	201905	15188	14611	9811	5268	109	0	9510	5007	94	0	177	99	0
P13	201905	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	201905	20	18	0	0	20	0	0	0	18	0	2	1	0
P22	201905	126	120	0	0	126	0	0	0	120	0	4	3	0
