MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202111	8576	7940	6554	2022	0	0	6087	1853	0	0	188	87	0
P02	202111	11980	11342	8302	3678	0	0	7912	3430	0	0	120	113	0
P03	202111	15079	14482	11670	3409	0	0	11204	3278	0	0	176	103	11
P04	202111	22605	21775	13423	8979	203	0	12959	8628	188	0	231	183	0
P05	202111	14404	13785	9590	4712	102	0	9284	4414	87	0	208	105	3
P06	202111	28412	27312	19456	8946	5	5	18890	8417	5	0	276	197	11
P07	202111	9685	9262	6932	2193	558	2	6592	2132	538	0	99	68	25
P08	202111	15339	14756	9913	5317	109	0	9618	5044	94	0	181	85	17
P09	202111	10641	10265	0	10641	0	0	0	10265	0	0	93	53	61
P10	202111	25477	24726	18194	7157	126	0	17701	6921	104	0	138	91	21
P13	202111	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202111	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202111	3611	3507	0	3611	0	0	0	3507	0	0	31	6	15
P22	202111	126	120	0	0	126	0	0	0	120	0	4	3	0
