MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202512	9178	7796	6897	1970	57	254	6077	1662	57	0	218	92	3
P02	202512	12210	11361	8511	3645	4	50	8014	3343	4	0	130	110	1
P03	202512	15116	14403	11798	3318	0	0	11246	3157	0	0	199	103	11
P04	202512	22893	21820	13769	8917	197	10	13224	8443	153	0	264	170	15
P05	202512	20283	19408	10321	9773	168	21	9996	9294	118	0	240	106	38
P06	202512	28777	27408	19387	9333	14	43	18659	8735	14	0	302	200	21
P07	202512	9624	9053	7004	2061	546	13	6622	1955	476	0	107	64	21
P08	202512	18931	18043	12671	6125	51	84	12258	5753	32	0	216	88	23
P09	202512	10798	10355	0	10798	0	0	0	10355	0	0	107	52	57
P10	202512	25605	24804	18162	7287	94	62	17721	7013	70	0	161	90	21
P13	202512	60	54	0	0	60	0	0	0	54	0	5	2	0
P16	202512	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202512	3976	3782	0	3976	0	0	0	3782	0	0	48	6	18
P22	202512	131	120	0	0	131	0	0	0	120	0	5	3	0
