MC	Season	CELKEM_PS	PS_ZPS	RES_PS	MIX_PS	VIS_PS	OTH_PS	RES_PS_ZPS	MIX_PS_ZPS	VIS_PS_ZPS	OTH_PS_ZPS	POCINVST	PA_cnt	IB_cnt
P01	202104	8578	7967	6552	2026	0	0	6105	1862	0	0	187	87	0
P02	202104	11992	11362	8285	3707	0	0	7895	3467	0	0	117	113	0
P03	202104	15089	14494	11670	3419	0	0	11206	3288	0	0	175	101	9
P04	202104	22758	21929	13445	9111	202	0	12974	8763	192	0	232	185	0
P05	202104	14389	13772	9584	4703	102	0	9282	4403	87	0	208	105	3
P06	202104	27716	26631	18827	8884	5	0	18273	8353	5	0	272	195	10
P07	202104	9711	9288	6942	2198	569	2	6597	2141	550	0	101	69	25
P08	202104	15331	14747	9912	5310	109	0	9612	5041	94	0	181	83	17
P09	202104	10658	10274	0	10658	0	0	0	10274	0	0	94	61	53
P10	202104	19739	19083	13627	6050	62	0	13216	5807	60	0	105	91	0
P13	202104	61	56	0	0	61	0	0	0	56	0	5	2	0
P16	202104	20	18	0	0	20	0	0	0	18	0	2	1	0
P18	202104	3533	3428	0	3533	0	0	0	3428	0	0	30	5	16
P22	202104	126	120	0	0	126	0	0	0	120	0	4	3	0
