Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202107	P01	5492	102	2543	1187	0	177	179	1762	11442
P00202107	P02	9851	113	1456	218	0	109	69	2563	14381
P00202107	P03	14201	144	953	176	0	77	0	3714	19265
P00202107	P04	17506	213	1301	265	0	169	0	5163	24620
P00202107	P05	6146	19	213	23	0	95	0	2186	8684
P00202107	P05.1	1371	62	529	33	0	0	0	164	2159
P00202107	P05.2	1138	49	152	23	0	0	0	148	1510
P00202107	P05.3	70	0	21	0	0	0	0	9	100
P00202107	P05.4	872	33	179	21	0	0	0	122	1227
P00202107	P05.5	354	11	22	0	0	0	0	91	478
P00202107	P05.6	40	0	2	0	0	0	0	8	50
P00202107	P06	20525	233	1420	129	0	140	1	6745	29199
P00202107	P07	9070	90	704	101	0	43	0	2145	12154
P00202107	P08	4800	10	96	29	0	99	7	2320	7362
P00202107	P08.1	1136	21	316	34	0	0	0	127	1634
P00202107	P08.2	1112	32	125	20	0	0	1	184	1474
P00202107	P08.3	4162	59	227	28	0	0	0	1486	5962
P00202107	P09	4303	47	227	37	0	20	151	1293	6078
P00202107	P09.1	1304	42	167	21	0	0	0	199	1733
P00202107	P09.2	3118	85	183	36	0	0	0	958	4380
P00202107	P10	13106	93	440	66	0	22	5	4318	18050
P00202107	P10.1	3739	236	674	72	0	0	0	499	5220
P00202107	P10.2	1101	47	134	36	0	0	0	201	1519
P00202107	P10.3	1740	125	316	53	0	0	0	358	2592
P00202107	P10.4	1266	74	152	36	0	0	0	243	1771
P00202107	P18	462	1	8	4	0	2	13	159	649
P00202107	P18.1	2613	60	140	31	0	0	34	640	3518
P00202107	P18.2	49	1	2	1	0	0	0	2	55
P00202107	P18.3	42	1	3	0	0	0	0	1	47
