Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202311	P01	5614	105	2826	1181	0	3	184	1872	11785
P00202311	P02	10195	119	1613	243	0	0	70	2739	14979
P00202311	P03	14793	168	1101	181	0	2	1	3856	20102
P00202311	P04	18004	197	1359	288	0	1	0	5540	25389
P00202311	P05	9305	40	319	46	0	2	1	3167	12880
P00202311	P05.1	1271	64	579	55	0	0	0	142	2111
P00202311	P05.2	1007	43	133	11	0	0	0	144	1338
P00202311	P05.3	240	11	59	4	0	0	0	31	345
P00202311	P05.4	811	34	172	14	0	0	0	126	1157
P00202311	P05.5	310	9	20	1	0	0	0	82	422
P00202311	P05.6	2256	63	147	13	0	0	0	375	2854
P00202311	P06	21368	257	1721	176	0	2	1	7331	30856
P00202311	P07	9444	113	806	124	0	0	0	2237	12724
P00202311	P08	5455	16	129	29	0	5	6	2502	8142
P00202311	P08.1	1125	28	385	45	0	0	0	122	1705
P00202311	P08.2	1043	42	155	49	0	0	0	187	1476
P00202311	P08.3	4141	90	246	25	0	0	0	1385	5887
P00202311	P09	4109	22	157	41	0	0	192	1299	5820
P00202311	P09.1	1999	50	254	44	0	0	0	255	2602
P00202311	P09.2	3506	86	177	31	0	0	0	950	4750
P00202311	P10	14131	86	439	57	0	1	11	5039	19764
P00202311	P10.1	3567	209	680	70	0	0	0	435	4961
P00202311	P10.2	984	50	129	29	0	0	0	197	1389
P00202311	P10.3	1605	114	297	51	0	0	0	313	2380
P00202311	P10.4	1427	73	184	42	0	0	0	256	1982
P00202311	P18	512	0	7	5	0	1	11	175	711
P00202311	P18.1	2795	48	131	22	0	0	49	683	3728
P00202311	P18.2	90	5	1	1	0	0	0	3	100
P00202311	P18.3	62	2	4	0	0	0	0	2	70
