Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202208	P01	5590	111	2631	1259	0	95	180	1814	11680
P00202208	P02	10105	105	1603	231	0	66	75	2646	14832
P00202208	P03	14573	164	1031	164	0	34	0	3787	19753
P00202208	P04	17366	208	1324	278	0	95	0	5238	24513
P00202208	P05	8688	47	299	43	0	69	1	2967	12117
P00202208	P05.1	1359	61	564	48	0	0	0	158	2190
P00202208	P05.2	1067	43	149	14	0	0	0	136	1409
P00202208	P05.3	232	14	67	5	0	0	0	33	351
P00202208	P05.4	874	36	168	21	0	0	0	124	1223
P00202208	P05.5	343	8	17	1	0	0	0	87	456
P00202208	P05.6	2149	69	142	13	0	0	0	351	2724
P00202208	P06	21333	249	1548	175	0	98	1	7062	30469
P00202208	P07	9283	104	742	126	0	28	0	2231	12515
P00202208	P08	5073	14	132	35	0	66	8	2354	7683
P00202208	P08.1	1132	26	369	31	0	0	0	132	1690
P00202208	P08.2	1098	27	127	47	0	0	1	187	1487
P00202208	P08.3	4119	65	211	24	0	0	0	1445	5864
P00202208	P09	4013	27	187	42	0	8	165	1285	5727
P00202208	P09.1	1752	51	237	39	0	0	0	231	2310
P00202208	P09.2	3315	78	182	52	0	0	0	955	4582
P00202208	P10	13696	80	459	59	0	12	11	4720	19037
P00202208	P10.1	3508	216	694	63	0	0	0	444	4925
P00202208	P10.2	1070	48	124	29	0	0	0	199	1470
P00202208	P10.3	1684	118	318	47	0	0	0	317	2484
P00202208	P10.4	1434	75	211	38	0	0	0	286	2044
P00202208	P18	466	3	4	6	0	1	9	160	649
P00202208	P18.1	2704	49	140	29	0	0	36	660	3618
P00202208	P18.2	53	1	2	1	0	0	0	2	59
P00202208	P18.3	50	1	3	0	0	0	0	1	55
