Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00201904	P01	5475	84	2193	1098	0	0	191	1600	10641
P00201904	P02	9624	93	1279	207	0	0	57	2442	13702
P00201904	P03	13137	89	747	190	0	0	1	3426	17590
P00201904	P04	12639	178	995	211	0	0	0	3710	17733
P00201904	P05	4076	14	141	17	0	0	0	1538	5786
P00201904	P05.1	1451	60	492	37	0	0	0	181	2221
P00201904	P05.2	669	16	85	7	0	0	0	102	879
P00201904	P05.3	79	0	18	0	0	0	0	9	106
P00201904	P05.4	644	19	129	17	0	0	0	104	913
P00201904	P05.5	387	11	19	0	0	0	0	100	517
P00201904	P05.6	47	1	4	0	0	0	0	7	59
P00201904	P06	17434	148	1102	101	0	0	1	5577	24363
P00201904	P07	8582	64	483	96	0	0	0	2030	11255
P00201904	P08	4314	9	104	21	0	0	6	2161	6615
P00201904	P08.1	1097	16	294	47	0	0	0	125	1579
P00201904	P08.2	1165	18	109	73	0	0	0	174	1539
P00201904	P08.3	4171	55	212	28	0	0	0	1494	5960
