Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202010	P01	5658	107	2599	981	0	448	149	1746	11688
P00202010	P02	10037	92	1457	180	0	204	66	2650	14687
P00202010	P03	14316	133	894	188	0	129	0	3686	19347
P00202010	P04	16749	214	1312	272	0	259	0	4970	23777
P00202010	P05	5554	23	192	20	0	169	0	2010	7969
P00202010	P05.1	1373	62	500	29	0	0	0	159	2123
P00202010	P05.2	1033	42	101	17	0	0	0	130	1323
P00202010	P05.3	68	0	21	0	0	0	0	10	99
P00202010	P05.4	920	29	179	23	0	0	0	137	1288
P00202010	P05.5	356	10	19	0	0	0	0	95	480
P00202010	P05.6	44	0	2	0	0	0	0	7	53
P00202010	P06	19641	192	1350	109	0	227	1	6506	28032
P00202010	P07	9156	87	683	107	0	81	0	2160	12274
P00202010	P08	4803	6	108	25	0	176	8	2327	7453
P00202010	P08.1	1165	20	345	48	0	0	0	139	1717
P00202010	P08.2	1234	23	134	73	0	0	1	179	1644
P00202010	P08.3	4323	61	212	25	0	0	0	1536	6157
P00202010	P09	3086	50	267	39	0	21	42	597	4102
P00202010	P10	8174	60	283	53	0	14	4	2600	11188
P00202010	P10.1	3223	203	554	66	0	0	0	441	4487
P00202010	P10.3	1385	106	244	43	0	0	0	277	2055
