Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202408	P01	5554	102	2871	1202	0	1	186	1885	11801
P00202408	P02	10269	113	1615	244	0	0	73	2732	15046
P00202408	P03	14919	157	1124	142	0	0	1	3954	20297
P00202408	P04	18305	193	1341	233	0	1	0	5583	25656
P00202408	P05	9676	45	341	46	0	1	1	3277	13387
P00202408	P05.1	1297	75	581	57	0	0	0	149	2159
P00202408	P05.2	985	40	148	15	0	0	0	136	1324
P00202408	P05.3	230	12	64	4	0	0	0	31	341
P00202408	P05.4	808	37	198	13	0	0	0	128	1184
P00202408	P05.5	309	7	28	1	0	0	0	82	427
P00202408	P05.6	2216	58	141	11	0	0	0	386	2812
P00202408	P06	22024	264	1798	146	0	1	1	7439	31673
P00202408	P07	9468	107	841	101	0	0	0	2236	12753
P00202408	P08	5802	25	132	30	0	0	7	2597	8593
P00202408	P08.1	1115	29	424	54	0	0	0	114	1736
P00202408	P08.2	1084	36	174	68	0	0	0	186	1548
P00202408	P08.3	4205	101	252	27	0	0	0	1371	5956
P00202408	P09	4184	22	138	30	0	0	223	1312	5909
P00202408	P09.1	2134	67	270	45	0	0	0	261	2777
P00202408	P09.2	3499	91	180	28	0	0	0	918	4716
P00202408	P10	14707	90	444	33	0	0	16	5136	20426
P00202408	P10.1	3490	211	696	63	0	0	0	432	4892
P00202408	P10.2	1036	54	129	36	0	0	0	188	1443
P00202408	P10.3	1670	116	287	61	0	0	0	314	2448
P00202408	P10.4	1434	69	185	30	0	0	0	241	1959
P00202408	P18	603	1	10	1	0	0	14	190	819
P00202408	P18.1	2818	42	166	6	0	0	67	677	3776
P00202408	P18.2	274	13	10	1	0	0	0	6	304
P00202408	P18.3	63	2	3	0	0	0	0	2	70
