Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00-202305	P0	0	0	0	0	2751	23262	7943	2835	36792
P01-202305	P1	5602	105	2742	1295	0	18	184	1852	11798
P02-202305	P2	10132	104	1606	252	0	28	72	2708	14902
P03-202305	P3	14613	172	1044	180	0	6	0	3805	19820
P04-202305	P4	17789	188	1358	274	0	17	0	5433	25060
P05-202305	P5	8981	37	320	45	0	13	1	3120	12518
P05-202305	P5.1	1321	60	564	58	0	0	0	147	2150
P05-202305	P5.2	1030	42	136	13	0	0	0	138	1359
P05-202305	P5.3	249	13	69	7	0	0	0	31	369
P05-202305	P5.4	817	36	180	21	0	0	0	123	1177
P05-202305	P5.5	321	7	18	0	0	0	0	80	426
P05-202305	P5.6	2184	63	147	14	0	0	0	365	2773
P06-202305	P6	21233	262	1688	169	0	13	1	7249	30615
P07-202305	P7	9346	104	782	124	0	4	0	2214	12574
P08-202305	P8	5284	17	121	32	0	29	5	2442	7930
P08-202305	P8.1	1143	23	363	35	0	0	0	127	1691
P08-202305	P8.2	1076	38	135	55	0	0	0	194	1498
P08-202305	P8.3	4149	77	228	24	0	0	0	1417	5895
P09-202305	P9	3983	18	154	40	0	0	171	1280	5646
P09-202305	P9.1	1924	52	248	40	0	0	0	247	2511
P09-202305	P9.2	3414	80	182	30	0	0	0	943	4649
P0X-202305	Enum	25341	1769	1927	265	5	8	153	7117	38933
