Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202308	P01	5627	99	2739	1236	0	11	183	1875	11770
P00202308	P02	10192	113	1595	265	0	22	70	2711	14968
P00202308	P03	14701	169	1040	185	0	2	0	3835	19932
P00202308	P04	17730	194	1338	286	0	4	0	5471	25023
P00202308	P05	9176	39	321	45	0	6	1	3167	12755
P00202308	P05.1	1306	63	573	52	0	0	0	148	2142
P00202308	P05.2	1017	43	132	10	0	0	0	147	1349
P00202308	P05.3	244	10	65	5	0	0	0	33	357
P00202308	P05.4	826	38	177	20	0	0	0	127	1188
P00202308	P05.5	322	8	18	0	0	0	0	80	428
P00202308	P05.6	2229	61	150	17	0	0	0	373	2830
P00202308	P06	21422	264	1697	180	0	5	1	7335	30904
P00202308	P07	9389	109	795	134	0	1	0	2222	12650
P00202308	P08	5399	17	124	29	0	24	5	2481	8079
P00202308	P08.1	1142	23	377	43	0	0	0	123	1708
P00202308	P08.2	1071	40	148	52	0	0	0	193	1504
P00202308	P08.3	4208	86	243	26	0	0	0	1429	5992
P00202308	P09	4023	19	156	41	0	0	178	1285	5702
P00202308	P09.1	1946	50	243	43	0	0	0	247	2529
P00202308	P09.2	3475	81	182	29	0	0	0	941	4708
P00202308	P10	14085	85	442	56	0	6	7	5001	19682
P00202308	P10.1	3593	211	692	68	0	0	0	444	5008
P00202308	P10.2	1017	50	136	32	0	0	0	196	1431
P00202308	P10.3	1686	120	309	50	0	0	0	323	2488
P00202308	P10.4	1418	73	188	36	0	0	0	258	1973
P00202308	P18	476	0	6	5	0	1	8	163	659
P00202308	P18.1	2769	51	125	22	0	0	45	682	3694
P00202308	P18.2	56	3	2	1	0	0	0	2	64
P00202308	P18.3	63	2	2	0	0	0	0	2	69
