Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202405	P01	5563	104	2874	1284	0	1	183	1889	11898
P00202405	P02	10215	112	1642	278	0	0	77	2716	15040
P00202405	P03	14865	177	1109	158	0	0	1	3923	20233
P00202405	P04	18312	205	1356	269	0	1	0	5645	25788
P00202405	P05	9496	43	331	53	0	1	1	3261	13186
P00202405	P05.1	1281	74	596	53	0	0	0	149	2153
P00202405	P05.2	994	39	141	16	0	0	0	139	1329
P00202405	P05.3	226	11	60	4	0	0	0	32	333
P00202405	P05.4	821	38	200	13	0	0	0	125	1197
P00202405	P05.5	300	8	21	0	0	0	0	81	410
P00202405	P05.6	2180	57	136	12	0	0	0	377	2762
P00202405	P06	21863	261	1808	198	0	1	1	7395	31527
P00202405	P07	9515	106	813	99	0	0	0	2214	12747
P00202405	P08	5759	24	141	32	0	0	5	2590	8551
P00202405	P08.1	1121	29	405	57	0	0	0	118	1730
P00202405	P08.2	1081	36	161	70	0	0	0	185	1533
P00202405	P08.3	4210	99	237	23	0	0	0	1367	5936
P00202405	P09	4104	23	143	30	0	11	219	1301	5831
P00202405	P09.1	2101	60	274	47	0	0	0	255	2737
P00202405	P09.2	3432	87	183	29	0	0	0	921	4652
P00202405	P10	14735	90	431	55	0	0	15	5171	20497
P00202405	P10.1	3595	213	707	68	0	0	0	443	5026
P00202405	P10.2	1010	56	131	34	0	0	0	193	1424
P00202405	P10.3	1622	119	291	39	0	0	0	317	2388
P00202405	P10.4	1454	67	191	37	0	0	0	257	2006
P00202405	P18	597	0	8	1	0	0	14	185	805
P00202405	P18.1	2784	48	156	7	0	0	66	676	3737
P00202405	P18.2	258	14	10	1	0	0	0	5	288
P00202405	P18.3	62	3	3	0	0	0	0	2	70
