Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202502	P01	5502	131	3287	0	0	1	161	1909	10991
P00202502	P02	10350	125	1734	0	0	0	72	2700	14981
P00202502	P03	14955	177	1171	0	0	0	0	3947	20250
P00202502	P04	18575	195	1475	0	0	1	0	5648	25894
P00202502	P05	9798	45	375	0	0	1	1	3290	13510
P00202502	P05.1	1269	71	586	0	0	0	0	141	2067
P00202502	P05.2	961	41	146	0	0	0	0	136	1284
P00202502	P05.3	213	9	59	0	0	0	0	27	308
P00202502	P05.4	803	37	202	0	0	0	0	130	1172
P00202502	P05.5	312	5	29	0	0	0	0	82	428
P00202502	P05.6	2154	58	135	0	0	0	0	364	2711
P00202502	P06	22154	277	1947	1	0	0	1	7416	31796
P00202502	P07	9374	114	925	0	0	0	0	2274	12687
P00202502	P08	6386	28	183	0	0	0	4	2691	9292
P00202502	P08.1	1091	27	444	0	0	0	0	105	1667
P00202502	P08.2	1065	40	253	0	0	0	0	189	1547
P00202502	P08.3	4316	102	315	0	0	0	0	1347	6080
P00202502	P09	4328	23	152	1	0	0	228	1342	6074
P00202502	P09.1	2189	73	273	0	0	0	0	257	2792
P00202502	P09.2	3614	92	200	0	0	0	0	923	4829
P00202502	P10	15001	82	465	0	0	0	13	5219	20780
P00202502	P10.1	3491	221	749	0	0	0	0	438	4899
P00202502	P10.2	1032	47	134	0	0	0	0	192	1405
P00202502	P10.3	1635	120	286	0	0	0	0	313	2354
P00202502	P10.4	1442	76	219	0	0	0	0	242	1979
P00202502	P18	664	1	12	0	0	0	12	196	885
P00202502	P18.1	2850	47	183	0	0	0	65	680	3825
P00202502	P18.2	255	12	13	0	0	0	0	5	285
P00202502	P18.3	64	1	4	0	0	0	0	3	72
