Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202204	P01	5652	118	2671	1209	0	125	181	1826	11782
P00202204	P02	10133	107	1598	224	0	76	70	2633	14842
P00202204	P03	14591	161	1035	162	0	47	0	3804	19800
P00202204	P04	17614	212	1335	276	0	116	0	5261	24818
P00202204	P05	8423	46	290	32	0	76	1	2875	11746
P00202204	P05.1	1355	65	560	47	0	0	0	158	2185
P00202204	P05.2	1074	46	144	14	0	0	0	141	1419
P00202204	P05.3	221	14	65	5	0	0	0	33	338
P00202204	P05.4	869	36	171	27	0	0	0	120	1223
P00202204	P05.5	348	10	17	0	0	0	0	85	460
P00202204	P05.6	2100	62	140	15	0	0	0	325	2642
P00202204	P06	21081	246	1553	170	0	106	1	6923	30085
P00202204	P07	9343	97	762	96	0	29	0	2238	12566
P00202204	P08	5002	13	109	32	0	74	9	2332	7572
P00202204	P08.1	1132	24	360	32	0	0	0	126	1674
P00202204	P08.2	1080	34	131	44	0	0	1	184	1474
P00202204	P08.3	4063	67	218	24	0	0	0	1437	5809
P00202204	P09	3936	29	196	43	0	13	161	1249	5627
P00202204	P09.1	1652	56	222	28	0	0	0	216	2174
P00202204	P09.2	3183	75	170	24	0	0	0	939	4391
P00202204	P10	13780	72	465	60	0	16	9	4700	19102
P00202204	P10.1	3629	225	731	69	0	0	0	462	5116
P00202204	P10.2	1055	48	129	32	0	0	0	199	1463
P00202204	P10.3	1659	127	315	49	0	0	0	315	2465
P00202204	P10.4	1534	80	216	37	0	0	0	305	2172
P00202204	P18	445	1	5	4	0	2	9	164	630
P00202204	P18.1	2586	50	134	31	0	0	36	648	3485
P00202204	P18.2	49	1	2	1	0	0	0	2	55
P00202204	P18.3	44	1	3	0	0	0	0	1	49
