Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202412	P01	5486	120	3078	527	0	1	182	1888	11282
P00202412	P02	10367	122	1673	77	0	0	79	2735	15053
P00202412	P03	14868	172	1113	16	0	0	0	3947	20116
P00202412	P04	18445	195	1382	78	0	1	0	5647	25748
P00202412	P05	9794	42	354	13	0	1	1	3273	13478
P00202412	P05.1	1278	65	566	10	0	0	0	142	2061
P00202412	P05.2	980	41	140	4	0	0	0	131	1296
P00202412	P05.3	227	11	59	1	0	0	0	29	327
P00202412	P05.4	785	36	193	4	0	0	0	131	1149
P00202412	P05.5	304	5	27	0	0	0	0	83	419
P00202412	P05.6	2248	61	138	4	0	0	0	385	2836
P00202412	P06	22037	266	1864	37	0	0	1	7371	31576
P00202412	P07	9394	107	878	22	0	0	0	2256	12657
P00202412	P08	6187	28	173	6	0	0	4	2660	9058
P00202412	P08.1	1072	27	433	21	0	0	0	112	1665
P00202412	P08.2	1057	41	219	4	0	0	0	192	1513
P00202412	P08.3	4335	101	297	3	0	0	0	1351	6087
P00202412	P09	4282	23	151	3	0	0	238	1327	6024
P00202412	P09.1	2166	61	264	19	0	0	0	251	2761
P00202412	P09.2	3566	84	190	15	0	0	0	924	4779
P00202412	P10	14825	86	450	3	0	0	13	5174	20551
P00202412	P10.1	3444	220	729	4	0	0	0	438	4835
P00202412	P10.2	1012	51	126	8	0	0	0	189	1386
P00202412	P10.3	1625	122	282	33	0	0	0	306	2368
P00202412	P10.4	1439	70	186	18	0	0	0	241	1954
P00202412	P18	651	1	10	0	0	0	12	195	869
P00202412	P18.1	2832	45	172	1	0	0	68	683	3801
P00202412	P18.2	247	11	12	0	0	0	0	5	275
P00202412	P18.3	66	1	3	0	0	0	0	3	73
