Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202211	P01	5613	113	2691	1270	0	70	182	1815	11754
P00202211	P02	10174	106	1602	235	0	52	76	2674	14920
P00202211	P03	14660	168	1049	170	0	22	0	3785	19854
P00202211	P04	17523	193	1349	280	0	60	0	5303	24710
P00202211	P05	8804	43	315	32	0	45	1	2997	12239
P00202211	P05.1	1306	57	560	46	0	0	0	147	2116
P00202211	P05.2	1060	41	144	13	0	0	0	133	1391
P00202211	P05.3	242	14	72	5	0	0	0	29	362
P00202211	P05.4	859	35	169	19	0	0	0	116	1198
P00202211	P05.5	324	5	16	0	0	0	0	86	431
P00202211	P05.6	2219	69	147	12	0	0	0	359	2806
P00202211	P06	21061	257	1629	157	0	67	1	7042	30216
P00202211	P07	9327	95	780	131	0	19	0	2246	12599
P00202211	P08	5061	11	135	32	0	47	5	2352	7644
P00202211	P08.1	1103	24	358	30	0	0	0	126	1641
P00202211	P08.2	1083	31	130	49	0	0	1	191	1485
P00202211	P08.3	4075	65	213	23	0	0	0	1406	5782
P00202211	P09	4067	30	182	43	0	8	179	1301	5810
P00202211	P09.1	1828	49	250	43	0	0	0	230	2400
P00202211	P09.2	3396	79	179	23	0	0	0	960	4637
P00202211	P10	13708	80	446	57	0	9	8	4791	19099
P00202211	P10.1	3555	207	687	62	0	0	0	449	4960
P00202211	P10.2	1015	51	127	29	0	0	0	183	1405
P00202211	P10.3	1596	111	300	44	0	0	0	304	2355
P00202211	P10.4	1466	71	203	37	0	0	0	280	2057
P00202211	P18	471	2	5	4	0	1	9	163	655
P00202211	P18.1	2735	46	139	28	0	0	42	665	3655
P00202211	P18.2	53	1	2	1	0	0	0	2	59
P00202211	P18.3	57	1	3	0	0	0	0	1	62
