Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202209	P01	5597	109	2646	1235	0	90	180	1822	11679
P00202209	P02	10120	106	1603	231	0	61	75	2657	14854
P00202209	P03	14589	164	1026	169	0	29	0	3768	19745
P00202209	P04	17411	200	1338	282	0	84	0	5256	24575
P00202209	P05	8779	43	310	32	0	60	1	2986	12214
P00202209	P05.1	1359	59	569	46	0	0	0	159	2192
P00202209	P05.2	1064	43	148	14	0	0	0	138	1407
P00202209	P05.3	235	14	72	5	0	0	0	32	358
P00202209	P05.4	870	35	169	21	0	0	0	123	1218
P00202209	P05.5	341	8	17	2	0	0	0	87	455
P00202209	P05.6	2180	69	141	12	0	0	0	355	2757
P00202209	P06	21425	257	1574	180	0	90	1	7083	30613
P00202209	P07	9317	99	759	115	0	27	0	2241	12559
P00202209	P08	5072	14	133	33	0	60	8	2374	7695
P00202209	P08.1	1135	25	371	30	0	0	0	127	1688
P00202209	P08.2	1114	27	128	50	0	0	1	188	1508
P00202209	P08.3	4134	65	213	24	0	0	0	1449	5885
P00202209	P09	4032	27	186	44	0	8	167	1290	5754
P00202209	P09.1	1764	50	241	43	0	0	0	233	2331
P00202209	P09.2	3363	79	187	23	0	0	0	962	4614
P00202209	P10	13670	80	455	56	0	10	10	4730	19011
P00202209	P10.1	3525	210	684	60	0	0	0	445	4924
P00202209	P10.2	1063	51	127	29	0	0	0	199	1469
P00202209	P10.3	1689	120	319	47	0	0	0	319	2494
P00202209	P10.4	1448	76	212	39	0	0	0	285	2060
P00202209	P18	470	2	5	5	0	1	9	162	654
P00202209	P18.1	2730	47	141	29	0	0	39	661	3647
P00202209	P18.2	55	1	2	1	0	0	0	2	61
P00202209	P18.3	51	1	3	0	0	0	0	1	56
