Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202005	P01	5651	100	2544	986	0	479	149	1721	11630
P00202005	P02	9850	84	1382	188	0	191	62	2591	14348
P00202005	P03	14004	110	865	184	0	131	0	3593	18888
P00202005	P04	16522	226	1323	275	0	276	0	4846	23468
P00202005	P05	5355	22	177	18	0	182	0	1949	7703
P00202005	P05.1	1453	69	502	35	0	0	0	168	2227
P00202005	P05.2	1056	45	98	15	0	0	0	130	1344
P00202005	P05.3	75	0	21	0	0	0	0	10	106
P00202005	P05.4	962	28	187	27	0	0	0	137	1341
P00202005	P05.5	372	11	20	0	0	0	0	99	502
P00202005	P05.6	48	0	3	0	0	0	0	10	61
P00202005	P06	19762	195	1358	116	0	235	1	6357	28025
P00202005	P07	9001	79	619	102	0	89	0	2148	12038
P00202005	P08	4610	6	108	21	0	166	6	2287	7204
P00202005	P08.1	1140	20	330	38	0	0	0	136	1664
P00202005	P08.2	1196	25	131	80	0	0	1	178	1611
P00202005	P08.3	4257	60	223	28	0	0	0	1527	6095
P00202005	P09	2877	46	265	43	0	16	40	554	3841
