Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202009	P01	5716	101	2618	1058	0	497	150	1753	11893
P00202009	P02	10069	90	1449	187	0	220	66	2629	14711
P00202009	P03	14353	130	907	191	0	139	0	3686	19407
P00202009	P04	16645	211	1314	271	0	275	0	4953	23670
P00202009	P05	5679	23	190	20	0	178	0	1999	8090
P00202009	P05.1	1471	70	521	32	0	0	0	168	2262
P00202009	P05.2	1068	43	99	18	0	0	0	134	1362
P00202009	P05.3	75	0	21	0	0	0	0	10	106
P00202009	P05.4	968	35	184	24	0	0	0	141	1352
P00202009	P05.5	384	11	21	0	0	0	0	98	514
P00202009	P05.6	47	0	2	0	0	0	0	9	58
P00202009	P06	20298	189	1373	111	0	248	1	6571	28796
P00202009	P07	9152	86	669	105	0	88	0	2158	12258
P00202009	P08	4780	7	111	25	0	186	7	2327	7443
P00202009	P08.1	1162	20	347	48	0	0	0	137	1714
P00202009	P08.2	1231	23	132	72	0	0	1	180	1639
P00202009	P08.3	4345	63	216	26	0	0	0	1530	6180
P00202009	P09	3036	46	264	38	0	21	41	590	4036
P00202009	P10	5542	36	210	40	0	11	2	1924	7765
P00202009	P10.1	3046	183	524	57	0	0	0	417	4227
P00202009	P10.3	1	0	0	0	0	0	0	0	1
