Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202205	P01	5665	117	2656	1286	0	124	181	1837	11866
P00202205	P02	10149	105	1601	228	0	74	67	2636	14861
P00202205	P03	14569	161	1027	170	0	46	0	3779	19752
P00202205	P04	17678	211	1335	283	0	113	0	5282	24906
P00202205	P05	8520	48	289	39	0	72	1	2903	11875
P00202205	P05.1	1354	65	565	48	0	0	0	157	2189
P00202205	P05.2	1072	45	148	15	0	0	0	141	1421
P00202205	P05.3	227	14	65	5	0	0	0	33	344
P00202205	P05.4	874	35	170	23	0	0	0	123	1225
P00202205	P05.5	345	10	18	0	0	0	0	84	457
P00202205	P05.6	2107	63	140	13	0	0	0	340	2663
P00202205	P06	21177	248	1559	174	0	104	1	6981	30249
P00202205	P07	9296	101	747	96	0	26	0	2243	12510
P00202205	P08	5014	14	110	33	0	70	9	2343	7594
P00202205	P08.1	1136	23	362	32	0	0	0	127	1680
P00202205	P08.2	1087	34	130	44	0	0	1	185	1481
P00202205	P08.3	4068	67	216	24	0	0	0	1453	5828
P00202205	P09	3969	29	194	46	0	11	158	1255	5662
P00202205	P09.1	1666	52	227	35	0	0	0	218	2198
P00202205	P09.2	3243	74	175	23	0	0	0	954	4469
P00202205	P10	13905	73	470	60	0	15	8	4730	19261
P00202205	P10.1	3641	227	723	67	0	0	0	468	5126
P00202205	P10.2	1052	49	124	31	0	0	0	198	1454
P00202205	P10.3	1674	123	313	49	0	0	0	318	2477
P00202205	P10.4	1554	81	224	42	0	0	0	308	2209
P00202205	P18	448	2	5	4	0	1	9	163	632
P00202205	P18.1	2630	46	136	28	0	0	36	653	3529
P00202205	P18.2	51	1	2	1	0	0	0	2	57
P00202205	P18.3	46	1	3	0	0	0	0	1	51
