Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202310	P01	5637	105	2804	1399	0	4	183	1863	11995
P00202310	P02	10206	115	1606	271	0	1	70	2738	15007
P00202310	P03	14750	165	1094	184	0	2	0	3850	20045
P00202310	P04	17939	192	1354	284	0	2	0	5507	25278
P00202310	P05	9294	42	318	53	0	4	1	3172	12884
P00202310	P05.1	1285	66	572	58	0	0	0	143	2124
P00202310	P05.2	1008	46	132	10	0	0	0	145	1341
P00202310	P05.3	244	11	64	5	0	0	0	33	357
P00202310	P05.4	807	37	177	18	0	0	0	125	1164
P00202310	P05.5	314	9	20	1	0	0	0	80	424
P00202310	P05.6	2256	59	147	13	0	0	0	375	2850
P00202310	P06	21407	259	1728	182	0	3	1	7309	30889
P00202310	P07	9453	108	806	132	0	1	0	2234	12734
P00202310	P08	5510	17	131	29	0	5	6	2511	8209
P00202310	P08.1	1151	28	384	33	0	0	0	125	1721
P00202310	P08.2	1069	41	153	50	0	0	0	192	1505
P00202310	P08.3	4225	90	251	26	0	0	0	1437	6029
P00202310	P09	4082	22	157	42	0	0	191	1292	5786
P00202310	P09.1	1975	49	254	44	0	0	0	251	2573
P00202310	P09.2	3497	85	174	33	0	0	0	944	4733
P00202310	P10	14071	87	436	56	0	3	9	5020	19682
P00202310	P10.1	3582	208	685	67	0	0	0	441	4983
P00202310	P10.2	1025	48	137	32	0	0	0	199	1441
P00202310	P10.3	1615	116	294	52	0	0	0	313	2390
P00202310	P10.4	1421	73	185	41	0	0	0	253	1973
P00202310	P18	476	0	5	5	0	1	11	168	666
P00202310	P18.1	2792	48	128	22	0	0	46	689	3725
P00202310	P18.2	57	4	1	1	0	0	0	2	65
P00202310	P18.3	61	2	4	0	0	0	0	2	69
