Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202510	P01	5413	148	3398	0	0	0	162	1963	11084
P00202510	P02	10381	149	1702	0	0	0	63	2742	15037
P00202510	P03	15074	183	1213	0	0	0	0	3960	20430
P00202510	P04	18732	208	1466	0	0	0	0	5669	26075
P00202510	P05	10221	54	401	0	0	0	1	3427	14104
P00202510	P05.1	1222	72	581	0	0	0	0	143	2018
P00202510	P05.2	978	40	143	0	0	0	0	136	1297
P00202510	P05.3	222	12	68	0	0	0	0	27	329
P00202510	P05.4	788	31	209	0	0	0	0	121	1149
P00202510	P05.5	312	4	39	0	0	0	0	82	437
P00202510	P05.6	2205	65	148	0	0	0	0	370	2788
P00202510	P06	22499	302	1998	0	0	0	1	7472	32272
P00202510	P07	9475	126	908	0	0	0	0	2221	12730
P00202510	P08	7392	37	240	0	0	0	4	2831	10504
P00202510	P08.1	1070	29	447	0	0	0	0	113	1659
P00202510	P08.2	1716	73	404	0	0	0	0	248	2441
P00202510	P08.3	4350	94	332	0	0	0	0	1335	6111
P00202510	P09	4419	23	149	0	0	0	216	1346	6153
P00202510	P09.1	2324	80	289	0	0	0	0	267	2960
P00202510	P09.2	3665	90	212	0	0	0	0	902	4869
P00202510	P10	15390	99	478	0	0	0	6	5224	21197
P00202510	P10.1	3449	222	729	0	0	0	0	440	4840
P00202510	P10.2	1047	48	143	0	0	0	0	196	1434
P00202510	P10.3	1614	118	279	0	0	0	0	272	2283
P00202510	P10.4	1419	80	209	0	0	0	0	232	1940
P00202510	P18	688	0	11	0	0	0	13	191	903
P00202510	P18.1	2792	44	177	0	0	0	65	674	3752
P00202510	P18.2	282	12	18	0	0	0	0	8	320
P00202510	P18.3	71	3	5	0	0	0	0	3	82
