Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202505	P01	5507	132	3348	0	0	1	160	1929	11077
P00202505	P02	10386	133	1731	0	0	0	64	2711	15025
P00202505	P03	15067	184	1175	0	0	0	0	3937	20363
P00202505	P04	18756	202	1472	0	0	1	0	5694	26125
P00202505	P05	9999	45	379	0	0	1	1	3362	13787
P00202505	P05.1	1261	66	588	0	0	0	0	143	2058
P00202505	P05.2	1002	42	148	0	0	0	0	139	1331
P00202505	P05.3	217	11	61	0	0	0	0	26	315
P00202505	P05.4	802	35	210	0	0	0	0	126	1173
P00202505	P05.5	318	6	29	0	0	0	0	80	433
P00202505	P05.6	2177	59	143	0	0	0	0	372	2751
P00202505	P06	22319	291	1963	0	0	0	1	7470	32044
P00202505	P07	9440	119	906	0	0	0	0	2230	12695
P00202505	P08	6987	33	223	0	0	0	4	2768	10015
P00202505	P08.1	1097	26	450	0	0	0	0	108	1681
P00202505	P08.2	1608	74	367	0	0	0	0	238	2287
P00202505	P08.3	4332	98	319	0	0	0	0	1331	6080
P00202505	P09	4218	22	149	0	0	0	214	1312	5915
P00202505	P09.1	2214	77	273	0	0	0	0	260	2824
P00202505	P09.2	3590	86	210	0	0	0	0	883	4769
P00202505	P10	15228	95	463	0	0	0	7	5266	21059
P00202505	P10.1	3535	220	754	0	0	0	0	437	4946
P00202505	P10.2	1055	52	128	0	0	0	0	201	1436
P00202505	P10.3	1660	121	286	0	0	0	0	295	2362
P00202505	P10.4	1445	79	219	0	0	0	0	250	1993
P00202505	P18	670	0	15	0	0	0	13	193	891
P00202505	P18.1	2774	48	177	0	0	0	65	657	3721
P00202505	P18.2	267	14	12	0	0	0	0	5	298
P00202505	P18.3	72	1	4	0	0	0	0	3	80
