Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202403	P01	5551	104	2889	1502	0	1	183	1883	12113
P00202403	P02	10148	113	1627	282	0	0	74	2712	14956
P00202403	P03	14822	177	1116	177	0	2	1	3921	20216
P00202403	P04	18106	199	1352	266	0	1	0	5609	25533
P00202403	P05	9373	37	330	60	0	1	1	3235	13037
P00202403	P05.1	1281	70	592	48	0	0	0	142	2133
P00202403	P05.2	994	38	141	17	0	0	0	144	1334
P00202403	P05.3	223	12	57	4	0	0	0	32	328
P00202403	P05.4	791	35	187	14	0	0	0	124	1151
P00202403	P05.5	311	9	20	0	0	0	0	82	422
P00202403	P05.6	2168	56	130	11	0	0	0	370	2735
P00202403	P06	21666	271	1764	177	0	1	1	7373	31253
P00202403	P07	9553	111	801	126	0	0	0	2214	12805
P00202403	P08	5654	21	144	33	0	0	5	2556	8413
P00202403	P08.1	1117	31	391	50	0	0	0	120	1709
P00202403	P08.2	1076	39	159	71	0	0	0	183	1528
P00202403	P08.3	4204	90	241	22	0	0	0	1358	5915
P00202403	P09	4086	20	147	35	0	0	218	1307	5813
P00202403	P09.1	2075	52	263	41	0	0	0	243	2674
P00202403	P09.2	3550	85	186	29	0	0	0	956	4806
P00202403	P10	14515	92	435	56	0	0	11	5116	20225
P00202403	P10.1	3581	210	698	69	0	0	0	439	4997
P00202403	P10.2	992	58	134	35	0	0	0	192	1411
P00202403	P10.3	1618	115	300	39	0	0	0	314	2386
P00202403	P10.4	1438	68	192	40	0	0	0	256	1994
P00202403	P18	609	0	6	5	0	1	15	180	816
P00202403	P18.1	2884	51	131	22	0	0	68	697	3853
P00202403	P18.2	239	14	5	1	0	0	0	4	263
P00202403	P18.3	64	3	3	0	0	0	0	2	72
