Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202411	P01	5519	111	2981	1011	0	1	184	1885	11692
P00202411	P02	10358	119	1685	204	0	0	78	2726	15170
P00202411	P03	14892	169	1138	89	0	0	0	3954	20242
P00202411	P04	18461	192	1366	202	0	1	0	5640	25862
P00202411	P05	9788	42	350	23	0	1	1	3283	13488
P00202411	P05.1	1285	67	570	42	0	0	0	143	2107
P00202411	P05.2	988	41	142	14	0	0	0	130	1315
P00202411	P05.3	231	11	60	4	0	0	0	30	336
P00202411	P05.4	800	38	197	9	0	0	0	129	1173
P00202411	P05.5	302	5	28	0	0	0	0	82	417
P00202411	P05.6	2239	62	135	8	0	0	0	386	2830
P00202411	P06	22013	267	1847	124	0	0	1	7387	31639
P00202411	P07	9441	110	877	63	0	0	0	2259	12750
P00202411	P08	6137	31	166	10	0	0	5	2645	8994
P00202411	P08.1	1086	25	435	48	0	0	0	112	1706
P00202411	P08.2	1063	41	177	68	0	0	0	187	1536
P00202411	P08.3	4343	101	293	17	0	0	0	1358	6112
P00202411	P09	4259	23	157	17	0	0	233	1321	6010
P00202411	P09.1	2153	64	265	42	0	0	0	253	2777
P00202411	P09.2	3547	85	189	20	0	0	0	921	4762
P00202411	P10	14827	91	442	25	0	0	15	5169	20569
P00202411	P10.1	3448	219	716	48	0	0	0	437	4868
P00202411	P10.2	1022	56	127	38	0	0	0	188	1431
P00202411	P10.3	1629	120	283	59	0	0	0	303	2394
P00202411	P10.4	1437	70	190	29	0	0	0	243	1969
P00202411	P18	647	1	10	0	0	0	13	195	866
P00202411	P18.1	2825	42	172	5	0	0	68	682	3794
P00202411	P18.2	265	13	12	1	0	0	0	5	296
P00202411	P18.3	65	2	3	0	0	0	0	3	73
P00202411	P32	0	1	0	0	0	0	0	0	1
