Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202103	P01	5535	97	2490	890	0	266	181	1737	11196
P00202103	P02	9778	105	1446	183	0	141	68	2600	14323
P00202103	P03	14321	137	941	170	0	91	0	3712	19373
P00202103	P04	16989	210	1295	261	0	199	0	5068	24023
P00202103	P05	5933	21	201	20	0	114	0	2095	8386
P00202103	P05.1	1363	63	528	26	0	0	0	162	2142
P00202103	P05.2	1125	47	144	21	0	0	0	153	1490
P00202103	P05.3	71	0	18	0	0	0	0	9	98
P00202103	P05.4	877	33	169	24	0	0	0	121	1224
P00202103	P05.5	349	9	21	0	0	0	0	90	469
P00202103	P05.6	43	0	1	0	0	0	0	8	52
P00202103	P06	20062	209	1381	132	0	170	1	6541	28503
P00202103	P07	9136	85	687	100	0	46	0	2170	12225
P00202103	P08	4644	12	100	30	0	126	7	2277	7197
P00202103	P08.1	1102	18	323	24	0	0	0	126	1593
P00202103	P08.2	1140	24	121	16	0	0	1	185	1487
P00202103	P08.3	4129	61	212	21	0	0	0	1468	5891
P00202103	P09	2542	30	173	30	0	19	33	635	3462
P00202103	P09.1	697	20	86	2	0	0	0	134	939
P00202103	P09.2	2	0	0	10	0	0	0	0	12
P00202103	P10	10469	75	372	67	0	20	4	3418	14425
P00202103	P10.1	3475	219	629	77	0	0	0	475	4875
P00202103	P10.2	1030	50	124	37	0	0	0	180	1421
P00202103	P10.3	1669	126	301	48	0	0	0	331	2475
P00202103	P10.4	2	0	0	0	0	0	0	0	2
