Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202402	P01	5583	106	2881	1197	0	0	183	1885	11835
P00202402	P02	10166	115	1613	244	0	0	73	2729	14940
P00202402	P03	14857	166	1112	184	0	2	1	3894	20216
P00202402	P04	18090	205	1361	280	0	2	0	5575	25513
P00202402	P05	9278	36	324	44	0	1	1	3214	12898
P00202402	P05.1	1271	68	586	48	0	0	0	143	2116
P00202402	P05.2	983	39	136	12	0	0	0	142	1312
P00202402	P05.3	228	12	60	4	0	0	0	29	333
P00202402	P05.4	788	33	182	15	0	0	0	124	1142
P00202402	P05.5	309	9	20	1	0	0	0	80	419
P00202402	P05.6	2143	55	130	11	0	0	0	369	2708
P00202402	P06	21562	270	1767	169	0	1	1	7373	31143
P00202402	P07	9519	109	796	126	0	0	0	2224	12774
P00202402	P08	5618	19	141	35	0	0	5	2532	8350
P00202402	P08.1	1129	31	403	44	0	0	0	120	1727
P00202402	P08.2	1072	39	157	50	0	0	0	183	1501
P00202402	P08.3	4225	93	234	22	0	0	0	1370	5944
P00202402	P09	4171	24	157	39	0	0	202	1305	5898
P00202402	P09.1	2088	52	267	41	0	0	0	251	2699
P00202402	P09.2	3546	86	185	29	0	0	0	953	4799
P00202402	P10	14417	90	433	56	0	0	10	5106	20112
P00202402	P10.1	3591	213	706	68	0	0	0	434	5012
P00202402	P10.2	1003	56	135	29	0	0	0	189	1412
P00202402	P10.3	1617	117	305	39	0	0	0	312	2390
P00202402	P10.4	1425	69	187	39	0	0	0	256	1976
P00202402	P18	594	0	7	5	0	1	15	177	799
P00202402	P18.1	2822	51	128	22	0	0	68	695	3786
P00202402	P18.2	227	13	5	1	0	0	0	4	250
P00202402	P18.3	65	3	4	0	0	0	0	2	74
P00202402	P32	0	0	1	0	0	0	0	0	1
