Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202406	P01	5562	104	2855	1179	0	1	185	1876	11762
P00202406	P02	10226	111	1639	245	0	0	75	2722	15018
P00202406	P03	14880	178	1099	149	0	0	1	3933	20240
P00202406	P04	18409	199	1340	262	0	1	0	5660	25871
P00202406	P05	9580	39	330	46	0	1	1	3268	13265
P00202406	P05.1	1290	74	590	52	0	0	0	150	2156
P00202406	P05.2	996	40	142	16	0	0	0	136	1330
P00202406	P05.3	229	11	63	4	0	0	0	32	339
P00202406	P05.4	816	37	198	13	0	0	0	126	1190
P00202406	P05.5	306	8	22	0	0	0	0	81	417
P00202406	P05.6	2200	59	138	12	0	0	0	381	2790
P00202406	P06	21964	265	1799	169	0	1	1	7414	31613
P00202406	P07	9486	107	821	98	0	0	0	2221	12733
P00202406	P08	5789	25	127	27	0	0	5	2583	8556
P00202406	P08.1	1116	28	421	47	0	0	0	114	1726
P00202406	P08.2	1085	37	174	70	0	0	0	185	1551
P00202406	P08.3	4223	99	234	23	0	0	0	1371	5950
P00202406	P09	4146	23	142	30	0	0	220	1304	5865
P00202406	P09.1	2083	61	273	45	0	0	0	261	2723
P00202406	P09.2	3455	88	184	31	0	0	0	924	4682
P00202406	P10	14813	90	437	55	0	0	15	5183	20593
P00202406	P10.1	3600	214	708	67	0	0	0	440	5029
P00202406	P10.2	1014	57	126	34	0	0	0	193	1424
P00202406	P10.3	1634	120	292	48	0	0	0	317	2411
P00202406	P10.4	1473	70	194	37	0	0	0	260	2034
P00202406	P18	600	0	8	1	0	0	14	186	809
P00202406	P18.1	2805	47	166	7	0	0	66	681	3772
P00202406	P18.2	260	15	11	1	0	0	0	5	292
P00202406	P18.3	60	2	3	0	0	0	0	2	67
