Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202102	P01	5562	102	2509	909	0	298	181	1736	11297
P00202102	P02	9888	106	1450	180	0	151	68	2622	14467
P00202102	P03	14386	130	948	166	0	95	0	3707	19433
P00202102	P04	16856	205	1295	260	0	209	0	5051	23877
P00202102	P05	5901	21	197	21	0	126	0	2098	8366
P00202102	P05.1	1363	60	525	27	0	0	0	162	2137
P00202102	P05.2	1119	45	130	20	0	0	0	148	1462
P00202102	P05.3	69	0	18	0	0	0	0	9	96
P00202102	P05.4	868	32	172	24	0	0	0	123	1219
P00202102	P05.5	351	9	20	0	0	0	0	91	471
P00202102	P05.6	42	0	1	0	0	0	0	8	51
P00202102	P06	19925	211	1373	123	0	183	1	6525	28348
P00202102	P07	9131	87	676	99	0	54	0	2173	12221
P00202102	P08	4646	12	105	25	0	134	7	2293	7223
P00202102	P08.1	1111	19	324	25	0	0	0	128	1607
P00202102	P08.2	1145	24	117	16	0	0	1	187	1490
P00202102	P08.3	4122	58	207	22	0	0	0	1470	5879
P00202102	P09	3327	46	268	44	0	22	49	786	4542
P00202102	P09.1	191	13	26	1	0	0	0	8	239
P00202102	P09.2	2	0	0	0	0	0	0	0	2
P00202102	P10	10252	75	365	64	0	20	4	3346	14126
P00202102	P10.1	3422	216	609	74	0	0	0	471	4792
P00202102	P10.2	1013	51	125	36	0	0	0	177	1402
P00202102	P10.3	1624	129	295	47	0	0	0	326	2421
P00202102	P10.4	2	0	0	0	0	0	0	0	2
