Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202301	P01	5596	107	2705	1219	0	38	187	1822	11674
P00202301	P02	10151	107	1602	222	0	37	74	2680	14874
P00202301	P03	14618	174	1051	167	0	17	0	3786	19813
P00202301	P04	17509	192	1352	278	0	42	0	5328	24703
P00202301	P05	8840	42	318	36	0	35	1	3026	12299
P00202301	P05.1	1298	61	558	44	0	0	0	144	2105
P00202301	P05.2	1020	42	140	13	0	0	0	126	1341
P00202301	P05.3	248	15	71	5	0	0	0	28	367
P00202301	P05.4	832	37	170	19	0	0	0	120	1178
P00202301	P05.5	316	7	15	0	0	0	0	83	421
P00202301	P05.6	2273	71	148	14	0	0	0	366	2872
P00202301	P06	20989	265	1622	150	0	42	1	7073	30143
P00202301	P07	9323	97	767	117	0	9	0	2243	12557
P00202301	P08	5092	13	128	32	0	40	5	2384	7694
P00202301	P08.1	1120	23	330	30	0	0	0	124	1627
P00202301	P08.2	1082	33	127	51	0	0	1	187	1481
P00202301	P08.3	4070	67	225	22	0	0	0	1393	5777
P00202301	P09	4088	27	179	43	0	8	191	1304	5840
P00202301	P09.1	1863	53	256	45	0	0	0	235	2452
P00202301	P09.2	3476	84	185	28	0	0	0	978	4751
P00202301	P10	13820	86	438	56	0	8	9	4856	19273
P00202301	P10.1	3606	208	691	66	0	0	0	458	5029
P00202301	P10.2	997	52	129	34	0	0	0	189	1401
P00202301	P10.3	1581	116	308	44	0	0	0	306	2355
P00202301	P10.4	1456	69	202	39	0	0	0	279	2045
P00202301	P18	478	2	6	4	0	1	9	164	664
P00202301	P18.1	2772	43	138	29	0	0	44	672	3698
P00202301	P18.2	53	1	3	1	0	0	0	2	60
P00202301	P18.3	63	1	3	0	0	0	0	1	68
