Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202309	P01	5610	103	2775	1226	0	7	183	1870	11774
P00202309	P02	10156	115	1600	249	0	1	69	2734	14924
P00202309	P03	14725	168	1069	174	0	2	0	3843	19981
P00202309	P04	17742	191	1348	276	0	4	0	5486	25047
P00202309	P05	9254	39	322	57	0	5	1	3193	12871
P00202309	P05.1	1306	66	574	54	0	0	0	147	2147
P00202309	P05.2	1020	45	130	10	0	0	0	151	1356
P00202309	P05.3	247	9	64	5	0	0	0	33	358
P00202309	P05.4	833	35	175	20	0	0	0	125	1188
P00202309	P05.5	322	8	20	1	0	0	0	82	433
P00202309	P05.6	2241	60	148	15	0	0	0	376	2840
P00202309	P06	21548	258	1710	174	0	3	1	7360	31054
P00202309	P07	9454	109	792	124	0	1	0	2232	12712
P00202309	P08	5429	16	125	33	0	5	6	2494	8108
P00202309	P08.1	1138	27	375	38	0	0	0	125	1703
P00202309	P08.2	1063	41	147	50	0	0	0	190	1491
P00202309	P08.3	4211	94	252	25	0	0	0	1431	6013
P00202309	P09	4060	19	157	38	0	0	181	1286	5741
P00202309	P09.1	1949	51	251	44	0	0	0	246	2541
P00202309	P09.2	3506	86	174	32	0	0	0	945	4743
P00202309	P10	14079	88	441	57	0	4	8	5015	19692
P00202309	P10.1	3568	211	685	67	0	0	0	442	4973
P00202309	P10.2	1018	47	137	32	0	0	0	197	1431
P00202309	P10.3	1692	121	309	52	0	0	0	323	2497
P00202309	P10.4	1417	73	188	38	0	0	0	257	1973
P00202309	P18	475	0	5	5	0	1	9	163	658
P00202309	P18.1	2792	49	128	22	0	0	46	684	3721
P00202309	P18.2	56	3	2	1	0	0	0	2	64
P00202309	P18.3	60	2	4	0	0	0	0	2	68
