Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202504	P01	5481	132	3305	0	0	1	160	1915	10994
P00202504	P02	10417	133	1730	0	0	0	66	2717	15063
P00202504	P03	15069	181	1138	0	0	0	0	3948	20336
P00202504	P04	18720	200	1466	0	0	1	0	5681	26068
P00202504	P05	9917	46	371	0	0	1	1	3340	13676
P00202504	P05.1	1264	69	574	0	0	0	0	143	2050
P00202504	P05.2	981	44	152	0	0	0	0	138	1315
P00202504	P05.3	214	10	61	0	0	0	0	26	311
P00202504	P05.4	797	35	207	0	0	0	0	125	1164
P00202504	P05.5	314	6	28	0	0	0	0	79	427
P00202504	P05.6	2175	60	137	0	0	0	0	367	2739
P00202504	P06	22297	286	1969	0	0	0	1	7464	32017
P00202504	P07	9404	119	910	0	0	0	0	2259	12692
P00202504	P08	6899	32	217	0	0	0	4	2757	9909
P00202504	P08.1	1102	25	448	0	0	0	0	108	1683
P00202504	P08.2	1540	66	363	0	0	0	0	235	2204
P00202504	P08.3	4328	95	316	0	0	0	0	1334	6073
P00202504	P09	4203	22	147	0	0	0	223	1304	5899
P00202504	P09.1	2203	74	268	0	0	0	0	255	2800
P00202504	P09.2	3560	87	218	0	0	0	0	871	4736
P00202504	P10	15120	92	465	0	0	0	7	5260	20944
P00202504	P10.1	3529	224	748	0	0	0	0	438	4939
P00202504	P10.2	1036	49	127	0	0	0	0	198	1410
P00202504	P10.3	1643	120	288	0	0	0	0	300	2351
P00202504	P10.4	1435	78	223	0	0	0	0	245	1981
P00202504	P18	656	0	14	0	0	0	13	193	876
P00202504	P18.1	2742	47	176	0	0	0	65	646	3676
P00202504	P18.2	263	11	13	0	0	0	0	5	292
P00202504	P18.3	66	1	4	0	0	0	0	3	74
