Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00201905	P01	5491	87	2219	1077	0	3	187	1610	10674
P00201905	P02	9675	99	1303	214	0	2	56	2466	13815
P00201905	P03	13176	94	757	190	0	2	1	3455	17675
P00201905	P04	12844	177	1009	214	0	1	0	3757	18002
P00201905	P05	4143	15	142	18	0	1	0	1554	5873
P00201905	P05.1	1464	62	498	38	0	0	0	181	2243
P00201905	P05.2	680	15	89	7	0	0	0	102	893
P00201905	P05.3	81	0	16	0	0	0	0	9	106
P00201905	P05.4	644	19	131	18	0	0	0	103	915
P00201905	P05.5	392	11	19	0	0	0	0	99	521
P00201905	P05.6	49	0	5	0	0	0	0	7	61
P00201905	P06	17526	144	1104	102	0	1	1	5650	24528
P00201905	P07	8588	63	491	98	0	0	0	2046	11286
P00201905	P08	4390	9	107	23	0	0	5	2169	6703
P00201905	P08.1	1092	16	292	48	0	0	0	127	1575
P00201905	P08.2	1177	18	112	73	0	0	0	178	1558
P00201905	P08.3	4200	57	209	28	0	0	0	1510	6004
