Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202307	P01	5596	99	2728	1428	0	12	184	1865	11912
P00202307	P02	10129	111	1594	281	0	26	69	2716	14926
P00202307	P03	14656	172	1025	184	0	3	0	3814	19854
P00202307	P04	17914	194	1359	283	0	12	0	5487	25249
P00202307	P05	9092	38	329	58	0	8	1	3163	12689
P00202307	P05.1	1297	55	576	56	0	0	0	147	2131
P00202307	P05.2	1012	44	137	11	0	0	0	147	1351
P00202307	P05.3	247	11	65	5	0	0	0	33	361
P00202307	P05.4	821	36	172	20	0	0	0	130	1179
P00202307	P05.5	324	7	18	0	0	0	0	81	430
P00202307	P05.6	2225	64	151	15	0	0	0	369	2824
P00202307	P06	21307	263	1700	165	0	5	1	7298	30739
P00202307	P07	9345	107	775	132	0	1	0	2228	12588
P00202307	P08	5333	18	122	33	0	26	5	2457	7994
P00202307	P08.1	1133	24	366	35	0	0	0	122	1680
P00202307	P08.2	1070	37	145	53	0	0	0	196	1501
P00202307	P08.3	4179	82	245	24	0	0	0	1425	5955
P00202307	P09	4007	18	157	41	0	0	182	1284	5689
P00202307	P09.1	1931	52	242	42	0	0	0	246	2513
P00202307	P09.2	3439	80	181	28	0	0	0	937	4665
P00202307	P10	14253	81	450	56	0	7	8	5021	19876
P00202307	P10.1	3720	217	699	66	0	0	0	460	5162
P00202307	P10.2	1017	48	131	33	0	0	0	196	1425
P00202307	P10.3	1676	118	308	52	0	0	0	326	2480
P00202307	P10.4	1406	70	192	36	0	0	0	259	1963
P00202307	P18	467	0	5	4	0	1	8	163	648
P00202307	P18.1	2741	48	127	23	0	0	44	680	3663
P00202307	P18.2	56	2	2	1	0	0	0	2	63
P00202307	P18.3	64	2	2	0	0	0	0	2	70
