Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202201	P01	5594	116	2646	1029	0	144	183	1848	11560
P00202201	P02	10052	103	1568	204	0	79	71	2626	14704
P00202201	P03	14379	157	1030	151	0	55	0	3745	19517
P00202201	P04	17322	208	1292	266	0	131	0	5156	24379
P00202201	P05	6676	31	231	26	0	80	1	2349	9397
P00202201	P05.1	1329	64	563	37	0	0	0	160	2153
P00202201	P05.2	1078	42	139	16	0	0	0	140	1415
P00202201	P05.3	72	1	26	0	0	0	0	8	107
P00202201	P05.4	854	33	169	26	0	0	0	117	1199
P00202201	P05.5	347	10	19	0	0	0	0	84	460
P00202201	P05.6	46	0	4	0	0	0	0	6	56
P00202201	P06	20811	235	1506	161	0	111	1	6822	29652
P00202201	P07	9220	100	755	93	0	33	0	2206	12408
P00202201	P08	4926	13	100	29	0	83	8	2326	7486
P00202201	P08.1	1126	24	334	29	0	0	0	124	1637
P00202201	P08.2	1077	32	125	25	0	0	1	186	1446
P00202201	P08.3	4056	60	224	21	0	0	0	1416	5777
P00202201	P09	4423	36	218	35	0	17	155	1295	6179
P00202201	P09.1	1535	52	195	24	0	0	0	210	2016
P00202201	P09.2	3358	85	192	38	0	0	0	1026	4699
P00202201	P10	13437	80	458	61	0	15	8	4575	18634
P00202201	P10.1	3559	221	696	73	0	0	0	445	4994
P00202201	P10.2	1049	47	124	31	0	0	0	190	1441
P00202201	P10.3	1648	110	298	50	0	0	0	311	2417
P00202201	P10.4	1466	80	200	39	0	0	0	300	2085
P00202201	P18	504	1	7	4	0	2	13	174	705
P00202201	P18.1	2763	60	140	29	0	0	34	661	3687
P00202201	P18.2	48	1	3	1	0	0	0	2	55
P00202201	P18.3	48	1	3	0	0	0	0	1	53
