Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202503	P01	5497	133	3317	0	0	1	161	1901	11010
P00202503	P02	10367	134	1735	0	0	0	67	2695	14998
P00202503	P03	15024	181	1172	0	0	0	0	3944	20321
P00202503	P04	18619	199	1478	0	0	1	0	5665	25962
P00202503	P05	9848	46	377	0	0	1	1	3318	13591
P00202503	P05.1	1258	70	584	0	0	0	0	143	2055
P00202503	P05.2	971	43	154	0	0	0	0	136	1304
P00202503	P05.3	218	10	62	0	0	0	0	26	316
P00202503	P05.4	804	35	206	0	0	0	0	131	1176
P00202503	P05.5	310	6	29	0	0	0	0	81	426
P00202503	P05.6	2166	59	135	0	0	0	0	369	2729
P00202503	P06	22238	281	1977	0	0	0	1	7445	31942
P00202503	P07	9388	113	913	0	0	0	0	2268	12682
P00202503	P08	6484	31	202	0	0	0	4	2689	9410
P00202503	P08.1	1082	26	455	0	0	0	0	107	1670
P00202503	P08.2	1071	42	258	0	0	0	0	189	1560
P00202503	P08.3	4313	97	317	0	0	0	0	1350	6077
P00202503	P09	4278	23	148	1	0	0	214	1335	5999
P00202503	P09.1	2177	73	270	0	0	0	0	257	2777
P00202503	P09.2	3641	90	201	0	0	0	0	923	4855
P00202503	P10	15038	87	460	0	0	0	9	5242	20836
P00202503	P10.1	3487	225	762	0	0	0	0	440	4914
P00202503	P10.2	1038	50	129	0	0	0	0	200	1417
P00202503	P10.3	1636	120	279	0	0	0	0	310	2345
P00202503	P10.4	1440	80	219	0	0	0	0	241	1980
P00202503	P18	675	1	11	0	0	0	12	198	897
P00202503	P18.1	2862	50	180	0	0	0	65	677	3834
P00202503	P18.2	258	12	13	0	0	0	0	5	288
P00202503	P18.3	64	1	4	0	0	0	0	3	72
