Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202111	P01	5616	110	2661	1068	0	147	182	1811	11595
P00202111	P02	10010	110	1553	226	0	84	70	2621	14675
P00202111	P03	14394	161	1002	168	0	69	0	3749	19543
P00202111	P04	17521	206	1306	267	0	142	0	5182	24628
P00202111	P05	6351	28	219	23	0	80	0	2247	8951
P00202111	P05.1	1332	63	551	42	0	0	0	159	2147
P00202111	P05.2	1133	47	150	24	0	0	0	143	1497
P00202111	P05.3	69	1	25	0	0	0	0	10	105
P00202111	P05.4	876	33	175	27	0	0	0	120	1231
P00202111	P05.5	343	9	21	0	0	0	0	85	458
P00202111	P05.6	39	0	5	0	0	0	0	6	50
P00202111	P06	20779	236	1495	162	0	121	1	6762	29561
P00202111	P07	9242	94	746	97	0	35	0	2211	12426
P00202111	P08	4866	12	99	29	0	86	7	2319	7419
P00202111	P08.1	1132	24	323	33	0	0	0	130	1642
P00202111	P08.2	1087	31	127	25	0	0	1	185	1456
P00202111	P08.3	4094	58	223	26	0	0	0	1432	5833
P00202111	P09	4379	41	226	36	0	18	159	1325	6184
P00202111	P09.1	1500	47	191	20	0	0	0	210	1968
P00202111	P09.2	3276	85	181	37	0	0	0	1003	4582
P00202111	P10	13211	81	439	63	0	16	8	4457	18275
P00202111	P10.1	3524	216	679	71	0	0	0	445	4935
P00202111	P10.2	1013	46	128	32	0	0	0	180	1399
P00202111	P10.3	1651	116	297	50	0	0	0	309	2423
P00202111	P10.4	1460	80	200	40	0	0	0	298	2078
P00202111	P18	489	1	7	4	0	2	13	170	686
P00202111	P18.1	2734	58	138	29	0	0	34	661	3654
P00202111	P18.2	50	1	3	1	0	0	0	2	57
P00202111	P18.3	48	1	3	0	0	0	0	1	53
