Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202210	P01	5600	112	2660	1379	0	76	179	1829	11835
P00202210	P02	10129	108	1594	254	0	54	76	2672	14888
P00202210	P03	14597	166	1045	165	0	25	0	3789	19787
P00202210	P04	17499	198	1345	275	0	71	0	5290	24682
P00202210	P05	8725	45	308	38	0	52	1	2975	12146
P00202210	P05.1	1314	55	563	47	0	0	0	155	2134
P00202210	P05.2	1054	40	145	13	0	0	0	135	1387
P00202210	P05.3	239	14	72	4	0	0	0	29	358
P00202210	P05.4	849	33	167	18	0	0	0	120	1187
P00202210	P05.5	326	6	17	3	0	0	0	87	439
P00202210	P05.6	2200	70	143	15	0	0	0	358	2786
P00202210	P06	21058	262	1595	177	0	73	1	7005	30173
P00202210	P07	9310	96	768	122	0	23	0	2243	12563
P00202210	P08	5104	13	132	33	0	54	7	2388	7732
P00202210	P08.1	1138	25	362	32	0	0	0	124	1681
P00202210	P08.2	1121	28	128	50	0	0	1	185	1513
P00202210	P08.3	4159	64	210	23	0	0	0	1436	5892
P00202210	P09	4051	28	182	44	0	8	172	1298	5783
P00202210	P09.1	1802	51	251	43	0	0	0	234	2381
P00202210	P09.2	3363	74	176	24	0	0	0	960	4597
P00202210	P10	13645	77	457	57	0	10	10	4757	19013
P00202210	P10.1	3551	208	686	62	0	0	0	447	4954
P00202210	P10.2	1071	52	129	31	0	0	0	198	1481
P00202210	P10.3	1585	114	298	49	0	0	0	306	2352
P00202210	P10.4	1460	71	208	37	0	0	0	284	2060
P00202210	P18	464	2	5	4	0	1	9	161	646
P00202210	P18.1	2711	47	141	28	0	0	42	661	3630
P00202210	P18.2	55	1	2	1	0	0	0	2	61
P00202210	P18.3	54	1	3	0	0	0	0	1	59
