Season	Oblast	POP_R	POP_V	POP_A	POP_P	POP_C	POP_E	POP_O	POP_S	XSUM
P00202012	P01	5544	101	2492	889	0	374	183	1728	11311
P00202012	P02	9943	95	1426	166	0	174	67	2640	14512
P00202012	P03	14308	124	902	158	0	112	0	3684	19289
P00202012	P04	16879	207	1293	258	0	230	0	5016	23884
P00202012	P05	5627	20	194	20	0	147	0	2005	8015
P00202012	P05.1	1358	57	503	27	0	0	0	162	2107
P00202012	P05.2	1004	42	97	13	0	0	0	130	1286
P00202012	P05.3	68	0	17	0	0	0	0	8	93
P00202012	P05.4	910	31	180	24	0	0	0	134	1279
P00202012	P05.5	357	10	18	0	0	0	0	94	479
P00202012	P05.6	41	0	3	0	0	0	0	8	52
P00202012	P06	19859	207	1346	118	0	195	1	6497	28229
P00202012	P07	9061	85	654	98	0	61	0	2158	12117
P00202012	P08	4623	8	102	27	0	155	9	2277	7202
P00202012	P08.1	1115	21	323	24	0	0	0	132	1615
P00202012	P08.2	1161	25	122	16	0	0	1	179	1504
P00202012	P08.3	4147	57	208	21	0	0	0	1456	5889
P00202012	P09	3108	43	264	41	0	21	42	655	4174
P00202012	P09.1	78	7	10	0	0	0	0	5	100
P00202012	P10	9801	76	341	64	0	17	4	3173	13476
P00202012	P10.1	3350	209	582	72	0	0	0	459	4672
P00202012	P10.2	914	42	115	33	0	0	0	170	1274
P00202012	P10.3	1570	122	281	43	0	0	0	313	2329
